DATE,OPEN,HIGH,LOW,CLOSE,CHANGE
2017년 04월 10일,"1,205.45","1,214.13","1,203.01","1,211.68",0.55%
2017년 04월 07일,"1,204.14","1,215.66","1,202.29","1,205.03",0.07%
2017년 04월 06일,"1,203.26","1,211.60","1,202.52","1,204.20",0.09%
2017년 04월 05일,"1,200.76","1,205.17","1,198.18","1,203.13",0.19%
2017년 04월 04일,"1,192.19","1,201.63","1,191.00","1,200.87",0.75%
2017년 04월 03일,"1,191.42","1,194.21","1,187.82","1,191.96",0.11%
2017년 03월 31일,"1,194.21","1,199.37","1,190.06","1,190.63",-0.29%
2017년 03월 30일,"1,196.83","1,205.02","1,192.35","1,194.10",-0.22%
2017년 03월 29일,"1,207.17","1,208.59","1,194.85","1,196.72",-0.87%
2017년 03월 28일,"1,207.00","1,211.41","1,203.12","1,207.18",-0.02%
2017년 03월 27일,"1,206.40","1,212.18","1,204.33","1,207.39",0.04%
2017년 03월 24일,"1,210.59","1,213.91","1,203.01","1,206.85",-0.31%
2017년 03월 23일,"1,206.56","1,213.19","1,205.12","1,210.59",0.35%
2017년 03월 22일,"1,213.88","1,217.25","1,205.45","1,206.33",-0.64%
2017년 03월 21일,"1,197.00","1,215.84","1,195.42","1,214.11",1.44%
2017년 03월 20일,"1,213.18","1,216.50","1,194.09","1,196.88",-1.28%
2017년 03월 17일,"1,215.28","1,221.81","1,211.45","1,212.36",-0.24%
2017년 03월 16일,"1,211.46","1,217.23","1,207.45","1,215.28",0.31%
2017년 03월 15일,"1,219.50","1,222.81","1,208.39","1,211.51",-0.65%
2017년 03월 14일,"1,222.75","1,226.33","1,218.88","1,219.43",-0.29%
2017년 03월 13일,"1,226.30","1,231.59","1,221.62","1,223.02",-0.24%
2017년 03월 10일,"1,227.15","1,230.63","1,223.23","1,226.01",-0.08%
2017년 03월 09일,"1,217.28","1,229.88","1,215.59","1,227.04",0.77%
2017년 03월 08일,"1,216.45","1,221.41","1,208.63","1,217.69",0.15%
2017년 03월 07일,"1,222.21","1,225.45","1,213.67","1,215.86",-0.53%
2017년 03월 06일,"1,223.57","1,231.94","1,220.42","1,222.33",-0.15%
2017년 03월 03일,"1,209.31","1,224.45","1,206.60","1,224.11",1.25%
2017년 03월 02일,"1,202.54","1,210.67","1,201.04","1,209.00",0.53%
2017년 03월 01일,"1,202.74","1,209.19","1,198.23","1,202.66",-0.06%
2017년 02월 28일,"1,201.68","1,204.21","1,192.23","1,203.44",0.18%
2017년 02월 27일,"1,193.50","1,202.55","1,192.73","1,201.26",0.60%
2017년 02월 24일,"1,198.62","1,201.12","1,192.89","1,194.14",-0.41%
2017년 02월 23일,"1,201.90","1,205.51","1,194.35","1,199.04",-0.23%
2017년 02월 22일,"1,204.38","1,208.30","1,199.18","1,201.78",-0.21%
2017년 02월 21일,"1,215.23","1,219.41","1,203.22","1,204.27",-0.94%
2017년 02월 20일,"1,221.65","1,224.31","1,215.23","1,215.64",-0.47%
2017년 02월 17일,"1,219.19","1,228.50","1,218.07","1,221.43",0.21%
2017년 02월 16일,"1,203.46","1,220.64","1,202.23","1,218.91",1.28%
2017년 02월 15일,"1,204.95","1,211.92","1,200.55","1,203.51",-0.10%
2017년 02월 14일,"1,218.41","1,220.58","1,203.64","1,204.67",-1.13%
2017년 02월 13일,"1,219.39","1,228.14","1,217.01","1,218.46",-0.13%
2017년 02월 10일,"1,226.64","1,231.56","1,218.57","1,220.10",-0.52%
2017년 02월 09일,"1,225.03","1,228.42","1,219.87","1,226.53",0.10%
2017년 02월 08일,"1,221.48","1,227.05","1,219.01","1,225.26",0.31%
2017년 02월 07일,"1,219.80","1,227.75","1,217.38","1,221.49",0.11%
2017년 02월 06일,"1,227.68","1,230.23","1,213.09","1,220.12",-0.62%
2017년 02월 03일,"1,231.16","1,236.46","1,223.87","1,227.78",-0.25%
2017년 02월 02일,"1,242.38","1,245.02","1,228.81","1,230.88",-0.93%
2017년 02월 01일,"1,243.79","1,251.19","1,239.92","1,242.43",-0.09%
2017년 01월 31일,"1,251.96","1,253.58","1,238.86","1,243.55",-0.68%
2017년 01월 30일,"1,259.45","1,264.96","1,250.24","1,252.02",-0.73%
2017년 01월 27일,"1,252.39","1,262.98","1,248.70","1,261.22",0.70%
2017년 01월 26일,"1,249.98","1,252.70","1,244.14","1,252.47",0.22%
2017년 01월 25일,"1,256.12","1,256.71","1,248.07","1,249.67",-0.49%
2017년 01월 24일,"1,251.88","1,256.59","1,248.67","1,255.78",0.28%
2017년 01월 23일,"1,255.62","1,259.74","1,250.52","1,252.22",-0.46%
2017년 01월 20일,"1,253.58","1,259.24","1,248.38","1,258.03",0.38%
2017년 01월 19일,"1,252.72","1,257.40","1,247.82","1,253.21",0.04%
2017년 01월 18일,"1,243.54","1,256.51","1,240.96","1,252.67",0.72%
2017년 01월 17일,"1,254.33","1,260.50","1,242.00","1,243.66",-0.88%
2017년 01월 16일,"1,247.19","1,257.86","1,244.62","1,254.73",0.32%
2017년 01월 13일,"1,248.23","1,254.37","1,245.70","1,250.67",0.22%
2017년 01월 12일,"1,257.19","1,260.03","1,246.59","1,247.94",-0.73%
2017년 01월 11일,"1,268.43","1,268.96","1,254.51","1,257.07",-0.90%
2017년 01월 10일,"1,272.55","1,275.45","1,265.34","1,268.49",-0.31%
2017년 01월 09일,"1,266.27","1,273.68","1,265.05","1,272.42",0.50%
2017년 01월 06일,"1,253.40","1,267.84","1,251.20","1,266.07",0.97%
2017년 01월 05일,"1,255.32","1,259.38","1,245.96","1,253.95",-0.06%
2017년 01월 04일,"1,255.82","1,258.80","1,249.37","1,254.64",-0.09%
2017년 01월 03일,"1,259.19","1,270.14","1,251.80","1,255.81",-0.27%
2017년 01월 02일,"1,270.82","1,274.32","1,257.16","1,259.25",-0.81%
2016년 12월 30일,"1,265.87","1,285.11","1,263.13","1,269.55",0.31%
2016년 12월 29일,"1,262.06","1,268.87","1,259.62","1,265.68",0.29%
2016년 12월 28일,"1,262.86","1,269.20","1,258.14","1,261.99",-0.07%
2016년 12월 27일,"1,255.40","1,264.94","1,253.85","1,262.87",0.57%
2016년 12월 26일,"1,254.87","1,259.05","1,251.95","1,255.76",0.05%
2016년 12월 23일,"1,258.11","1,261.25","1,253.60","1,255.15",-0.21%
2016년 12월 22일,"1,244.83","1,266.56","1,244.09","1,257.80",1.04%
2016년 12월 21일,"1,238.42","1,248.89","1,237.85","1,244.89",0.52%
2016년 12월 20일,"1,235.91","1,243.15","1,235.04","1,238.47",0.20%
2016년 12월 19일,"1,238.84","1,246.06","1,235.38","1,235.96",-0.33%
2016년 12월 16일,"1,232.62","1,244.51","1,231.04","1,240.09",0.63%
2016년 12월 15일,"1,242.94","1,244.60","1,230.37","1,232.38",-0.86%
2016년 12월 14일,"1,237.24","1,248.23","1,234.34","1,243.01",0.46%
2016년 12월 13일,"1,238.81","1,243.28","1,235.80","1,237.31",-0.11%
2016년 12월 12일,"1,237.47","1,242.01","1,232.19","1,238.63",-0.02%
2016년 12월 09일,"1,234.20","1,240.93","1,232.92","1,238.82",0.36%
2016년 12월 08일,"1,245.63","1,260.31","1,233.00","1,234.35",-0.89%
2016년 12월 07일,"1,255.88","1,257.78","1,241.10","1,245.49",-0.81%
2016년 12월 06일,"1,256.56","1,263.57","1,252.68","1,255.65",-0.05%
2016년 12월 05일,"1,245.56","1,261.85","1,225.85","1,256.33",0.84%
2016년 12월 02일,"1,245.10","1,255.22","1,242.36","1,245.82",0.06%
2016년 12월 01일,"1,246.40","1,251.27","1,238.61","1,245.04",-0.16%
2016년 11월 30일,"1,243.96","1,252.34","1,241.66","1,247.05",0.28%
2016년 11월 29일,"1,243.86","1,244.96","1,236.92","1,243.55",-0.03%
2016년 11월 28일,"1,245.28","1,250.83","1,238.03","1,243.91",-0.07%
2016년 11월 25일,"1,247.63","1,250.94","1,243.15","1,244.79",-0.23%
2016년 11월 24일,"1,246.71","1,250.05","1,242.70","1,247.63",0.01%
2016년 11월 23일,"1,243.74","1,252.89","1,241.91","1,247.49",0.33%
2016년 11월 22일,"1,254.32","1,256.86","1,242.36","1,243.43",-0.88%
2016년 11월 21일,"1,249.92","1,259.87","1,248.60","1,254.49",0.32%
2016년 11월 18일,"1,254.12","1,259.17","1,244.48","1,250.52",-0.27%
2016년 11월 17일,"1,251.59","1,263.41","1,247.83","1,253.88",0.18%
2016년 11월 16일,"1,251.82","1,260.74","1,248.27","1,251.59",-0.02%
2016년 11월 15일,"1,254.88","1,261.91","1,251.49","1,251.88",-0.25%
2016년 11월 14일,"1,264.01","1,267.91","1,253.72","1,255.06",-0.81%
2016년 11월 11일,"1,270.78","1,276.43","1,260.24","1,265.35",-0.41%
2016년 11월 10일,"1,263.17","1,273.31","1,253.87","1,270.56",0.58%
2016년 11월 09일,"1,244.91","1,307.98","1,242.16","1,263.20",1.48%
2016년 11월 08일,"1,260.40","1,261.86","1,243.16","1,244.77",-1.24%
2016년 11월 07일,"1,271.17","1,271.40","1,259.83","1,260.46",-0.88%
2016년 11월 04일,"1,270.93","1,273.71","1,265.72","1,271.69",0.06%
2016년 11월 03일,"1,270.85","1,273.07","1,263.68","1,270.99",0.02%
2016년 11월 02일,"1,266.81","1,276.10","1,266.12","1,270.72",0.31%
2016년 11월 01일,"1,253.51","1,271.05","1,247.69","1,266.80",0.95%
2016년 10월 31일,"1,259.11","1,261.56","1,249.53","1,254.84",-0.45%
2016년 10월 28일,"1,248.90","1,263.64","1,245.56","1,260.55",0.82%
2016년 10월 27일,"1,240.94","1,256.62","1,238.40","1,250.34",0.65%
2016년 10월 26일,"1,229.28","1,243.61","1,227.63","1,242.26",0.95%
2016년 10월 25일,"1,234.21","1,240.76","1,226.75","1,230.60",-0.41%
2016년 10월 24일,"1,235.06","1,238.55","1,228.38","1,235.70",-0.08%
2016년 10월 21일,"1,235.01","1,241.30","1,232.76","1,236.66",0.03%
2016년 10월 20일,"1,228.15","1,245.00","1,225.77","1,236.34",0.56%
2016년 10월 19일,"1,234.07","1,237.28","1,226.27","1,229.47",-0.48%
2016년 10월 18일,"1,248.76","1,252.15","1,233.40","1,235.45",-1.18%
2016년 10월 17일,"1,245.77","1,257.30","1,244.86","1,250.15",0.27%
2016년 10월 14일,"1,247.88","1,254.66","1,243.12","1,246.76",-0.18%
2016년 10월 13일,"1,237.41","1,254.82","1,236.18","1,249.05",0.81%
2016년 10월 12일,"1,242.35","1,245.36","1,235.87","1,239.01",-0.37%
2016년 10월 11일,"1,233.57","1,249.76","1,231.74","1,243.57",0.71%
2016년 10월 10일,"1,247.86","1,250.65","1,232.52","1,234.80",-1.20%
2016년 10월 07일,"1,242.28","1,250.28","1,235.20","1,249.76",0.49%
2016년 10월 06일,"1,247.91","1,251.00","1,241.32","1,243.67",-0.46%
2016년 10월 05일,"1,249.66","1,253.55","1,245.28","1,249.43",-0.14%
2016년 10월 04일,"1,236.50","1,253.18","1,233.33","1,251.12",1.07%
2016년 10월 03일,"1,236.53","1,240.42","1,233.43","1,237.85",-0.06%
2016년 09월 30일,"1,236.18","1,241.27","1,227.60","1,238.65",0.09%
2016년 09월 29일,"1,223.77","1,240.11","1,222.78","1,237.53",0.99%
2016년 09월 28일,"1,228.87","1,234.60","1,223.21","1,225.45",-0.39%
2016년 09월 27일,"1,246.73","1,252.68","1,228.15","1,230.21",-1.42%
2016년 09월 26일,"1,238.29","1,249.74","1,237.39","1,247.97",0.69%
2016년 09월 23일,"1,235.27","1,242.57","1,231.87","1,239.37",0.23%
2016년 09월 22일,"1,233.52","1,242.39","1,230.64","1,236.56",0.12%
2016년 09월 21일,"1,244.78","1,250.59","1,231.44","1,235.09",-0.89%
2016년 09월 20일,"1,249.76","1,256.31","1,243.66","1,246.12",-0.38%
2016년 09월 19일,"1,255.56","1,257.13","1,246.05","1,250.93",-0.43%
2016년 09월 16일,"1,263.36","1,267.76","1,254.14","1,256.39",-0.66%
2016년 09월 15일,"1,266.15","1,273.49","1,261.36","1,264.78",-0.21%
2016년 09월 14일,"1,264.32","1,268.41","1,258.51","1,267.39",0.13%
2016년 09월 13일,"1,243.12","1,269.61","1,242.66","1,265.79",1.72%
2016년 09월 12일,"1,243.98","1,256.46","1,241.92","1,244.36",-0.08%
2016년 09월 09일,"1,235.71","1,246.91","1,235.11","1,245.38",0.66%
2016년 09월 08일,"1,224.50","1,237.52","1,222.92","1,237.16",0.90%
2016년 09월 07일,"1,230.55","1,233.60","1,220.97","1,226.16",-0.48%
2016년 09월 06일,"1,229.80","1,239.45","1,227.83","1,232.07",0.08%
2016년 09월 05일,"1,243.62","1,245.76","1,229.58","1,231.14",-1.15%
2016년 09월 02일,"1,250.69","1,255.07","1,239.82","1,245.51",-0.51%
2016년 09월 01일,"1,244.22","1,254.48","1,242.23","1,251.93",0.50%
2016년 08월 31일,"1,247.05","1,250.14","1,239.45","1,245.68",-0.21%
2016년 08월 30일,"1,252.03","1,254.24","1,242.49","1,248.28",-0.40%
2016년 08월 29일,"1,255.74","1,264.02","1,251.16","1,253.26",-0.30%
2016년 08월 26일,"1,257.39","1,262.67","1,245.33","1,256.99",-0.16%
2016년 08월 25일,"1,261.67","1,266.86","1,255.64","1,258.97",-0.33%
2016년 08월 24일,"1,265.46","1,271.87","1,258.66","1,263.08",-0.29%
2016년 08월 23일,"1,270.37","1,273.38","1,261.37","1,266.76",-0.40%
2016년 08월 22일,"1,260.46","1,274.14","1,260.34","1,271.90",0.67%
2016년 08월 19일,"1,256.81","1,271.28","1,254.63","1,263.49",0.42%
2016년 08월 18일,"1,249.44","1,259.51","1,245.83","1,258.17",0.59%
2016년 08월 17일,"1,234.55","1,258.75","1,232.36","1,250.85",1.20%
2016년 08월 16일,"1,226.67","1,236.66","1,222.42","1,236.01",0.66%
2016년 08월 15일,"1,230.44","1,233.26","1,224.52","1,227.91",-0.30%
2016년 08월 12일,"1,220.94","1,237.88","1,219.83","1,231.61",0.73%
2016년 08월 11일,"1,223.65","1,233.78","1,220.50","1,222.67",-0.23%
2016년 08월 10일,"1,224.75","1,228.86","1,215.95","1,225.44",-0.09%
2016년 08월 09일,"1,227.16","1,232.56","1,220.88","1,226.53",-0.16%
2016년 08월 08일,"1,235.48","1,239.14","1,224.44","1,228.55",-0.63%
2016년 08월 05일,"1,238.09","1,239.82","1,228.69","1,236.34",-0.27%
2016년 08월 04일,"1,244.01","1,246.33","1,235.98","1,239.71",-0.45%
2016년 08월 03일,"1,246.82","1,254.29","1,241.65","1,245.35",-0.23%
2016년 08월 02일,"1,235.40","1,250.14","1,234.07","1,248.22",0.88%
2016년 08월 01일,"1,241.20","1,246.68","1,230.04","1,237.30",-0.44%
2016년 07월 29일,"1,244.27","1,249.73","1,238.87","1,242.83",-0.22%
2016년 07월 28일,"1,249.91","1,252.80","1,241.78","1,245.55",-0.47%
2016년 07월 27일,"1,248.44","1,253.97","1,243.49","1,251.41",0.10%
2016년 07월 26일,"1,254.06","1,258.55","1,246.97","1,250.15",-0.47%
2016년 07월 25일,"1,245.36","1,258.07","1,243.51","1,256.01",0.71%
2016년 07월 22일,"1,253.33","1,258.47","1,244.20","1,247.20",-0.59%
2016년 07월 21일,"1,258.04","1,260.72","1,248.61","1,254.66",-0.37%
2016년 07월 20일,"1,256.71","1,260.34","1,252.34","1,259.29",0.11%
2016년 07월 19일,"1,255.33","1,264.86","1,253.98","1,257.93",0.06%
2016년 07월 18일,"1,255.86","1,261.56","1,253.05","1,257.17",0.05%
2016년 07월 15일,"1,257.66","1,263.45","1,253.62","1,256.55",-0.23%
2016년 07월 14일,"1,269.43","1,274.76","1,254.53","1,259.39",-0.90%
2016년 07월 13일,"1,263.03","1,274.65","1,262.35","1,270.77",0.47%
2016년 07월 12일,"1,271.42","1,277.22","1,262.06","1,264.82",-0.62%
2016년 07월 11일,"1,269.59","1,273.94","1,263.52","1,272.76",0.13%
2016년 07월 08일,"1,279.80","1,289.92","1,266.08","1,271.05",-0.81%
2016년 07월 07일,"1,285.76","1,289.68","1,275.38","1,281.37",-0.43%
2016년 07월 06일,"1,282.54","1,293.16","1,277.62","1,286.93",0.25%
2016년 07월 05일,"1,283.13","1,293.34","1,279.09","1,283.76",-0.12%
2016년 07월 04일,"1,279.60","1,286.61","1,272.06","1,285.28",0.36%
2016년 07월 01일,"1,278.06","1,282.23","1,266.89","1,280.64",0.07%
2016년 06월 30일,"1,282.84","1,286.08","1,271.56","1,279.74",-0.35%
2016년 06월 29일,"1,290.26","1,297.51","1,277.62","1,284.18",-0.57%
2016년 06월 28일,"1,299.59","1,306.67","1,287.99","1,291.54",-0.76%
2016년 06월 27일,"1,296.34","1,309.69","1,288.14","1,301.38",-0.11%
2016년 06월 24일,"1,298.74","1,315.45","1,283.80","1,302.86",0.20%
2016년 06월 23일,"1,296.98","1,310.47","1,294.82","1,300.28",0.15%
2016년 06월 22일,"1,295.52","1,303.71","1,293.06","1,298.34",0.12%
2016년 06월 21일,"1,310.37","1,319.64","1,294.95","1,296.76",-1.18%
2016년 06월 20일,"1,319.27","1,329.74","1,306.05","1,312.31",-0.58%
2016년 06월 17일,"1,314.94","1,326.20","1,313.17","1,319.93",0.27%
2016년 06월 16일,"1,314.46","1,325.82","1,309.36","1,316.41",0.00%
2016년 06월 15일,"1,317.10","1,322.70","1,310.21","1,316.40",-0.16%
2016년 06월 14일,"1,322.56","1,327.44","1,315.40","1,318.45",-0.41%
2016년 06월 13일,"1,316.91","1,325.79","1,315.51","1,323.92",0.44%
2016년 06월 10일,"1,310.15","1,322.28","1,308.10","1,318.09",0.47%
2016년 06월 09일,"1,313.78","1,324.06","1,308.28","1,311.91",-0.25%
2016년 06월 08일,"1,311.61","1,318.13","1,308.45","1,315.15",0.14%
2016년 06월 07일,"1,318.63","1,325.13","1,306.92","1,313.32",-0.55%
2016년 06월 06일,"1,320.12","1,326.06","1,315.83","1,320.52",-0.16%
2016년 06월 03일,"1,322.06","1,335.30","1,316.61","1,322.60",-0.06%
2016년 06월 02일,"1,332.67","1,338.15","1,320.75","1,323.41",-0.80%
2016년 06월 01일,"1,322.56","1,337.00","1,320.22","1,334.14",0.73%
2016년 05월 31일,"1,333.93","1,339.08","1,321.34","1,324.42",-0.85%
2016년 05월 30일,"1,317.17","1,336.06","1,316.82","1,335.74",1.31%
2016년 05월 27일,"1,319.07","1,323.09","1,313.42","1,318.52",-0.18%
2016년 05월 26일,"1,316.60","1,326.27","1,313.62","1,320.94",0.20%
2016년 05월 25일,"1,322.20","1,327.63","1,313.41","1,318.35",-0.41%
2016년 05월 24일,"1,325.61","1,338.79","1,321.11","1,323.83",-0.27%
2016년 05월 23일,"1,329.20","1,337.23","1,322.66","1,327.48",-0.29%
2016년 05월 20일,"1,329.09","1,339.33","1,326.96","1,331.39",0.08%
2016년 05월 19일,"1,332.56","1,338.66","1,327.36","1,330.33",-0.30%
2016년 05월 18일,"1,330.45","1,343.78","1,327.19","1,334.32",0.18%
2016년 05월 17일,"1,332.12","1,335.30","1,323.89","1,331.93",-0.13%
2016년 05월 16일,"1,329.13","1,338.06","1,328.07","1,333.66",0.23%
2016년 05월 13일,"1,329.95","1,335.19","1,324.26","1,330.60",-0.07%
2016년 05월 12일,"1,330.09","1,335.71","1,325.34","1,331.50",-0.01%
2016년 05월 11일,"1,329.59","1,335.80","1,324.25","1,331.57",0.00%
2016년 05월 10일,"1,336.46","1,340.91","1,329.24","1,331.60",-0.49%
2016년 05월 09일,"1,332.09","1,343.11","1,324.21","1,338.18",0.34%
2016년 05월 06일,"1,330.38","1,346.19","1,327.85","1,333.59",0.12%
2016년 05월 05일,"1,338.91","1,341.57","1,327.14","1,331.99",-0.65%
2016년 05월 04일,"1,322.49","1,342.78","1,321.12","1,340.64",1.23%
2016년 05월 03일,"1,309.91","1,327.67","1,306.13","1,324.34",0.98%
2016년 05월 02일,"1,309.00","1,315.95","1,301.92","1,311.53",0.00%
2016년 04월 29일,"1,289.80","1,315.76","1,286.11","1,311.52",1.55%
2016년 04월 28일,"1,299.43","1,302.95","1,287.69","1,291.51",-0.72%
2016년 04월 27일,"1,295.77","1,311.06","1,290.73","1,300.85",0.30%
2016년 04월 26일,"1,295.48","1,301.66","1,292.22","1,296.95",-0.02%
2016년 04월 25일,"1,289.75","1,298.82","1,287.65","1,297.18",0.41%
2016년 04월 22일,"1,286.71","1,294.60","1,283.98","1,291.85",0.27%
2016년 04월 21일,"1,279.03","1,292.93","1,276.78","1,288.41",0.59%
2016년 04월 20일,"1,280.60","1,292.14","1,276.78","1,280.79",-0.12%
2016년 04월 19일,"1,293.39","1,296.82","1,275.40","1,282.31",-0.95%
2016년 04월 18일,"1,294.06","1,303.81","1,290.34","1,294.64",0.04%
2016년 04월 15일,"1,298.28","1,302.58","1,287.94","1,294.15",-0.45%
2016년 04월 14일,"1,290.52","1,306.23","1,289.61","1,300.04",0.60%
2016년 04월 13일,"1,301.07","1,304.05","1,290.07","1,292.28",-0.78%
2016년 04월 12일,"1,301.76","1,310.60","1,298.90","1,302.43",-0.08%
2016년 04월 11일,"1,312.15","1,319.07","1,299.70","1,303.53",-0.73%
2016년 04월 08일,"1,318.92","1,323.12","1,303.65","1,313.05",-0.57%
2016년 04월 07일,"1,316.17","1,323.44","1,308.99","1,320.63",0.23%
2016년 04월 06일,"1,320.10","1,324.32","1,309.91","1,317.54",-0.30%
2016년 04월 05일,"1,311.17","1,325.53","1,308.01","1,321.47",0.68%
2016년 04월 04일,"1,305.98","1,314.46","1,302.71","1,312.54",0.41%
2016년 04월 01일,"1,301.61","1,317.48","1,297.88","1,307.22",0.33%
2016년 03월 31일,"1,295.65","1,304.96","1,290.14","1,302.97",0.47%
2016년 03월 30일,"1,303.19","1,308.58","1,289.29","1,296.89",-0.62%
2016년 03월 29일,"1,303.64","1,313.04","1,297.37","1,304.95",-0.04%
2016년 03월 28일,"1,303.71","1,310.18","1,299.36","1,305.45",0.01%
2016년 03월 25일,"1,304.10","1,311.04","1,299.42","1,305.36",-0.03%
2016년 03월 24일,"1,305.60","1,309.23","1,298.48","1,305.73",-0.11%
2016년 03월 23일,"1,296.64","1,308.04","1,294.51","1,307.23",0.70%
2016년 03월 22일,"1,303.71","1,310.26","1,291.93","1,298.11",-0.56%
2016년 03월 21일,"1,310.34","1,320.33","1,300.13","1,305.41",-0.51%
2016년 03월 18일,"1,305.52","1,318.93","1,303.91","1,312.16",0.37%
2016년 03월 17일,"1,321.49","1,324.57","1,301.65","1,307.28",-1.22%
2016년 03월 16일,"1,325.84","1,333.12","1,316.90","1,323.37",-0.31%
2016년 03월 15일,"1,318.81","1,331.45","1,315.20","1,327.46",0.52%
2016년 03월 14일,"1,323.27","1,330.89","1,313.47","1,320.55",-0.31%
2016년 03월 11일,"1,346.51","1,354.02","1,314.22","1,324.62",-1.73%
2016년 03월 10일,"1,328.93","1,354.23","1,298.21","1,347.99",1.30%
2016년 03월 09일,"1,330.05","1,337.18","1,323.39","1,330.66",-0.05%
2016년 03월 08일,"1,319.78","1,337.52","1,319.30","1,331.39",0.74%
2016년 03월 07일,"1,318.35","1,324.53","1,314.54","1,321.57",0.21%
2016년 03월 04일,"1,326.73","1,329.58","1,311.37","1,318.83",-0.71%
2016년 03월 03일,"1,330.27","1,335.49","1,316.54","1,328.25",-0.24%
2016년 03월 02일,"1,334.09","1,344.26","1,328.30","1,331.43",-0.34%
2016년 03월 01일,"1,345.00","1,349.45","1,329.13","1,335.93",-0.77%
2016년 02월 29일,"1,358.98","1,362.36","1,344.41","1,346.34",-0.95%
2016년 02월 26일,"1,359.87","1,370.82","1,351.85","1,359.24",-0.17%
2016년 02월 25일,"1,356.24","1,371.72","1,355.09","1,361.61",0.30%
2016년 02월 24일,"1,356.24","1,365.62","1,353.55","1,357.59",-0.01%
2016년 02월 23일,"1,348.82","1,362.86","1,346.11","1,357.77",0.57%
2016년 02월 22일,"1,371.78","1,377.54","1,345.40","1,350.14",-1.73%
2016년 02월 19일,"1,362.99","1,380.33","1,362.12","1,373.85",0.65%
2016년 02월 18일,"1,360.71","1,373.31","1,356.85","1,364.99",0.19%
2016년 02월 17일,"1,356.87","1,372.66","1,354.56","1,362.34",0.29%
2016년 02월 16일,"1,353.29","1,364.37","1,351.77","1,358.35",0.24%
2016년 02월 15일,"1,356.80","1,363.57","1,345.03","1,355.05",-0.30%
2016년 02월 12일,"1,358.12","1,371.28","1,352.41","1,359.14",-0.03%
2016년 02월 11일,"1,340.78","1,366.99","1,338.66","1,359.61",1.28%
2016년 02월 10일,"1,351.97","1,359.02","1,327.14","1,342.43",-0.83%
2016년 02월 09일,"1,346.41","1,364.14","1,343.87","1,353.68",0.40%
2016년 02월 08일,"1,344.18","1,352.68","1,338.73","1,348.23",0.15%
2016년 02월 05일,"1,334.18","1,347.24","1,328.85","1,346.16",0.77%
2016년 02월 04일,"1,332.01","1,341.24","1,318.30","1,335.93",0.16%
2016년 02월 03일,"1,322.45","1,350.74","1,321.36","1,333.76",0.74%
2016년 02월 02일,"1,308.27","1,327.51","1,304.61","1,323.90",1.09%
2016년 02월 01일,"1,308.06","1,316.66","1,299.77","1,309.66",0.04%
2016년 01월 29일,"1,319.69","1,327.10","1,305.08","1,309.16",-0.91%
2016년 01월 28일,"1,315.16","1,322.52","1,309.04","1,321.14",0.33%
2016년 01월 27일,"1,301.24","1,320.01","1,298.63","1,316.74",1.08%
2016년 01월 26일,"1,300.23","1,311.91","1,296.81","1,302.62",0.08%
2016년 01월 25일,"1,291.94","1,305.49","1,287.12","1,301.56",0.66%
2016년 01월 22일,"1,308.38","1,310.42","1,290.44","1,293.02",-1.22%
2016년 01월 21일,"1,315.91","1,325.70","1,301.28","1,308.97",-0.61%
2016년 01월 20일,"1,316.04","1,335.15","1,315.05","1,316.99",-0.02%
2016년 01월 19일,"1,318.19","1,323.78","1,304.41","1,317.19",-0.19%
2016년 01월 18일,"1,325.09","1,329.49","1,313.03","1,319.70",-0.49%
2016년 01월 15일,"1,310.88","1,340.85","1,308.90","1,326.20",1.06%
2016년 01월 14일,"1,314.81","1,333.76","1,310.02","1,312.27",-0.31%
2016년 01월 13일,"1,312.61","1,322.62","1,297.58","1,316.38",0.17%
2016년 01월 12일,"1,306.80","1,321.30","1,304.22","1,314.18",0.44%
2016년 01월 11일,"1,319.06","1,325.25","1,305.26","1,308.37",-0.91%
2016년 01월 08일,"1,308.02","1,323.55","1,294.98","1,320.45",0.85%
2016년 01월 07일,"1,292.84","1,311.88","1,288.68","1,309.30",1.16%
2016년 01월 06일,"1,278.57","1,298.90","1,274.39","1,294.28",1.13%
2016년 01월 05일,"1,287.95","1,292.80","1,273.59","1,279.88",-0.73%
2016년 01월 04일,"1,275.20","1,301.90","1,273.62","1,289.33",1.00%
2016년 01월 01일,"1,276.00","1,278.14","1,274.00","1,276.54",-0.05%
2015년 12월 31일,"1,286.16","1,287.66","1,273.81","1,277.14",-0.79%
2015년 12월 30일,"1,277.90","1,289.36","1,276.30","1,287.32",0.65%
2015년 12월 29일,"1,280.78","1,286.01","1,274.79","1,279.05",-0.23%
2015년 12월 28일,"1,281.21","1,284.99","1,274.29","1,281.99",-0.26%
2015년 12월 25일,"1,282.31","1,285.65","1,278.09","1,285.36",0.15%
2015년 12월 24일,"1,279.65","1,284.29","1,274.56","1,283.46",0.21%
2015년 12월 23일,"1,282.41","1,288.46","1,273.97","1,280.80",-0.22%
2015년 12월 22일,"1,280.60","1,287.14","1,275.97","1,283.56",0.13%
2015년 12월 21일,"1,283.06","1,286.09","1,276.43","1,281.87",-0.25%
2015년 12월 18일,"1,281.72","1,289.14","1,274.82","1,285.07",0.17%
2015년 12월 17일,"1,278.27","1,291.36","1,272.33","1,282.87",0.30%
2015년 12월 16일,"1,282.96","1,294.37","1,276.27","1,278.97",-0.36%
