,count,mean,std,min,25%,50%,75%,max
NMDPIndex260,2981.0,0.07432975747466945,0.20789956392436792,-0.6916870690299923,-0.022635351581658192,0.12203505409026949,0.21165537905106557,0.6046506492188319
SKCIYOYIndex120,2981.0,-0.00796519753293311,0.2806629942559372,-0.7495537047724659,-0.16121801353117382,0.023447762652698212,0.17057342585486301,0.6019814960057492
SKCIYOYIndex260,2981.0,-0.00796519753293311,0.2806629942559372,-0.7495537047724659,-0.16121801353117382,0.023447762652698212,0.17057342585486301,0.6019814960057492
CPMINEXOIndex260,2981.0,-0.004983684885115901,0.13030911485963484,-0.703642848009125,-0.03839836145694164,-0.00549100585257678,0.03280399618347518,0.5940015176208404
CPMINEXOIndex120,2981.0,-0.004983684885115901,0.13030911485963484,-0.703642848009125,-0.03839836145694164,-0.00549100585257678,0.03280399618347518,0.5940015176208404
MXUS0ITIndex260,2981.0,0.07885985683234421,0.1617124283942394,-0.6130609603830846,0.013518600179825313,0.11283666374606849,0.1735390351403998,0.591280907986822
AppliedMaterials_close260,2981.0,0.05823284643503533,0.261862918293531,-0.8621224954010054,-0.09197556083643432,0.08705703804760434,0.23504201510582456,0.5870429442363521
UMC_close260,2981.0,-0.022418888292850846,0.17901077475840865,-0.5078460714742368,-0.1406998821031351,0.0017406444777838814,0.07265764557607546,0.5835849780484191
SKCIMOMIndex260,2981.0,-0.0077273894697711615,0.22939284065608928,-0.8096207287088046,-0.15675960232164035,-0.0034473892336301937,0.14080689871869434,0.5832338003451937
SKCIMOMIndex120,2981.0,-0.0077273894697711615,0.22939284065608928,-0.8096207287088046,-0.15675960232164035,-0.0034473892336301937,0.14080689871869434,0.5832338003451937
INJCJCIndex260,2981.0,-0.019265724958285917,0.1469098001533411,-0.34226974972598256,-0.10198052996116314,-0.05131492953336192,0.012765305804990135,0.5781785884797994
INJCJCIndex120,2981.0,-0.019265724958285917,0.1469098001533411,-0.34226974972598256,-0.10198052996116314,-0.05131492953336192,0.012765305804990135,0.5781785884797994
NKYIndex260,2981.0,0.02006283585936308,0.19573843967639384,-0.6857854719574981,-0.08644799377490209,0.0331864547393792,0.14590736195036058,0.5770019795401833
Nuvoton_close260,2981.0,0.038122396226285125,0.1626267033790166,-0.6256308341672816,0.0,0.0,0.09821849821883699,0.5760218233225327
KOBLTHMYIndex260,2981.0,-0.01800202978935258,0.1661265318351243,-0.3848389490990396,0.0,0.0,0.0,0.5732049415736777
KOBLTHMYIndex120,2981.0,-0.01800202978935258,0.1661265318351243,-0.3848389490990396,0.0,0.0,0.0,0.5732049415736777
CCMPIndex260,2981.0,0.07238999847956429,0.15900603922191817,-0.6430096210507745,0.017776703884401,0.10779545637196186,0.16051544889692337,0.5628712557062716
FDIUSGYOIndex120,2981.0,0.004803690714483771,0.20301374432590885,-0.6887292839394952,-0.00906872435770012,0.0,0.11357665466469391,0.5606052618720488
FDIUSGYOIndex260,2981.0,0.004803690714483771,0.20301374432590885,-0.6887292839394952,-0.00906872435770012,0.0,0.11357665466469391,0.5606052618720488
LEIWKIJIndex260,2981.0,-0.017554455242698767,0.14277626058468615,-0.3155466888406373,-0.09369442338992773,-0.04988072051152592,0.001747755726859701,0.5556256663695383
LEIWKIJIndex120,2981.0,-0.017554455242698767,0.14277626058468615,-0.3155466888406373,-0.09369442338992773,-0.04988072051152592,0.001747755726859701,0.5556256663695383
MXWO0ITIndex260,2981.0,0.06652901342866649,0.1642454749932611,-0.6563897609727274,0.008700105458519403,0.10080152004284937,0.16196360184019376,0.5545278208646836
Philadelphia_close260,2981.0,0.061800066859777854,0.22151427485350353,-0.7511649797586326,-0.07233724325712743,0.11142709147252017,0.2119714024243775,0.5528613660759607
SOXIndex260,2981.0,0.06180006607188904,0.22151427308799007,-0.7511649797586326,-0.07233724325712743,0.11142709147252017,0.2119714024243775,0.5528613660759607
CFNAIMA3Index,2981.0,-0.35049555902880963,0.8572779880802259,-4.278506174368412,-0.3320115915031243,-0.12544170977966337,0.07744886261927195,0.5522215754380108
FDIDSGMOIndex260,2981.0,-0.004262698815524722,0.18146293480327308,-0.6789425289446409,-0.09903763923779735,0.0,0.07535592242981026,0.5503728323897551
FDIDSGMOIndex120,2981.0,-0.004262698815524722,0.18146293480327308,-0.6789425289446409,-0.09903763923779735,0.0,0.07535592242981026,0.5503728323897551
USGG3MIndex120,2981.0,-0.045145086701951935,0.29900258000925956,-1.4237356715866267,-0.07076171499309851,-0.0050110642810815564,0.09498938492388767,0.5470176445770802
USGG3MIndex260,2981.0,-0.045145086701951935,0.29900258000925956,-1.4237356715866267,-0.07076171499309851,-0.0050110642810815564,0.09498938492388767,0.5470176445770802
CNGDPYOYIndex260,2981.0,-0.03550168614156672,0.16759550950446991,-0.4887078274166614,-0.08505667241443904,-0.023884149593016435,0.007919230779265263,0.544174915584497
CNGDPYOYIndex120,2981.0,-0.03550168614156672,0.16759550950446991,-0.4887078274166614,-0.08505667241443904,-0.023884149593016435,0.007919230779265263,0.544174915584497
CPMINORDIndex260,2981.0,-0.0049254340927632895,0.11941054901226618,-0.636887118170153,-0.039584905196580866,0.0002007668218841907,0.030930454324193946,0.5423832602317322
CPMINORDIndex120,2981.0,-0.0049254340927632895,0.11941054901226618,-0.636887118170153,-0.039584905196580866,0.0002007668218841907,0.030930454324193946,0.5423832602317322
KOMSM2YIndex120,2981.0,-0.011661732644286259,0.2574712311726242,-0.8023114665195112,-0.15579562140141645,-0.02652953800126312,0.21685029475995865,0.5324907313473022
KOMSM2YIndex260,2981.0,-0.011661732644286259,0.2574712311726242,-0.8023114665195112,-0.15579562140141645,-0.02652953800126312,0.21685029475995865,0.5324907313473022
QCOM_close260,2981.0,0.02079192277467626,0.18255788753142307,-0.4927542243024683,-0.10968448713788082,0.03136337753026375,0.1542632480718753,0.5322533141480155
CPIXYOYIndex260,2981.0,-0.004299454167555579,0.1730463958512652,-0.4559024988950258,-0.12891799067921106,-0.014355539767668124,0.09036643679285761,0.5276960998287843
CPIXYOYIndex120,2981.0,-0.004299454167555579,0.1730463958512652,-0.4559024988950258,-0.12891799067921106,-0.014355539767668124,0.09036643679285761,0.5276960998287843
Nuvoton_close120,2981.0,0.015110334840602108,0.1253040569426136,-0.6798550043510088,0.0,0.0,0.04497010831904591,0.5271468472493428
USHETOT%Index,2981.0,0.21106415226078112,0.1252774795751033,-0.20695003029373762,0.12610055070892787,0.21261291386197131,0.3,0.524986391996212
CHPMINDXIndex120,2981.0,0.003998854275329397,0.16795035052653867,-0.45905996859249676,-0.08152502971845443,0.008981681272651976,0.08081085062564153,0.523006908890375
CHPMINDXIndex260,2981.0,0.003998854275329397,0.16795035052653867,-0.45905996859249676,-0.08152502971845443,0.008981681272651976,0.08081085062564153,0.523006908890375
KOCCCSIIndex260,2981.0,0.02153784087700957,0.10739093593259993,-0.15981910174500857,-0.03084993546670045,0.0,0.038501372159298164,0.5228029920462403
KOCCCSIIndex120,2981.0,0.02153784087700957,0.10739093593259993,-0.15981910174500857,-0.03084993546670045,0.0,0.038501372159298164,0.5228029920462403
SPXIndex260,2981.0,0.045413470730882546,0.15088803706773074,-0.6747657060733125,0.008383303919514695,0.08294980830044718,0.12667906369063964,0.5137334707572849
LMCADS03Comdty120,2981.0,-0.004614060195513909,0.18883812251321846,-0.9858066099788285,-0.09381632871932233,-0.0027909591100208075,0.09620405958115441,0.5117276812118856
KOSPIIndex260,2981.0,0.034424751471860845,0.1563912337014761,-0.5802533587679273,-0.030349480043954102,0.02801030900198498,0.11937737278116511,0.5071439714105077
FDIDSGMOIndex,2981.0,0.1968290480573014,0.1576334292502506,-0.40063532819709574,0.10022829761439772,0.2591312866864762,0.3,0.5049043845085697
APPLE_close120,2981.0,0.08303893320285684,0.19056770013079544,-0.6880728673884762,-0.0028629747482407097,0.10305342945449691,0.20098271917848498,0.5043165994478382
MXEF0MTIndex120,2981.0,0.002441645443164018,0.2046171960942759,-1.2171098727853744,-0.08903504499482029,0.03286993673044414,0.1220598695471411,0.5007008914537261
MSRUMATIndex120,2981.0,0.007109480317819698,0.19166632775977172,-1.1074683465426158,-0.06425193354208414,0.04650247331404245,0.11269320848777387,0.4996636555375389
KOEXTOTIndex260,2981.0,0.040004249260541344,0.1452635663698645,-0.6167882376709386,-0.03262190854654712,0.038337722757527004,0.13181334991955573,0.4920696014902113
KOEXTOTIndex120,2981.0,0.040004249260541344,0.1452635663698645,-0.6167882376709386,-0.03262190854654712,0.038337722757527004,0.13181334991955573,0.4920696014902113
LMAHDS03Comdty260,2981.0,-0.010230100153981203,0.21281714824870543,-0.8925249134692752,-0.11319668081865863,0.021655130017972368,0.12263059184228808,0.49139909228393375
MSERIndex260,2981.0,0.003955557973536588,0.17280704798872945,-0.6700716670153071,-0.06005880070352365,0.043370732211183594,0.1224133040405464,0.49056457910192464
MSRUITIndex260,2981.0,0.016926354057580324,0.20523459992275853,-0.8003370548678901,-0.05733276206530746,0.0448843462373536,0.15282191501664766,0.47345124070266786
Intel_close260,2981.0,0.05349270521482757,0.1909948928213829,-0.625053185538011,-0.052464977787108236,0.07023758978451067,0.18645033574401904,0.4711299668906235
MediaTek_close260,2981.0,0.006340819528790453,0.1874414587712151,-0.7333642405243115,0.0,0.0,0.08626034428440654,0.45727897118075056
MXEF0ITIndex120,2981.0,0.025498445727219616,0.15544547712189272,-0.7432279100642605,-0.04596894537458862,0.04175560572764336,0.12330083037845707,0.4557567559186415
NAPMPMIIndex260,2981.0,0.0051000089300729514,0.11945429776829032,-0.348079133415351,-0.05560137108567886,-5.924878593077665e-05,0.051932077735279414,0.4506122913333037
NAPMPMIIndex120,2981.0,0.0051000089300729514,0.11945429776829032,-0.348079133415351,-0.05560137108567886,-5.924878593077665e-05,0.051932077735279414,0.4506122913333037
SKLIOTARIndex260,2981.0,0.007508718376185762,0.14068588665604814,-0.4530217498535851,-0.060515911984889925,0.0068003478817635354,0.07485316730906,0.4460445700404061
SKLIOTARIndex120,2981.0,0.007508718376185762,0.14068588665604814,-0.4530217498535851,-0.060515911984889925,0.0068003478817635354,0.07485316730906,0.4460445700404061
LamResearch_close120,2981.0,0.03717955603076921,0.1764720294226469,-0.7482183171840884,-0.05600567596014017,0.059214109049528396,0.16316799278278493,0.4455851018975898
UMC_close120,2981.0,-0.009149069014423304,0.12774727821037615,-0.49327270734464435,-0.07674998161656066,-0.002547772078798527,0.07095173597228444,0.4383669962740052
XAUCurncy260,2981.0,0.04475163760349691,0.13614756895093502,-0.3834691262408887,-0.05173243660349236,0.04448409454962565,0.14904436166223078,0.4348389003512354
KOBSNMCIndex260,2981.0,-0.006402511092052355,0.1281636354803596,-0.45238547451673305,-0.06951424731016242,0.0004954719629886029,0.05840786483866811,0.43269517403168134
KOBSNMCIndex120,2981.0,-0.006402511092052355,0.1281636354803596,-0.45238547451673305,-0.06951424731016242,0.0004954719629886029,0.05840786483866811,0.43269517403168134
ShinEtsuChemical_close260,2981.0,0.04908798422286567,0.13617066329444052,-0.3575964018472355,-0.016146366923641686,0.024488848498618765,0.13858616328614648,0.42979972851939907
TokyoElectron_close120,2981.0,-0.008398969692172738,0.12050164516089976,-0.5058408446820755,-0.07105721198823023,-0.0068213088507382835,0.05580706228294918,0.4297997285193986
KOHHDYIndex260,2981.0,-0.016942860097315975,0.21742666982340314,-0.6123048958281827,-0.15362129718652318,0.018299557406259215,0.09525128608723676,0.4269512584752728
KOHHDYIndex120,2981.0,-0.016942860097315975,0.21742666982340314,-0.6123048958281827,-0.15362129718652318,0.018299557406259215,0.09525128608723676,0.4269512584752728
HPE_close120,2981.0,-0.0010175930120458617,0.10755833948098999,-0.5562976596318214,0.0,0.0,0.0,0.4242330949500235
PCECYOYIndex260,2981.0,-0.005789953722533301,0.17364965279206254,-0.48113342009128646,-0.11305668573028549,-0.0008499895890456965,0.10924844507542186,0.4177166065744854
PCECYOYIndex120,2981.0,-0.005789953722533301,0.17364965279206254,-0.48113342009128646,-0.11305668573028549,-0.0008499895890456965,0.10924844507542186,0.4177166065744854
AppliedMaterials_close120,2981.0,0.02541006746737737,0.17140782341381253,-0.8852130288285784,-0.06424961704250043,0.05940531223789236,0.14508717367391144,0.41755715387319325
IXKIndex120,2981.0,0.04505783561925153,0.11975349880464005,-0.5911443562751346,0.006197118962969483,0.05952291448582958,0.11435146171401289,0.41607572418772154
TokyoElectron_close260,2981.0,-0.019562943605699604,0.16482018765874337,-0.7257960283076468,-0.1118128686698796,-0.00668005156037399,0.10144497436662103,0.41032134768384143
MXWO0MTIndex120,2981.0,0.0081823758284256,0.1599095914755583,-0.9661307923918496,-0.0542012066660682,0.03779798818142854,0.09438763905467162,0.40718897848180013
USGG10YRIndex260,2981.0,-0.02477211978283303,0.17430903797453717,-0.4964624802532476,-0.14101762822665798,-0.03366434272077479,0.10356154436926035,0.4062763731465745
USGG10YRIndex120,2981.0,-0.02477211978283303,0.17430903797453717,-0.4964624802532476,-0.14101762822665798,-0.03366434272077479,0.10356154436926035,0.4062763731465745
FDTRIndex260,2981.0,-0.04429561093808454,0.27865549445355303,-0.9555210869042419,0.0,0.0,3.68993724464417e-12,0.4054859991601703
Microsoft_close120,2981.0,0.03968752578291576,0.12360994604565938,-0.4097750557523723,-0.038848022458997544,0.05907757920849166,0.12328167485429997,0.40546510810816416
USUDMAERIndex260,2981.0,-0.0021488865994673404,0.11964605907307603,-0.13048840419716035,-0.07705167552688152,-0.03729703246381222,0.009287721751905398,0.40457766988492194
USUDMAERIndex120,2981.0,-0.0021488865994673404,0.11964605907307603,-0.13048840419716035,-0.07705167552688152,-0.03729703246381222,0.009287721751905398,0.40457766988492194
USHETOT%Index120,2981.0,-0.00476357120059416,0.11521248263084848,-0.3479338541569973,-0.07835265888537957,-0.008352444437105033,0.06477862264516507,0.39850639508787006
USHETOT%Index260,2981.0,-0.00476357120059416,0.11521248263084848,-0.3479338541569973,-0.07835265888537957,-0.008352444437105033,0.06477862264516507,0.39850639508787006
USURTOTIndex120,2981.0,-0.007018086336440113,0.12108360874229586,-0.14849156342141834,-0.0779702969588949,-0.047072441399455434,0.007907388449188923,0.3913286256280428
USURTOTIndex260,2981.0,-0.007018086336440113,0.12108360874229586,-0.14849156342141834,-0.0779702969588949,-0.047072441399455434,0.007907388449188923,0.3913286256280428
SKLICONEIndex120,2981.0,0.0004763006623383654,0.10447824313576817,-0.28964868674828814,-0.04531197301550982,-0.013567378089534898,0.0409788750090323,0.3866587462709594
SKLICONEIndex260,2981.0,0.0004763006623383654,0.10447824313576817,-0.28964868674828814,-0.04531197301550982,-0.013567378089534898,0.0409788750090323,0.3866587462709594
KOHHLYIndex260,2981.0,-0.01746308577893883,0.19754457434681771,-0.5210192790275354,-0.14903347549541612,0.009405537353842863,0.10261263154838751,0.37800898722494347
KOHHLYIndex120,2981.0,-0.01746308577893883,0.19754457434681771,-0.5210192790275354,-0.14903347549541612,0.009405537353842863,0.10261263154838751,0.37800898722494347
NKYIndex120,2981.0,0.010655613192549384,0.12920413055599583,-0.6272620890903262,-0.056705281298592425,0.023605621559973144,0.09096306588812197,0.37781609843653463
XCIIndex120,2981.0,0.040553587657990046,0.11039089562351025,-0.5385689502195623,0.001729480032920172,0.05545918657574056,0.10498440883905769,0.37636383815131413
CINDIndex120,2981.0,0.033775870369764094,0.11938807458193039,-0.7118324030638705,-0.004952810075895542,0.05232490531724032,0.09929214756683447,0.37264267231512704
LEISTKPIndex120,2981.0,0.04412937051283614,0.14757358227261647,-0.562369784644777,0.0033079808406171196,0.08447302825136038,0.12397539335160612,0.3725481007395137
LEISTKPIndex260,2981.0,0.04412937051283614,0.14757358227261647,-0.562369784644777,0.0033079808406171196,0.08447302825136038,0.12397539335160612,0.3725481007395137
NMDPIndex120,2981.0,0.03755873205148924,0.13405276403595745,-0.5769998302412542,-0.004927759227443929,0.05951779503684129,0.11892406538288114,0.3712082762285345
MSRUITIndex120,2981.0,0.00930218388685767,0.13486884699118643,-0.71368940505524,-0.04442799955877241,0.03192740232111291,0.09634879422869247,0.36917716349747254
SKLISPRCIndex260,2981.0,0.03490330253862014,0.14479609675697894,-0.45374002025840543,-0.014823508726124146,0.02333984308933701,0.11391785269042742,0.3663199132861008
SKLISPRCIndex120,2981.0,0.03490330253862014,0.14479609675697894,-0.45374002025840543,-0.014823508726124146,0.02333984308933701,0.11391785269042742,0.3663199132861008
CCMPIndex120,2981.0,0.03587667824835779,0.10611801841503604,-0.5690807796638246,0.003701543287339071,0.05513380428994097,0.09487217923453528,0.36624024536483724
KOIMPTIIndex260,2981.0,0.012378214741213799,0.10015998268731512,-0.18066837380612455,-0.05371804881211251,0.003948659433442359,0.0615383824299256,0.36481025360417263
KOIMPTIIndex120,2981.0,0.012378214741213799,0.10015998268731512,-0.18066837380612455,-0.05371804881211251,0.003948659433442359,0.0615383824299256,0.36481025360417263
KOMSLYIndex120,2981.0,-0.013609824092808333,0.15658611065149633,-0.377546495617358,-0.12343338543958726,-0.006321025542316949,0.09903820186994539,0.36436946844492146
KOMSLYIndex260,2981.0,-0.013609824092808333,0.15658611065149633,-0.377546495617358,-0.12343338543958726,-0.006321025542316949,0.09903820186994539,0.36436946844492146
QCOM_close120,2981.0,0.01465816169239545,0.14201515185399416,-0.5987374960888707,-0.07676888912860935,0.017006416577377337,0.10970224128800954,0.36126011114650725
MXWO0ITIndex120,2981.0,0.03314956375060391,0.10993044997503973,-0.5852315468322469,0.0015254475292021397,0.05076060815673067,0.0936190447373928,0.35772446797245516
Google_close120,2981.0,0.0497501766068384,0.15820777641182907,-0.6501588595215226,-0.02621460474150883,0.06417631926118528,0.15612336144619476,0.3567246403763358
MXUS0ITIndex120,2981.0,0.03921146618150815,0.10929267324459119,-0.5689113313764929,0.0038708164939205147,0.05460042535464904,0.10035960135288491,0.3559420835787943
CONSSENTIndex260,2981.0,0.00738899334492757,0.11419707616431161,-0.3832521215207567,-0.04045753122970286,0.022006201134644243,0.07472409545163838,0.34415147327905693
CONSSENTIndex120,2981.0,0.00738899334492757,0.11419707616431161,-0.3832521215207567,-0.04045753122970286,0.022006201134644243,0.07472409545163838,0.34415147327905693
SOXIndex120,2981.0,0.03149202773030437,0.1472836516291423,-0.7125150455288294,-0.022184251472460836,0.0608957990227168,0.12265063955260036,0.33961611826689175
Philadelphia_close120,2981.0,0.03149202851852161,0.14728365324361214,-0.7125150455288294,-0.022184251472460836,0.0608957990227168,0.12265063955260036,0.33961611826689175
MediaTek_close120,2981.0,0.00032624534218641,0.11958197755251357,-0.5919681448933902,0.0,0.0,0.03195159980660289,0.3390980182629546
LMAHDS03Comdty120,2981.0,-0.005419297840308682,0.13813188332249515,-0.6711235900904091,-0.07455839494453986,0.013100040300265015,0.07501555049464592,0.33869585623516674
Dell_close260,2981.0,0.0034908873264308513,0.08912100133742643,-0.39722330321306076,0.0,0.0,0.0,0.3379822576044669
KOIMTOTIndex260,2981.0,0.033500489918073084,0.16862182633035974,-0.5477494991766694,-0.03213080425345183,0.052166677508107995,0.147674991845129,0.3375018106117995
KOIMTOTIndex120,2981.0,0.033500489918073084,0.16862182633035974,-0.5477494991766694,-0.03213080425345183,0.052166677508107995,0.147674991845129,0.3375018106117995
TSMC_close260,2981.0,0.06878690549276306,0.1207034189637703,-0.3847080629574582,-0.003223209881568545,0.09052205702527427,0.15185145881857487,0.3346943409338283
SAARTOTLIndex260,2981.0,0.0005435189413835232,0.11127490822758908,-0.4285041442398092,-0.02959292338530739,0.01719614867233954,0.06094000291106472,0.3291879429521605
SAARTOTLIndex120,2981.0,0.0005435189413835232,0.11127490822758908,-0.4285041442398092,-0.02959292338530739,0.01719614867233954,0.06094000291106472,0.3291879429521605
CPMINDXIndex260,2981.0,-0.0023283395813092278,0.07396957134713975,-0.3871811071285105,-0.02115914381562467,-0.0009750751157615589,0.01923509205515872,0.32295447839686053
CPMINDXIndex120,2981.0,-0.0023283395813092278,0.07396957134713975,-0.3871811071285105,-0.02115914381562467,-0.0009750751157615589,0.01923509205515872,0.32295447839686053
Intel_close120,2981.0,0.026134045606091703,0.1384045007495343,-0.5659663824447905,-0.05014343214686434,0.04087107307048443,0.11814155956608552,0.3225997614418086
KOSPIIndex120,2981.0,0.015939913940195262,0.10593883602370191,-0.6036863139632072,-0.02868429344500889,0.024566999512742882,0.07107239559416278,0.32145584112473014
Dell_close120,2981.0,0.00480439333551964,0.084735879912414,-0.4457306899582054,0.0,0.0,0.0,0.31926364450207956
XAUCurncy120,2981.0,0.018698889788379826,0.09252773374943078,-0.3161887967425212,-0.04250145857211329,0.019297375532025818,0.07615812542116718,0.3190991249727082
GVSK10YRIndex260,2981.0,-0.033816122499437454,0.1276014788547402,-0.3413133958493778,-0.136483113089368,-0.044453269025373165,0.06601604598442035,0.3102099096102091
GVSK10YRIndex120,2981.0,-0.033816122499437454,0.1276014788547402,-0.3413133958493778,-0.136483113089368,-0.044453269025373165,0.06601604598442035,0.3102099096102091
USHEYOYIndex260,2981.0,-0.013430269152503315,0.1196700959891127,-0.32636434633127986,-0.08943445102448333,-0.025430609230864043,0.07092201996916825,0.3088785571257341
USHEYOYIndex120,2981.0,-0.013430269152503315,0.1196700959891127,-0.32636434633127986,-0.08943445102448333,-0.025430609230864043,0.07092201996916825,0.3088785571257341
GDDBSOKOIndex260,2981.0,0.02616341384109618,0.10573294151178003,-0.13334020023694793,-0.05370099081157509,0.003336125120124933,0.08302437226391035,0.30856687708580566
GDDBSOKOIndex120,2981.0,0.02616341384109618,0.10573294151178003,-0.13334020023694793,-0.05370099081157509,0.003336125120124933,0.08302437226391035,0.30856687708580566
CPUPXCHGIndex,2981.0,0.15552795065523264,0.06865181689895335,-0.10242086806920557,0.1025670244014898,0.16794840789507406,0.20499816240625215,0.30754307515222035
SPXIndex120,2981.0,0.02211987372179164,0.09399509902522538,-0.5324550575691838,-0.006928841291728993,0.03923541617070825,0.07329871543721911,0.30619136318691886
KOIPMSIndex120,2981.0,0.02359224117898505,0.06614617990550112,-0.2820235609539177,-6.8433354893926435e-06,0.01802948885756539,0.04669049262961611,0.3024587426011136
KOIPMSIndex260,2981.0,0.02359224117898505,0.06614617990550112,-0.2820235609539177,-6.8433354893926435e-06,0.01802948885756539,0.04669049262961611,0.3024587426011136
ShinEtsuChemical_close120,2981.0,0.02091595558146657,0.0916166892116032,-0.23638877806423064,-0.028059472050192547,0.001030492660079041,0.07898257437048839,0.2976324033049491
EOKOS002Index260,2981.0,0.05944871550377159,0.1449905230536213,-0.30817974801283876,-0.044020639707675446,0.052100062872099784,0.198273068658664,0.2967512420430336
EOKOS002Index120,2981.0,0.05944871550377159,0.1449905230536213,-0.30817974801283876,-0.044020639707675446,0.052100062872099784,0.198273068658664,0.2967512420430336
KOIPISAIndex260,2981.0,0.02357223416138224,0.06349745083450233,-0.2681840396046713,-0.00010865417627048402,0.017908735286789046,0.0460298447766867,0.29537517856083095
KOIPISAIndex120,2981.0,0.02357223416138224,0.06349745083450233,-0.2681840396046713,-0.00010865417627048402,0.017908735286789046,0.0460298447766867,0.29537517856083095
SAARDTOTIndex260,2981.0,0.0002061652463765037,0.11450823233827258,-0.44541447496835773,-0.033854726634867216,0.01759995000721659,0.06388862896360425,0.29508723281883675
SAARDTOTIndex120,2981.0,0.0002061652463765037,0.11450823233827258,-0.44541447496835773,-0.033854726634867216,0.01759995000721659,0.06388862896360425,0.29508723281883675
KORP7DIndex260,2981.0,-0.041950283207957115,0.18580566881407154,-0.7355445738776698,-0.10536051565782634,0.0,0.08004270767353638,0.29401481103768545
KORP7DIndex120,2981.0,-0.041950283207957115,0.18580566881407154,-0.7355445738776698,-0.10536051565782634,0.0,0.08004270767353638,0.29401481103768545
FDTRIndex120,2981.0,-0.019416796523199213,0.16039944284302418,-0.8754687373771455,0.0,0.0,1.1102230246251565e-16,0.2877029635037868
KOFETOTIndex260,2981.0,0.0346958165433765,0.08132137456267868,-0.2768147104357519,0.012549067867508867,0.03669700285452393,0.06593038270798601,0.2873501478538971
KOFETOTIndex120,2981.0,0.0346958165433765,0.08132137456267868,-0.2768147104357519,0.012549067867508867,0.03669700285452393,0.06593038270798601,0.2873501478538971
TSMC_close120,2981.0,0.03208241137412587,0.08893531310255026,-0.3764051780731419,-0.01573332106993197,0.04384902385864575,0.09164744712691397,0.2814128674363966
LEIBPIndex260,2981.0,-0.025554718983538824,0.19817300190700035,-0.795776411809257,-0.1336703332434226,0.026324026862999617,0.10653747632360133,0.2809588181610225
LEIBPIndex120,2981.0,-0.025554718983538824,0.19817300190700035,-0.795776411809257,-0.1336703332434226,0.026324026862999617,0.10653747632360133,0.2809588181610225
KOEXPTIIndex260,2981.0,-0.0011442236068588743,0.06683054937356707,-0.13331902733107448,-0.037677206118869044,-0.016055004360714165,0.017511966980753968,0.2804322114710889
KOEXPTIIndex120,2981.0,-0.0011442236068588743,0.06683054937356707,-0.13331902733107448,-0.037677206118869044,-0.016055004360714165,0.017511966980753968,0.2804322114710889
KOULMGFIndex260,2981.0,0.004721768584399081,0.1243002806634576,-0.4457094931112753,-0.05295208127245399,0.0,0.07718124631655243,0.27852317259471526
KOULMGFIndex120,2981.0,0.004721768584399081,0.1243002806634576,-0.4457094931112753,-0.05295208127245399,0.0,0.07718124631655243,0.27852317259471526
MSERIndex120,2981.0,0.0023021912228119406,0.10974508223714435,-0.4551517153321045,-0.04842972551931979,0.019479197057202136,0.07270404960682963,0.2774468754143653
KOELTOTIndex120,2981.0,0.04937383714168516,0.10351594987135355,-0.19004006871873802,-0.009890791783444541,0.034066755250674596,0.09343865083321212,0.27722942095040803
KOELTOTIndex260,2981.0,0.04937383714168516,0.10351594987135355,-0.19004006871873802,-0.009890791783444541,0.034066755250674596,0.09343865083321212,0.27722942095040803
NAPMNMIIndex120,2981.0,0.001738377786514774,0.07526280220034258,-0.27941029577116705,-0.03496556743088508,0.0054464854868294665,0.03587718783096783,0.25272743516230367
NAPMNMIIndex260,2981.0,0.001738377786514774,0.07526280220034258,-0.27941029577116705,-0.03496556743088508,0.0054464854868294665,0.03587718783096783,0.25272743516230367
SKLIIPALIndex260,2981.0,0.022670373208276678,0.05943002597639043,-0.2227254364277016,0.001877699374171371,0.015217987964893709,0.04485680026348238,0.24098921733974077
SKLIIPALIndex120,2981.0,0.022670373208276678,0.05943002597639043,-0.2227254364277016,0.001877699374171371,0.015217987964893709,0.04485680026348238,0.24098921733974077
KWCDCCurncy120,2981.0,-0.042577718627715457,0.17884707801693805,-0.743193363316039,-0.09569050120319977,-0.010899290458035615,0.07284396738904908,0.24095499604381154
KWCDCCurncy260,2981.0,-0.042577718627715457,0.17884707801693805,-0.743193363316039,-0.09569050120319977,-0.010899290458035615,0.07284396738904908,0.24095499604381154
CPUPXCHGIndex260,2981.0,-0.001352596749592507,0.07975041971049215,-0.2439465926752577,-0.052017306966940874,-0.00022171876316820494,0.05171098907358959,0.2393234945020369
CPUPXCHGIndex120,2981.0,-0.001352596749592507,0.07975041971049215,-0.2439465926752577,-0.052017306966940874,-0.00022171876316820494,0.05171098907358959,0.2393234945020369
KORSTIndex260,2981.0,0.045659086986988014,0.06762226604409202,-0.12580802369953226,-0.0048192930549308954,0.04859383512281035,0.094879216198132,0.2386985065923355
KORSTIndex120,2981.0,0.045659086986988014,0.06762226604409202,-0.12580802369953226,-0.0048192930549308954,0.04859383512281035,0.094879216198132,0.2386985065923355
KRBO3MIndex260,2981.0,-0.04254838615450243,0.17945543318601892,-0.7390004850560676,-0.10366004154467823,-0.011527505171067487,0.07007101548433714,0.23349677537893831
KRBO3MIndex120,2981.0,-0.04254838615450243,0.17945543318601892,-0.7390004850560676,-0.10366004154467823,-0.011527505171067487,0.07007101548433714,0.23349677537893831
JOLTOPENIndex120,2981.0,0.015055200016451787,0.09459781604218623,-0.3157814210970816,-0.01533639277742549,0.03163265875408916,0.07297503954717,0.22831397060104708
