,count,mean,std,min,25%,50%,75%,max
KOHOINCIndex,2981.0,3942258.561459779,497073.1009442061,2987645.979217993,3465890.9065097976,4064851.723238039,4377673.239369242,4857007.439350293
KOHHDIndex,2981.0,969022.8772842451,258834.13566608969,573799.0239706917,744398.3734536658,932436.4973993842,1147246.884388069,1506842.473990974
MTSLRL$Index,2981.0,1313234.699061856,95177.9227465805,1125033.4133284295,1242325.3502541457,1308689.545719548,1391506.2773325467,1489917.867370491
KOHHLIndex,2981.0,916078.7298796129,244287.40503473338,544936.496570275,707973.8134601815,878615.4963076997,1085926.8131383264,1421449.5193152837
KOVMTOTSIndex,2981.0,351783.99937223323,50933.24716363267,191029.41283842153,316564.4896615952,358710.0291339032,388936.1637518364,472329.4698083591
KOVMPRODIndex,2981.0,352649.6593340068,54444.05807726742,177661.64822429142,316440.9483259449,362143.83530476136,394424.0,447864.9272448504
KOGFTRIndex,2981.0,171959.17109941857,88855.28119758307,4423.39934916984,105532.02526547501,170090.705032674,232170.54463520952,435180.1286505322
KOGFTEXPIndex,2981.0,167453.6058672814,84735.82612017173,-999.9954517769884,104731.81837767504,168539.07194086965,226968.2680834089,409264.78661130834
KOVMEXPSIndex,2981.0,232903.2735270897,41179.014320941635,115616.25584925892,203876.99869352777,238561.52789565615,262680.9211816118,313550.39530774584
KOVMDOMSIndex,2981.0,119009.1303539299,17591.13665915766,73188.04600919744,106510.30984963708,120354.8742164864,130984.42049550507,176926.1836312486
KOUHTTLIndex,2981.0,79652.53476283977,35083.60121000061,27474.96917993273,57650.549057066055,68356.84679254712,99923.69766142177,166199.74608457767
USEMTOTIndex,2981.0,145637.70960911902,4903.393629019023,138003.17540445982,141763.7505898423,145562.0099702469,148870.14339272582,155963.50978174226
LEINWCNIndex,2981.0,131925.48103810812,10123.610669209107,109097.51596406527,126389.4103511711,132852.99640282342,135225.34393854107,154365.20818089118
NFPTIndex,2981.0,137890.80684146585,5499.161035350122,129714.89082143702,133412.1888034373,137517.76229296657,142088.30466868408,149472.8293011115
KOEXTOTIndex,2981.0,41290.98749242709,7330.58458626849,21117.88789518015,35845.83222257213,43380.10842208662,47011.11025417774,55156.82679686534
SKLIIMPTIndex,2981.0,38814.29560195602,5478.192113147895,29596.963182730466,33871.27091855743,38177.252999489894,43733.21021350789,49081.90487315188
KOIMTOTIndex,2981.0,37419.85357679491,6344.528415572131,22543.281110667933,33322.311421755374,38302.87593412729,43087.54678397136,46419.54223057456
LEIMNOIndex,2981.0,39132.55809502355,3490.820938945894,30021.0,37008.41253480075,39246.709884364274,41604.72124396922,45645.96293728199
KOGFBALIndex,2981.0,4505.542537422729,14670.547525324897,-28624.54425417141,-7307.1594083218515,4455.279402627712,15104.989521697593,44368.3989386202
KORSTIndex,2981.0,28176.194709474432,6395.706823134924,16415.86412705476,21145.730205852116,28841.525224419995,33460.110308929194,39912.823622411684
KOBONTLIndex,2981.0,20043.769843933773,3454.5282388369365,10560.05899124426,17734.197968125845,20015.693372245645,22693.04665145363,27684.411487237197
SKLINEIndex,2981.0,25001.995512943737,1192.6221386045895,23167.624990492295,23765.3528145718,24975.57634207336,26127.707447903875,26864.05096584326
SKLIEMPPIndex,2981.0,23489.046065075778,1347.7761712121905,21399.51412153932,22097.29266290279,23462.40832022136,24797.171596255816,25513.680822266153
GDPCUR$Index,2981.0,16519.84222185645,1926.017089635347,13798.783535359778,14689.781232529742,16195.674097674402,18300.20593466823,20690.61586502233
KOBPTBIndex,2981.0,5646.440471188365,3641.0868044395866,-2283.1980740777117,2825.92218328381,5565.080205282191,8617.209080225088,14524.13772007098
SKLICONTIndex,2981.0,9054.271765562693,2213.4808641468935,5236.503008009986,7301.089587923584,8810.634320899106,10844.294664465951,14321.234837333526
PIDSPINXIndex,2981.0,11782.574763553508,936.1114165286355,10414.263010615261,11108.601363807351,11543.5311429869,12694.122394184298,13808.400973109377
KOTRBALIndex,2981.0,3871.1330182639767,3168.2019386125116,-4046.1363287596687,1861.1215827278363,3732.361355071465,6114.859718852108,13427.20227678549
OEKRN022Index,2981.0,3926.867013023762,4069.717551707874,-9414.814415685554,1960.730412579208,3632.6134452371557,6009.251545903104,13180.733753315257
KOBPFINIndex,2981.0,4356.091144792763,3810.807321621661,-4126.223392542932,1446.0446102970084,4226.708853653924,7620.223504082368,12953.847253776476
KOBPCBIndex,2981.0,4344.053010165435,3732.530372244914,-4022.9518926028327,1903.818398823153,4299.550997532221,7300.346581721218,12666.432330904425
KOFDITIndex,2981.0,4098.959635988769,1685.868837666001,1334.5031331644263,2817.338730680759,3993.996859521596,4962.0343839314655,10826.710294207815
SKLICNSTIndex,2981.0,8079.104068770028,934.3056254464187,6695.995583165723,7416.692897095016,7848.793737327063,8506.396871661844,10280.270398448738
SKLILAIIndex,2981.0,4532.009871540151,1169.4369411532339,2742.6886268013627,3457.548123558603,4410.279934136404,5598.989354274243,6992.022751798872
INJCSPIndex,2981.0,3112.85854412273,1137.1752233119444,1700.4058437035897,2248.1804462185637,2830.495231642592,3704.0,6635.0
KODIBALIndex,2981.0,1362.574609991366,1226.7532516590322,-1462.296635332264,481.6922636318272,1206.5288482129056,1982.4585014180125,6357.069782378867
LEISTKPIndex,2981.0,1646.0277314153736,509.9643144554087,754.8958674626396,1278.9131539270334,1476.2247699176053,2063.9722313541556,2860.51164026785
SKLISPRCIndex,2981.0,1874.1093110684455,304.40421214143447,1111.6164197537692,1693.8761792679563,1942.5729519427668,2014.7986462320193,2509.286529071856
EUR_KRW_close,2981.0,1427.422599798725,168.31130261204567,1160.03,1288.09,1406.1,1529.2,1976.35
LEIBPIndex,2981.0,1006.9849909885188,309.07339766634124,508.91399052795066,687.0,1038.3368490316595,1251.9233019219416,1744.1588075024463
USD_KRW_close,2981.0,1110.3723381415634,101.6614101031563,900.8,1065.7,1117.65,1154.0,1570.65
USEMNCHGIndex,2981.0,77.91887867377946,330.90767088892585,-1233.5902723885458,-102.09699245767568,111.49480476688433,302.27825223728803,1017.0933856486732
INJCJCIndex,2981.0,354.35411899331933,99.6948010367705,209.218012598875,275.26139995440815,335.0,408.5455400631142,666.054290405321
LEIWKIJIndex,2981.0,354.96339193282364,99.00752265470705,213.28416773390188,274.2695359306142,333.6427841648149,411.5848707263375,663.4854109025241
ISECloudComputingIndex_close,2981.0,242.97400855395313,139.24848484335496,46.71,101.34,219.79,324.41,623.2824924469535
KOBLTHMLIndex,2981.0,414.7637204593032,70.63225005943886,371.01200326161256,371.5,371.5,448.67735905375093,591.175340098298
NFPTCHIndex,2981.0,87.19076189771914,243.2278209231829,-807.3878422596429,53.31772372975801,169.95452739920412,229.8655989605085,549.5477742121433
KOELTOTIndex,2981.0,376.70401335147886,54.59511172719341,206.5785079092939,351.1902949803291,396.862683778636,414.7869366509552,452.7035385129715
KOFETOTIndex,2981.0,314.6223663745133,56.469674281740716,200.11294021774026,262.1537476022147,316.45698077108483,368.1080187698282,402.4446116213866
NFPPCHIndex,2981.0,83.74792848417228,237.81137829039005,-868.01236292878,60.05824951617916,167.0,219.38053599522257,362.78006697618974
KOSPI200_close,2981.0,244.21161355249913,39.827145714340105,123.27,224.41,248.7,262.97,338.83
ADPCHNGIndex,2981.0,84.04025892510671,218.22053784875155,-711.1499499483672,71.83945727186796,171.95594009648812,215.33832263754937,299.02906758161487
CHALYOY%Index,2981.0,5.601672102060036,54.21766082431273,-78.19532616774458,-24.6,-3.8595537812044065,21.669028274347333,278.74576513446476
FRNTTNETIndex,2981.0,27.29760674785357,79.38636992611336,-199.79800231949224,-19.506753389071275,35.4431692926121,79.28546722083398,273.3589866633505
USTBIMPIndex,2981.0,218.05092322667414,24.87033570012248,151.58768893500445,200.54033702227417,226.65140869896885,232.67890659447207,262.7169998492626
USTBEXPIndex,2981.0,172.60921868825503,25.40451469504383,120.21946959955017,150.28033728888346,182.8962283676328,191.61982999582742,213.45124976433667
KOHEUINYIndex120,2981.0,-0.1880476095802409,46.37054554357339,-194.3420861243893,-0.35817817011427455,-0.029284707498343554,0.29950565599803913,194.09582056002046
KOHEUINYIndex260,2981.0,-0.1880476095802409,46.37054554357339,-194.3420861243893,-0.35817817011427455,-0.029284707498343554,0.29950565599803913,194.09582056002046
RGCDCIPIIndex,2981.0,35.39494882405044,84.92142463013566,-260.7518865499699,3.64877212154296,45.59088198390515,87.87437827396796,178.6666859031958
FRNTTOTLIndex,2981.0,38.30864189671873,44.20150533128785,-72.882,8.504908252919662,37.091792344853644,67.73190230528124,159.7174507267672
KOIVCONYIndex,2981.0,10.731684153802497,34.44060083573204,-62.05761991048307,-14.937103252866539,6.062607971645099,30.17891613658454,150.87815426609995
KOULMGFIndex,2981.0,108.16281242485043,13.084669284244072,89.50625484625952,99.8,103.02076418554496,115.22772409201123,147.08924043721942
CONCCONFIndex,2981.0,81.8479656003185,26.17139363140498,23.50365064268883,60.30015456731351,81.46792587387208,102.4930452751205,134.82065502660052
SKLINBARIndex,2981.0,101.28883567554807,9.445968984578792,86.77609610716897,91.5319578481422,102.5,105.95287394274894,124.0
KOECPRCYIndex120,2981.0,-0.12990428471479362,26.73630436410922,-121.26983912988774,-0.30707762596818755,-0.032494703953870996,0.23918117006121697,121.12550546605121
KOECPRCYIndex260,2981.0,-0.12990428471479362,26.73630436410922,-121.26983912988774,-0.30707762596818755,-0.032494703953870996,0.23918117006121697,121.12550546605121
KOCCCSIIndex,2981.0,97.94464252695495,13.227212366184201,68.5,94.68094144241459,101.28946411696178,107.01771870725784,120.81170310349455
SKBSICIndex,2981.0,97.00644831934733,9.98955898014228,51.07645393485823,92.51056209864437,97.50211431850879,102.60007292561635,119.30129157468761
SKLIMORDIndex,2981.0,101.61256989964564,8.113758574749111,83.98631917424858,95.75515875787498,100.26430074526576,109.64700592251825,117.59635330465616
KOEXPTIIndex,2981.0,92.14704210542524,8.559721737087608,77.34989056060648,84.8341637493621,90.35256934859018,99.44,117.1059571399752
KOIMPTIIndex,2981.0,92.14513180821017,13.564392918002765,67.36548629405644,80.81993439887867,94.24160743188062,103.45140938869825,116.90562312453307
KOIPMCIndex,2981.0,101.79636385310468,9.513885887153869,80.60651050501767,92.81505038545639,104.44286350690435,109.69831678965285,114.07115739161218
SKLICONEIndex,2981.0,98.77343061470893,6.880534856694915,75.77816562445415,94.86119012815642,98.5364231705105,103.05850444445034,113.85477387211006
SKLILIIndex,2981.0,90.0599946701114,12.352125238494436,70.36234391466657,79.77801133422467,88.30964776141447,100.31259512106219,113.30043196379052
SKLILAPIndex,2981.0,85.9211779149631,15.370360750942254,62.89775773536209,71.94666878344876,87.22395279082372,100.18678690553236,113.10242434913849
SKBSICSAIndex,2981.0,97.0109889538905,9.009921504598125,54.37854397336215,93.95524810303266,96.36941441839947,102.14156730038255,112.78692818756356
KOLPIIndex,2981.0,101.95326086682566,5.89441767496397,85.50081319885273,97.01139596008731,103.6,106.3477194688415,111.64920131134402
SKLIWNRSIndex,2981.0,92.5590230081483,9.762019436804444,74.50438076132785,82.00853877178412,93.91753987395218,99.5,111.51229469254348
LEITOTLIndex,2981.0,92.96001046096515,8.982610339854062,74.43549774562422,86.67758251871959,93.5564220347132,100.23201202105601,110.92119006715195
SKLILCIndex,2981.0,91.0932354256944,10.804431070854736,73.2642448823479,80.76982812921827,90.52567633273163,100.15587658246574,110.80392251839514
AGWHTOTLIndex,2981.0,99.7381739175952,5.105921492711033,90.96650464116495,95.66945283850225,99.58763610371365,104.08980213609001,110.00314808574487
SKLICIIndex,2981.0,91.77666714296211,10.134505615464615,74.02426687585152,81.44287542785658,91.52785960871415,99.77305185260326,109.7069331853997
IPIndex,2981.0,100.7143185120359,5.074419182410239,87.03757268317031,97.6385350861266,102.1519377115042,104.48697280316384,109.54317175750619
OEKRKLARIndex,2981.0,91.75010606543596,10.531501230125318,73.7593462121112,84.49334626003827,90.61491264914028,100.87422970724342,109.1473120488631
KOIPISAIndex,2981.0,93.73425153889663,10.82828537003171,63.57991999159706,83.33974113476434,98.66740055671002,101.14763826095431,108.86686895447889
KOIPMSIndex,2981.0,93.61116301254765,10.967742795963856,62.739015049579876,83.33272378541692,98.50900276877219,101.38987910964117,108.48934255947746
KOPPIIndex,2981.0,99.63132556465705,5.733659055995214,86.49103847474316,96.61175408067095,100.80745635256119,104.5935822161258,108.02012737412412
SKLIIPALIndex,2981.0,93.38920673260553,10.805737891180973,66.31110207567959,83.02494648182605,98.80102204434363,101.12115362908388,107.93069462387518
OEUSKLARIndex,2981.0,94.58582934511249,6.184515611178892,84.48620591194917,89.6493028024054,92.8388907630542,99.4674175337642,107.79450942108392
SKLISVCIIndex,2981.0,92.50017221027343,8.697697658024156,73.7825869574716,85.09484836336392,92.56350570252978,99.41141474360302,107.40646671332698
CNCILIIndex,2981.0,101.82236450794942,2.3626222374899313,97.51897922208654,99.87925376063838,101.85752627772243,104.09370702693556,106.53745727304762
KOCLLNSIndex,2981.0,95.7149174419882,6.57329690022873,80.99495503997625,90.25274525455627,98.62963680681817,100.2857015311441,105.25847246096515
KOBSMCIndex,2981.0,81.4914823456351,10.915455575993139,43.0,74.45232928533997,81.26766477106153,89.47440904279392,104.98646957986786
KOCPIIndex,2981.0,94.56244594718369,7.031192947839539,80.24721850294245,88.7798460132912,96.71862871979067,100.07276561279346,104.88626621693824
SKLISHPPIndex,2981.0,96.20017070681536,6.82137600651356,75.68103097521808,91.05533142742946,99.20423010116141,100.59306101596208,104.78523804006029
SKCITTLIndex,2981.0,93.78212859686771,7.120942598438467,80.29494330439448,88.66082076391936,94.41049826624622,100.20906551394714,104.50096176560014
USDollarIndex_close,2981.0,85.0817193490503,8.037702758573056,71.33,79.49,82.35,93.51,103.3
KOHSTRIndex,2981.0,101.2494462508559,1.1274157881644034,99.16704431318456,100.6046205902285,101.12106868288882,102.17950750496928,103.3
CONSSENTIndex,2981.0,80.86301958643202,12.157496043213529,54.55126762919203,72.2,81.6449800223519,91.73539341273315,101.52264269302668
KOHPTTLIndex,2981.0,86.75965052478595,7.0582716326190145,70.16004777026231,80.73113182774736,88.19847619054418,92.90961780435735,98.22261774642139
USTW$Index,2981.0,80.29055380057451,7.655253181748574,68.02618100478394,73.9606,77.3588,88.2082,96.8665
KOBSNMCIndex,2981.0,77.2615067342323,7.989547014574443,53.91934427460461,71.60180773399858,77.57695841254568,83.4402737072724,93.04269962827685
NAPMPRICIndex,2981.0,58.55841308310682,14.20628328093074,17.1,49.919732621971484,58.56849219941241,68.08870371907832,92.02046590428479
KOFDITYIndex,2981.0,11.88158720680696,31.13523943958978,-41.16919518576752,-12.114921906090448,7.455595236724486,32.98594072184147,88.93698630136247
CNFRIMPYIndex,2981.0,10.73152679952993,19.803896374641734,-43.1,-3.069367870543622,11.905974458796209,23.89360373094578,86.6338799364215
G7BBKOREIndex260,2981.0,0.025349158194983047,18.58664251518846,-85.48784088239664,-0.06397700081524049,0.047781777657748936,0.1990214893603819,85.34691184399156
G7BBKOREIndex120,2981.0,0.025349158194983047,18.58664251518846,-85.48784088239664,-0.06397700081524049,0.047781777657748936,0.1990214893603819,85.34691184399156
EOKOS002Index,2981.0,44.30322705726346,22.601416524021644,19.79390244225742,26.934137707645807,31.339984767759642,72.76437621716242,83.80482926293931
CPTICHNGIndex,2981.0,76.39685197128918,3.2236575983223523,66.65948204253031,75.08147108207294,76.82041220567767,78.5063318076942,81.18366170283464
MAPMINDXIndex,2981.0,53.93574647380725,8.718995845770033,28.012601936314613,48.18965507113181,55.460399875323816,60.11096799669971,75.82030496295833
KOGNICNYIndex260,2981.0,-0.0014281906323693485,16.60777681320905,-74.2963321722245,-0.3990902829192817,0.03973376304377796,0.35642073306789346,74.84889657296291
KOGNICNYIndex120,2981.0,-0.0014281906323693485,16.60777681320905,-74.2963321722245,-0.3990902829192817,0.03973376304377796,0.35642073306789346,74.84889657296291
SKLIOTARIndex,2981.0,59.211700398978536,7.649840266991153,34.89447904945991,55.98842379990865,60.61087449873847,64.19989818750388,72.49282098772194
EMDINP1MIndex,2981.0,55.03200326135315,11.851894524855469,14.485156873064653,54.02534124207076,58.450022814283194,62.6035436956379,70.60299849391885
KOHCTTLIndex,2981.0,59.539086537670926,5.458758650520601,52.289721736602395,54.55802713516998,58.18237179118156,65.05907136461387,68.20978802998205
CHPMINDXIndex,2981.0,55.261511874253436,7.376491167615626,32.66777730197502,51.46496854447251,55.81648517338927,60.80081064512254,68.03448879702594
NAPMNEWOIndex,2981.0,55.215939840064166,6.747274200158836,25.853970338495998,51.9,55.75862495139092,59.648165116548064,67.35520047825742
CPMINORDIndex,2981.0,53.0651216910881,4.350859439889039,32.17831054695233,50.58500474045548,52.42058272312343,55.45646700364333,66.00571078396871
g128,2981.0,27.21033267460542,6.435191086137629,6.742844790918718,24.5,24.5,24.5,64.50039812365839
USERTOTIndex,2981.0,59.855061598742964,1.5749514363875596,58.185386377505466,58.594359949512146,59.31985283457853,60.346145539868026,63.4
CPMINEXOIndex,2981.0,50.40617936596464,4.142078220899419,28.2899095575185,48.81020788778571,50.299244990553284,52.05639089367356,63.181230432708574
CPIYOYIndex120,2981.0,-0.060280352749804436,12.31917896035095,-61.56953808938708,-0.3283633444129521,0.025843999447202837,0.37209512189025507,61.82027194213223
CPIYOYIndex260,2981.0,-0.060280352749804436,12.31917896035095,-61.56953808938708,-0.3283633444129521,0.025843999447202837,0.37209512189025507,61.82027194213223
KOEAEPRIndex,2981.0,59.931023088902435,1.1511409623665332,56.60607776190354,59.205447214131574,60.12554821616038,60.83945181619012,61.61877182827777
NAPMPMIIndex,2981.0,52.858151916079116,4.765046852619512,34.34161674893886,50.78916485632166,53.09595318371952,56.068008464059105,60.84181729999244
CPMINDXIndex,2981.0,51.68501535288926,2.633177463063618,38.687184827719506,50.24184379837539,51.27834504618843,53.20801451159767,59.88145812655671
NAPMNMIIndex,2981.0,53.889496905848546,3.956400461825585,37.50140445295538,52.842787510471204,54.598738766359084,56.40914576813759,59.86847117280319
COMFBTWRIndex,2981.0,41.72459793826833,10.354232582857572,8.495751020426447,38.22380282147753,44.56074949845518,48.36010709347261,57.08319944624075
MPMIUSSAIndex,2981.0,54.785300717571374,0.41884225097358746,52.798299475705704,54.8,54.8,54.8,56.92196675516682
MPMIUSCAIndex,2981.0,54.871137475956964,0.3633399015805424,52.98102579132962,54.9,54.9,54.9,56.657779321707544
MPMIUSMAIndex,2981.0,54.13634929734213,0.47935679855403607,51.98217754681048,54.1,54.1,54.1,56.64489976675769
MPMIJPMAIndex,2981.0,51.540506358130884,0.6458187861705231,51.3,51.3,51.3,51.3,54.80503608363757
KOECSPRQIndex260,2981.0,0.012162166779469696,10.350566576041986,-52.89835530553861,-0.36823235048346625,-0.028057835530635677,0.23161506643433766,53.54684938336002
KOECSPRQIndex120,2981.0,0.012162166779469696,10.350566576041986,-52.89835530553861,-0.36823235048346625,-0.028057835530635677,0.23161506643433766,53.54684938336002
MPMIJPCAIndex,2981.0,51.452427468859696,0.420018103340854,51.21636241769743,51.3,51.3,51.3,53.440957679946855
MPMIJPSAIndex,2981.0,50.7031239626837,0.5572634886907354,50.5,50.5,50.5,50.5,53.417585065638875
CNFREXPYIndex,2981.0,10.457879686508786,16.456892856233477,-28.084018879966493,-1.474239315117232,10.456491854722628,22.412831596830173,52.87899338697392
KOGDPYOYIndex260,2981.0,-0.09136391153864319,12.274953480478578,-52.177165107316135,-0.230729926081767,-0.06112213467626271,0.14737747120906564,51.89965714239648
KOGDPYOYIndex120,2981.0,-0.09136391153864319,12.274953480478578,-52.177165107316135,-0.230729926081767,-0.06112213467626271,0.14737747120906564,51.89965714239648
MPMIKRMAIndex,2981.0,48.21949212878867,0.6067704489717108,48.0,48.0,48.0,48.0,51.20357239298278
KORSTYIndex260,2981.0,-0.008700782301861054,8.37173765730961,-51.01725794845745,-0.6765461854485941,-0.1282023835299655,0.6159831193626792,51.07747920099255
KORSTYIndex120,2981.0,-0.008700782301861054,8.37173765730961,-51.01725794845745,-0.6765461854485941,-0.1282023835299655,0.6159831193626792,51.07747920099255
KOIMPTIYIndex,2981.0,2.478294403979802,13.746648410914727,-19.550493356596686,-7.481822813348497,0.2738626275549906,8.547483421671354,51.03187246176449
KOIMTOTYIndex,2981.0,6.760997701812784,19.387586268850065,-39.59694358569275,-5.421701323661636,7.544674105174598,21.59685533649762,48.90551495975833
KOECFCSYIndex120,2981.0,0.0038101694714062747,8.06113322782669,-46.49272725505561,-0.25851572246282073,-0.04875917766360449,0.15703444437055325,46.883890862279834
KOECFCSYIndex260,2981.0,0.0038101694714062747,8.06113322782669,-46.49272725505561,-0.25851572246282073,-0.04875917766360449,0.15703444437055325,46.883890862279834
GDDBSOKOIndex,2981.0,34.01142820416345,6.978231513560074,22.20082447341138,27.740909898622693,34.5081860523299,39.8,46.787247097124165
KOEXTOTYIndex,2981.0,6.7893914755881735,15.122886916928165,-34.50032178989279,-3.1029473847392905,5.895365684112566,17.843318568440907,45.654732593941354
KOBPCAIndex,2981.0,-3.688885368099634,12.715193064275182,-64.72030538753226,-7.666679815656771,-3.057936253841973,0.8976169875832659,43.31244109382678
KOIPMYIndex,2981.0,3.805393159394762,8.263735920493957,-27.394268722153498,-0.43293453602434456,2.95511305319699,7.022804180141326,43.119187928136874
KOECGCPYIndex,2981.0,3.8628678229638305,9.712275770779987,-26.252634846984943,0.8340279150978198,5.007798407086271,8.011182033402491,42.81955782116863
LEIAVGWIndex,2981.0,41.42402733278376,0.6529495310817008,39.3,41.161990757104014,41.624585415822736,41.8927302773167,42.40467958041817
GPDITOC%Index,2981.0,2.458798836693909,13.271186749222956,-40.55691514678913,-4.354619485626114,2.5542637952645606,8.954348021589027,42.4
USMMMNCHIndex,2981.0,-10.572799743490846,50.24491976669813,-289.7472183267333,-20.122642986319615,5.41617724607157,18.452638650780468,42.14646273643671
per,2981.0,-32.52595799378464,91.77313009908961,-378.81127730000003,-36.02229262,5.88,9.15,41.7
KOIPIYIndex,2981.0,3.755291772889846,7.905567993244695,-25.869126798404864,-0.3778657366826612,2.8866355086438578,6.892928083875327,40.83985706116982
KOIVCPEYIndex,2981.0,4.931812447531521,12.22980010355628,-28.87899082494623,-2.593283241022165,4.572959251591447,12.542164531736164,39.644169994980146
KOEXPTIYIndex,2981.0,0.03577076010212714,9.007763816502274,-16.721646905501622,-5.455063818514136,-2.0765748794446646,2.146368753288491,38.68724352516912
OUTFGAFIndex,2981.0,5.94409283494312,15.701049372988141,-43.842625877065416,-1.1026538719910097,6.881339815997884,16.295091216139678,38.610051858046084
DGNOYOYIndex,2981.0,2.0037107340345734,13.338425626463788,-40.714353467299716,-1.9355591565181725,2.7901829976552746,9.026023216346513,36.67034373379001
KOECFCOYIndex260,2981.0,-0.0424351044903538,6.63519637977685,-36.630629549143094,-0.26343062923480876,-0.025686885532879566,0.18460261889500496,36.425644133098444
KOECFCOYIndex120,2981.0,-0.0424351044903538,6.63519637977685,-36.630629549143094,-0.26343062923480876,-0.025686885532879566,0.18460261889500496,36.425644133098444
KOFETOT%Index,2981.0,5.58015336658929,9.773281496503676,-23.668950825678493,1.9124890535685388,5.19571710026214,9.83,35.72332655886512
KOPSIYIndex,2981.0,3.1468848666464924,6.995221203276825,-23.478692670916953,-0.46944520870322914,2.227086514756863,6.467366247612349,34.71919077129689
AWHTOTLIndex,2981.0,34.34334040232286,0.19844011100927478,33.700392894485105,34.30302645074884,34.39927833076179,34.48530192580969,34.612161581089715
USWHTOTIndex,2981.0,33.60722463743866,0.20056667633911512,32.97884511022682,33.56027890617045,33.661692967461136,33.7201878308781,33.904701592358506
KOGDPQOQIndex260,2981.0,0.0005003757885790544,5.90966477667557,-32.695803980446804,-0.2277981793499797,-0.044866656423894646,0.1295030926695866,33.6448213896734
KOGDPQOQIndex120,2981.0,0.0005003757885790544,5.90966477667557,-32.695803980446804,-0.2277981793499797,-0.044866656423894646,0.1295030926695866,33.6448213896734
EMPRGBCIIndex,2981.0,6.147774007634035,13.206817467884116,-36.126408645484844,-2.974839261155518,7.364846148298476,16.714774468251907,33.56223435698272
KODSDISCIndex,2981.0,-0.4366504024182565,7.825560527596677,-25.541376694387964,-4.744441093649435,-0.47327058051440124,2.9,31.703255026660273
g64,2981.0,25.342228946043555,7.378206445176522,5.984723158351781,19.470457848120542,31.0,31.0,31.000024062271656
SKLIINVCIndex,2981.0,-2.34244849502243,8.176346876035934,-25.388383617833018,-6.281744540758145,-3.5203479289795823,0.2963659086444589,30.814496736748477
KOIVCCYIndex,2981.0,5.584618662732381,8.52546764176296,-13.635913383075549,-0.36651086091910673,4.6832153672301935,11.15210952842364,30.280770530033024
CICRTOTIndex,2981.0,10.644035034693847,9.680804919662192,-19.41141172102736,6.84952155918034,12.951934611277542,17.06258808412257,30.159581531087195
USTBIMPYIndex,2981.0,3.593014761108203,11.163301870734745,-31.4,-0.6,4.905152270356607,9.57365851964488,29.34598213947499
CPICHNGIndex120,2981.0,0.023261037634987387,3.4316438728768515,-29.109803382999512,-0.17472249097657847,-0.0025751428911250096,0.20933695832155416,28.947541415870727
CPICHNGIndex260,2981.0,0.023261037634987387,3.4316438728768515,-29.109803382999512,-0.17472249097657847,-0.0025751428911250096,0.20933695832155416,28.947541415870727
KORSTYIndex,2981.0,6.843397327030499,6.2549772948379365,-3.646392364470703,2.585302511593412,5.2113880794050855,9.88179434222514,28.220473037623538
KOMSMBYIndex,2981.0,12.14270171611924,4.24639037702203,1.2999191037195938,9.30154656126117,11.992926006334928,14.967443603743263,27.4
IPCHNGIndex260,2981.0,0.04290078318663045,4.40394627551259,-26.78985168659483,-0.46756647026876785,-0.03544440076492669,0.35967362728273167,27.30488365213609
IPCHNGIndex120,2981.0,0.04290078318663045,4.40394627551259,-26.78985168659483,-0.46756647026876785,-0.03544440076492669,0.35967362728273167,27.30488365213609
RCHSINDXIndex,2981.0,2.00390706533381,12.115935699525282,-44.09766020938221,-3.151451787362562,3.0297831577127585,8.902879260435524,26.48525347679231
KOECIMPYIndex,2981.0,5.776350804676821,8.266992964555884,-19.555930942760323,1.1509698607351893,4.811758852734841,10.881730553106026,25.09739208070868
KODSDEPTIndex,2981.0,3.291069208184563,5.492113162465978,-11.875672107991967,-0.9008827941679423,3.444517064301345,7.183249035831769,24.409654976187298
DGNOCHNGIndex,2981.0,0.21803260687691334,4.097408643854806,-19.506193587096742,-1.962800804252469,0.1,2.5841035966312442,24.221574649915674
KOQEEYOYIndex,2981.0,3.4484379100166915,5.219547279092112,-15.971900366917442,1.4082390522764225,3.541100011550874,5.711066102170475,23.962704980024323
avg_four,2981.0,7.81102248724665,5.117045104647802,-0.6426720886914848,4.1325,4.1325,10.658736752335518,22.688269507835255
KOECEXPYIndex,2981.0,5.977466593228811,5.914477522014886,-3.716083411578318,1.7075820582705397,4.690087086226128,10.1,22.418646614095497
KOHOINCYIndex120,2981.0,-0.009366903230043492,1.9293365049148645,-21.66575617246491,-0.39713607585332045,-0.014405006792298058,0.358930247751887,22.207961288846157
KOHOINCYIndex260,2981.0,-0.009366903230043492,1.9293365049148645,-21.66575617246491,-0.39713607585332045,-0.014405006792298058,0.358930247751887,22.207961288846157
KOSVTOTYIndex120,2981.0,-0.030318750447346176,3.050863219950018,-22.35298454359989,-0.35922277095357713,0.01850003385144905,0.27892921163345596,21.96219360252282
KOSVTOTYIndex260,2981.0,-0.030318750447346176,3.050863219950018,-22.35298454359989,-0.35922277095357713,0.01850003385144905,0.27892921163345596,21.96219360252282
IMP1YOY%Index,2981.0,1.1324018968779193,8.144281768413858,-19.1440299607808,-2.430918975979571,1.219954606198323,4.815757867003706,21.765847654912896
KOWDRIndex,2981.0,20.5748080535646,0.4102160368794619,19.26670386005748,20.31568984354182,20.59810226145059,20.856923645125498,21.60030301578841
