DATE,OPEN,HIGH,LOW,CLOSE,CHANGE
2016년 10월 03일,10.874,10.8976,10.8352,10.8627,-0.09%
2016년 09월 30일,10.9147,10.9534,10.8277,10.8728,-0.38%
2016년 09월 29일,10.8507,10.9608,10.7926,10.9148,0.56%
2016년 09월 28일,10.9237,10.9454,10.8482,10.8538,-0.61%
2016년 09월 27일,11.0521,11.1225,10.8543,10.9207,-1.19%
2016년 09월 26일,10.9254,11.0693,10.9166,11.0521,1.10%
2016년 09월 23일,10.9507,10.9707,10.8905,10.9314,-0.18%
2016년 09월 22일,10.9909,11.0299,10.8756,10.9512,-0.48%
2016년 09월 21일,10.9721,11.0767,10.8575,11.0037,0.18%
2016년 09월 20일,10.9706,11.0355,10.9467,10.9841,0.02%
2016년 09월 19일,11.0029,11.025,10.9303,10.982,-0.24%
2016년 09월 16일,11.0077,11.0694,10.9601,11.0079,-0.09%
2016년 09월 15일,10.9865,11.0709,10.9549,11.0181,0.17%
2016년 09월 14일,10.988,11.0131,10.8665,10.999,-0.01%
2016년 09월 13일,10.8636,11.0459,10.8522,11.0005,1.15%
2016년 09월 12일,10.784,10.9811,10.7724,10.875,0.73%
2016년 09월 09일,10.7075,10.808,10.7015,10.7964,0.71%
2016년 09월 08일,10.7085,10.7952,10.686,10.7199,-0.01%
2016년 09월 07일,10.7166,10.8219,10.6761,10.721,-0.09%
2016년 09월 06일,10.6675,10.7904,10.6371,10.7302,0.48%
2016년 09월 05일,10.7268,10.7492,10.6404,10.6788,-0.53%
2016년 09월 02일,10.8182,10.8487,10.6648,10.7361,-0.86%
2016년 09월 01일,10.783,10.8772,10.774,10.8295,0.34%
2016년 08월 31일,10.8684,10.8919,10.769,10.7933,-0.79%
2016년 08월 30일,10.9789,10.9982,10.845,10.8797,-1.01%
2016년 08월 29일,11.0161,11.0809,10.9583,10.9903,-0.29%
2016년 08월 26일,11.0882,11.1248,10.9515,11.0223,-0.70%
2016년 08월 25일,11.1526,11.1839,11.0699,11.0998,-0.58%
2016년 08월 24일,11.1668,11.2258,11.1263,11.1642,-0.13%
2016년 08월 23일,11.1881,11.2093,11.1162,11.1784,-0.19%
2016년 08월 22일,11.1036,11.2135,11.0543,11.1998,0.62%
2016년 08월 19일,11.0824,11.221,11.0236,11.1312,0.33%
2016년 08월 18일,11.0376,11.1112,11.021,11.0941,0.39%
2016년 08월 17일,10.9136,11.1384,10.8847,11.0509,1.15%
2016년 08월 16일,10.8315,10.9591,10.8158,10.9253,0.76%
2016년 08월 15일,10.8801,10.9055,10.8152,10.843,-0.46%
2016년 08월 12일,10.7541,10.9334,10.747,10.8928,1.16%
2016년 08월 11일,10.8104,10.8905,10.7459,10.7679,-0.53%
2016년 08월 10일,10.8115,10.873,10.7598,10.8254,0.00%
2016년 08월 09일,10.7998,10.8599,10.7759,10.8253,0.13%
2016년 08월 08일,10.9538,10.9651,10.7883,10.8111,-1.31%
2016년 08월 05일,10.9907,11.011,10.9125,10.9544,-0.47%
2016년 08월 04일,11.0222,11.0462,10.9492,11.0057,-0.25%
2016년 08월 03일,11.0073,11.079,10.9557,11.0337,0.13%
2016년 08월 02일,10.8104,11.039,10.7797,11.0189,1.79%
2016년 08월 01일,10.8804,10.9041,10.7596,10.8252,-0.65%
2016년 07월 29일,10.6715,10.9237,10.6577,10.8963,1.99%
2016년 07월 28일,10.726,10.7872,10.6499,10.6836,-0.49%
2016년 07월 27일,10.8569,10.8745,10.6498,10.7365,-1.25%
2016년 07월 26일,10.7843,10.9431,10.7816,10.8719,0.67%
2016년 07월 25일,10.7006,10.8217,10.6427,10.7997,0.81%
2016년 07월 22일,10.7437,10.7772,10.6693,10.7127,-0.39%
2016년 07월 21일,10.6908,10.7808,10.5795,10.7547,0.51%
2016년 07월 20일,10.7433,10.8095,10.6687,10.7001,-0.50%
2016년 07월 19일,10.6799,10.8074,10.66,10.7542,0.57%
2016년 07월 18일,10.7937,10.8164,10.6688,10.6937,-1.53%
2016년 07월 15일,10.7354,10.8764,10.6288,10.8598,1.01%
2016년 07월 14일,10.9546,11.0407,10.6738,10.7508,-1.96%
2016년 07월 13일,10.9101,11.048,10.8816,10.9657,0.39%
2016년 07월 12일,11.1844,11.2407,10.8688,10.9236,-2.43%
2016년 07월 11일,11.4224,11.4466,11.1615,11.1958,-2.10%
2016년 07월 08일,11.4784,11.5955,11.3963,11.4356,-0.49%
2016년 07월 07일,11.4313,11.5126,11.3806,11.4923,0.43%
2016년 07월 06일,11.3813,11.6079,11.3706,11.4428,0.43%
2016년 07월 05일,11.2185,11.4229,11.2073,11.394,1.43%
2016년 07월 04일,11.2214,11.2575,11.1331,11.2334,0.15%
2016년 07월 01일,11.139,11.2357,11.1163,11.2168,0.54%
2016년 06월 30일,11.2147,11.2958,11.1361,11.1564,-0.62%
2016년 06월 29일,11.3453,11.4457,11.1867,11.2261,-1.16%
2016년 06월 28일,11.5584,11.6636,11.331,11.3573,-1.87%
2016년 06월 27일,11.4693,11.7068,11.4368,11.5734,0.96%
2016년 06월 24일,10.7435,11.8011,10.6739,11.4639,6.59%
2016년 06월 23일,10.9967,11.0505,10.7338,10.7555,-2.29%
2016년 06월 22일,10.9984,11.0929,10.943,11.0079,-0.05%
2016년 06월 21일,11.1456,11.2025,10.964,11.0129,-1.32%
2016년 06월 20일,11.2039,11.2192,11.0491,11.1599,-0.72%
2016년 06월 17일,11.2388,11.2873,11.134,11.2409,-0.07%
2016년 06월 16일,11.0138,11.3653,11.0071,11.249,2.00%
2016년 06월 15일,11.0746,11.1333,10.9906,11.0282,-0.52%
2016년 06월 14일,11.0243,11.1773,10.9897,11.0856,0.46%
2016년 06월 13일,10.9442,11.107,10.9369,11.0353,0.78%
2016년 06월 10일,10.8112,11.001,10.793,10.9504,1.15%
2016년 06월 09일,10.778,10.9226,10.7608,10.8254,0.34%
2016년 06월 08일,10.7551,10.856,10.7466,10.7889,0.17%
2016년 06월 07일,10.7994,10.8689,10.6957,10.7703,-0.40%
2016년 06월 06일,10.9243,10.9582,10.7736,10.8131,-1.00%
2016년 06월 03일,10.891,10.9916,10.8335,10.9228,0.19%
2016년 06월 02일,10.8751,10.9648,10.8478,10.9017,0.16%
2016년 06월 01일,10.7314,10.9398,10.7187,10.8848,1.29%
2016년 05월 31일,10.7691,10.8358,10.6752,10.7465,-0.34%
2016년 05월 30일,10.7311,10.7914,10.6869,10.7832,0.21%
2016년 05월 27일,10.7378,10.7808,10.703,10.7611,0.10%
2016년 05월 26일,10.7123,10.8089,10.6889,10.7507,0.26%
2016년 05월 25일,10.7899,10.8216,10.6823,10.7226,-0.75%
2016년 05월 24일,10.8182,10.9296,10.7689,10.8032,-0.27%
2016년 05월 23일,10.7608,10.8558,10.7453,10.8321,0.59%
2016년 05월 20일,10.7881,10.8281,10.7244,10.769,-0.28%
2016년 05월 19일,10.7811,10.8561,10.7699,10.7987,0.04%
2016년 05월 18일,10.7764,10.8839,10.7514,10.7949,0.07%
2016년 05월 17일,10.796,10.813,10.6956,10.7871,-0.18%
2016년 05월 16일,10.824,10.8624,10.782,10.8067,-0.26%
2016년 05월 13일,10.7226,10.8463,10.6998,10.8346,0.93%
2016년 05월 12일,10.7358,10.7832,10.6558,10.7347,-0.16%
2016년 05월 11일,10.7027,10.7874,10.664,10.7518,0.33%
2016년 05월 10일,10.8389,10.8593,10.6975,10.7165,-1.25%
2016년 05월 09일,10.9082,10.9416,10.7943,10.8525,-0.58%
2016년 05월 06일,10.8753,11.0471,10.8471,10.9153,0.24%
2016년 05월 05일,10.8922,10.9364,10.8434,10.8889,-0.16%
2016년 05월 04일,10.7906,10.9424,10.7371,10.9059,0.93%
2016년 05월 03일,10.6707,10.8388,10.6634,10.8053,1.11%
2016년 05월 02일,10.7574,10.7843,10.6558,10.6865,-0.71%
2016년 04월 29일,10.5066,10.7922,10.4919,10.7632,2.29%
2016년 04월 28일,10.2979,10.5771,10.25,10.5221,2.07%
2016년 04월 27일,10.3018,10.3834,10.2689,10.3083,-0.04%
2016년 04월 26일,10.3418,10.4055,10.2815,10.3122,-0.39%
2016년 04월 25일,10.2692,10.3704,10.2692,10.3521,0.63%
2016년 04월 22일,10.4146,10.4624,10.2616,10.2871,-1.35%
2016년 04월 21일,10.3076,10.4371,10.2865,10.4279,1.03%
2016년 04월 20일,10.324,10.447,10.2858,10.3214,-0.17%
2016년 04월 19일,10.5061,10.5285,10.2662,10.3388,-1.67%
2016년 04월 18일,10.5837,10.6939,10.4775,10.5148,-0.29%
2016년 04월 15일,10.5308,10.5723,10.444,10.5456,0.00%
2016년 04월 14일,10.469,10.6049,10.4529,10.5461,0.60%
2016년 04월 13일,10.5277,10.5515,10.4633,10.4828,-0.53%
2016년 04월 12일,10.5714,10.6333,10.5118,10.5384,-0.44%
2016년 04월 11일,10.6421,10.7304,10.5479,10.5855,-0.68%
2016년 04월 08일,10.7132,10.7439,10.5372,10.6579,-0.64%
2016년 04월 07일,10.5167,10.7872,10.4867,10.7267,1.89%
2016년 04월 06일,10.5112,10.5915,10.4184,10.5273,0.09%
2016년 04월 05일,10.3391,10.5508,10.3261,10.5179,1.64%
2016년 04월 04일,10.2658,10.3739,10.2503,10.3486,0.67%
2016년 04월 01일,10.1605,10.314,10.1385,10.2798,1.07%
2016년 03월 31일,10.165,10.2149,10.0829,10.1707,-0.04%
2016년 03월 30일,10.2421,10.2811,10.1207,10.1744,-0.79%
2016년 03월 29일,10.2634,10.3173,10.2042,10.2555,-0.21%
2016년 03월 28일,10.3252,10.354,10.2435,10.2772,-0.60%
2016년 03월 25일,10.3364,10.3842,10.2901,10.3392,-0.10%
2016년 03월 24일,10.386,10.4173,10.3088,10.3498,-0.49%
2016년 03월 23일,10.288,10.4077,10.2752,10.4008,1.00%
2016년 03월 22일,10.3608,10.4208,10.2595,10.2983,-0.72%
2016년 03월 21일,10.4238,10.512,10.3537,10.3728,-0.60%
2016년 03월 18일,10.3554,10.4834,10.3436,10.4356,0.64%
2016년 03월 17일,10.4572,10.5044,10.3126,10.3689,-0.98%
2016년 03월 16일,10.5441,10.5826,10.4331,10.4711,-0.82%
2016년 03월 15일,10.433,10.6289,10.4184,10.5574,1.06%
2016년 03월 14일,10.4224,10.4837,10.3836,10.4462,0.09%
2016년 03월 11일,10.6452,10.7143,10.4014,10.4371,-2.06%
2016년 03월 10일,10.6488,10.7189,10.4899,10.6564,-0.05%
2016년 03월 09일,10.7316,10.8219,10.6371,10.6622,-0.75%
2016년 03월 08일,10.5594,10.7558,10.5585,10.7429,1.59%
2016년 03월 07일,10.5231,10.6564,10.4982,10.5751,0.38%
2016년 03월 04일,10.6515,10.7132,10.4741,10.5353,-1.19%
2016년 03월 03일,10.7805,10.8158,10.6119,10.6617,-1.25%
2016년 03월 02일,10.7681,10.863,10.6971,10.7972,0.13%
2016년 03월 01일,10.9762,11.0437,10.7372,10.7828,-1.87%
2016년 02월 29일,10.919,11.0226,10.9016,10.988,0.76%
2016년 02월 26일,10.9184,11.0024,10.8566,10.9047,-0.24%
2016년 02월 25일,10.9778,11.1025,10.9155,10.9314,-0.52%
2016년 02월 24일,10.9787,11.1255,10.9676,10.9882,-0.01%
2016년 02월 23일,10.8296,11.0188,10.8068,10.9891,1.37%
2016년 02월 22일,10.9507,11.0045,10.798,10.8401,-1.10%
2016년 02월 19일,10.8387,10.9991,10.828,10.9609,1.00%
2016년 02월 18일,10.7149,10.8765,10.6895,10.8521,1.15%
2016년 02월 17일,10.6769,10.83,10.6493,10.7291,0.41%
2016년 02월 16일,10.5899,10.7623,10.5681,10.6852,0.78%
2016년 02월 15일,10.6494,10.6974,10.5411,10.6022,-0.54%
2016년 02월 12일,10.6692,10.8341,10.6149,10.6602,-0.18%
2016년 02월 11일,10.4762,10.83,10.4524,10.6795,1.80%
2016년 02월 10일,10.4003,10.5162,10.3098,10.4905,0.75%
2016년 02월 09일,10.3814,10.5851,10.3727,10.4121,0.18%
2016년 02월 08일,10.3067,10.4861,10.2556,10.3935,0.72%
2016년 02월 05일,10.1943,10.3249,10.1586,10.3194,1.10%
2016년 02월 04일,10.1737,10.2466,10.0667,10.2072,0.19%
2016년 02월 03일,10.0965,10.3697,10.0891,10.1883,0.80%
2016년 02월 02일,9.9321,10.1308,9.9079,10.107,1.66%
2016년 02월 01일,9.9695,10.0021,9.8756,9.9416,-0.38%
2016년 01월 29일,10.1535,10.1934,9.8981,9.9798,-1.81%
2016년 01월 28일,10.1751,10.2343,10.0913,10.164,-0.21%
2016년 01월 27일,10.1081,10.206,10.0774,10.1857,0.67%
2016년 01월 26일,10.1319,10.252,10.0888,10.1178,-0.23%
2016년 01월 25일,10.084,10.1648,10.0258,10.1416,0.59%
2016년 01월 22일,10.2212,10.264,10.0639,10.0818,-1.41%
2016년 01월 21일,10.3305,10.4223,10.2087,10.2261,-1.11%
2016년 01월 20일,10.2549,10.491,10.249,10.3413,0.75%
2016년 01월 19일,10.3168,10.3539,10.1686,10.2643,-0.59%
2016년 01월 18일,10.3674,10.4182,10.2872,10.3249,-0.50%
2016년 01월 15일,10.2205,10.4796,10.1986,10.3773,1.43%
2016년 01월 14일,10.273,10.3707,10.2159,10.2308,-0.51%
2016년 01월 13일,10.2764,10.3241,10.1427,10.2837,-0.04%
2016년 01월 12일,10.2204,10.3398,10.1927,10.288,0.54%
2016년 01월 11일,10.2736,10.3521,10.1762,10.2328,-0.50%
2016년 01월 08일,10.1639,10.3124,10.0472,10.2843,1.08%
2016년 01월 07일,10.1234,10.2376,10.0699,10.1741,0.40%
2016년 01월 06일,9.9925,10.1637,9.9613,10.1331,1.31%
2016년 01월 05일,9.9561,10.0298,9.8946,10.0017,0.36%
2016년 01월 04일,9.7619,10.0322,9.7551,9.9661,2.02%
2016년 01월 01일,9.7668,9.7777,9.7565,9.769,-0.05%
2015년 12월 31일,9.7606,9.8049,9.7439,9.7736,0.03%
2015년 12월 30일,9.7166,9.7827,9.6914,9.7706,0.47%
2015년 12월 29일,9.6973,9.7364,9.6852,9.7253,0.18%
2015년 12월 28일,9.7245,9.7446,9.6376,9.7077,-0.16%
2015년 12월 25일,9.7015,9.7443,9.6959,9.7235,0.09%
2015년 12월 24일,9.7,9.73,9.6684,9.715,0.07%
2015년 12월 23일,9.6674,9.7516,9.6571,9.7082,0.32%
2015년 12월 22일,9.6812,9.7418,9.6537,9.6776,-0.14%
2015년 12월 21일,9.7415,9.7639,9.6775,9.6914,-0.65%
2015년 12월 18일,9.6601,9.7712,9.6033,9.7545,0.88%
2015년 12월 17일,9.5821,9.6974,9.5581,9.6691,0.83%
2015년 12월 16일,9.6441,9.7159,9.5719,9.5898,-0.66%
2015년 12월 15일,9.7763,9.8062,9.6323,9.6539,-1.34%
2015년 12월 14일,9.8005,9.8686,9.7446,9.7854,-0.41%
2015년 12월 11일,9.6864,9.8692,9.64,9.8257,1.34%
2015년 12월 10일,9.7238,9.7336,9.6479,9.6962,-0.38%
2015년 12월 09일,9.5932,9.7742,9.5659,9.7332,1.36%
2015년 12월 08일,9.5255,9.6455,9.5069,9.6026,0.71%
2015년 12월 07일,9.439,9.5505,9.4312,9.5348,0.93%
2015년 12월 04일,9.4017,9.4909,9.39,9.4471,0.38%
2015년 12월 03일,9.4281,9.5015,9.3916,9.4117,-0.26%
2015년 12월 02일,9.3946,9.4732,9.3784,9.4366,0.33%
2015년 12월 01일,9.4178,9.4401,9.3795,9.4058,-0.24%
2015년 11월 30일,9.4064,9.4647,9.3726,9.4281,0.12%
2015년 11월 27일,9.3598,9.447,9.3545,9.4169,0.51%
2015년 11월 26일,9.3141,9.391,9.2995,9.3695,0.49%
2015년 11월 25일,9.3482,9.3922,9.304,9.3239,-0.37%
2015년 11월 24일,9.4235,9.4422,9.3466,9.3583,-0.80%
2015년 11월 23일,9.3928,9.4497,9.3796,9.4336,0.42%
2015년 11월 20일,9.3966,9.4441,9.3589,9.3941,-0.13%
2015년 11월 19일,9.4254,9.4595,9.3934,9.4059,-0.29%
2015년 11월 18일,9.4668,9.5313,9.4235,9.4334,-0.45%
2015년 11월 17일,9.4865,9.52,9.4599,9.4756,-0.21%
2015년 11월 16일,9.5636,9.5993,9.4835,9.4958,-0.49%
2015년 11월 13일,9.4453,9.5466,9.4342,9.5425,0.93%
2015년 11월 12일,9.3931,9.4719,9.3637,9.455,0.54%
2015년 11월 11일,9.4011,9.4229,9.3684,9.404,-0.06%
2015년 11월 10일,9.3984,9.4366,9.3697,9.4092,0.03%
2015년 11월 09일,9.3563,9.4466,9.3205,9.4065,0.50%
2015년 11월 06일,9.3373,9.4104,9.2871,9.36,0.15%
2015년 11월 05일,9.3277,9.3862,9.3242,9.3463,0.07%
2015년 11월 04일,9.3237,9.368,9.29,9.3393,0.07%
2015년 11월 03일,9.4185,9.4342,9.3157,9.3331,-1.00%
2015년 11월 02일,9.4437,9.5044,9.4011,9.4272,-0.35%
2015년 10월 30일,9.4204,9.4749,9.3688,9.4604,0.33%
2015년 10월 29일,9.4545,9.5029,9.4147,9.4294,-0.33%
2015년 10월 28일,9.4226,9.4901,9.3348,9.4604,0.31%
2015년 10월 27일,9.3183,9.4602,9.3165,9.4309,1.10%
2015년 10월 26일,9.3477,9.4035,9.3175,9.3285,-0.26%
2015년 10월 23일,9.3551,9.3929,9.2924,9.3526,-0.14%
2015년 10월 22일,9.4943,9.5375,9.3473,9.3658,-1.46%
2015년 10월 21일,9.4317,9.522,9.4031,9.5046,0.67%
2015년 10월 20일,9.4641,9.5086,9.401,9.4417,-0.35%
2015년 10월 19일,9.4629,9.5059,9.3637,9.4745,0.02%
2015년 10월 16일,9.436,9.5298,9.4192,9.4724,0.28%
2015년 10월 15일,9.5592,9.5999,9.4286,9.446,-1.28%
2015년 10월 14일,9.5958,9.6671,9.5421,9.5684,-0.39%
2015년 10월 13일,9.5224,9.6307,9.5167,9.6061,0.78%
2015년 10월 12일,9.535,9.5792,9.4811,9.5319,-0.14%
2015년 10월 09일,9.602,9.622,9.4648,9.5452,-0.71%
2015년 10월 08일,9.646,9.7172,9.5954,9.6134,-0.44%
2015년 10월 07일,9.6522,9.7374,9.5825,9.6556,-0.04%
2015년 10월 06일,9.6309,9.733,9.627,9.6597,0.22%
2015년 10월 05일,9.7695,9.7982,9.6144,9.6381,-1.49%
2015년 10월 02일,9.8198,9.9778,9.7656,9.7835,-0.45%
2015년 10월 01일,9.8781,9.8957,9.7709,9.8279,-0.61%
2015년 09월 30일,9.9793,9.9892,9.8037,9.8886,-1.00%
2015년 09월 29일,9.9636,10.0319,9.9398,9.9889,0.16%
2015년 09월 28일,9.887,9.9916,9.8844,9.9732,0.80%
2015년 09월 25일,9.9104,9.985,9.8114,9.8944,-0.25%
2015년 09월 24일,9.9247,10.0669,9.876,9.9192,-0.14%
2015년 09월 23일,9.8565,9.9649,9.83,9.933,0.67%
2015년 09월 22일,9.7657,9.9154,9.7482,9.8669,0.93%
2015년 09월 21일,9.7749,9.8171,9.7465,9.7756,0.00%
2015년 09월 18일,9.7117,9.79,9.6896,9.7757,0.54%
2015년 09월 17일,9.6958,9.7405,9.6007,9.7236,0.18%
2015년 09월 16일,9.7819,9.8339,9.6836,9.7061,-0.86%
2015년 09월 15일,9.8281,9.92,9.7718,9.7902,-0.48%
2015년 09월 14일,9.7952,9.8699,9.7466,9.8377,0.30%
2015년 09월 11일,9.7972,9.8495,9.7677,9.8084,0.01%
2015년 09월 10일,9.8781,9.992,9.7555,9.8075,-0.81%
2015년 09월 09일,9.9621,9.9756,9.7823,9.8872,-0.87%
2015년 09월 08일,10.0832,10.1293,9.9394,9.9742,-1.14%
2015년 09월 07일,10.0859,10.1228,10.0167,10.0893,-0.05%
2015년 09월 04일,9.9087,10.1015,9.8853,10.0948,1.77%
2015년 09월 03일,9.832,9.9579,9.7946,9.9191,0.80%
2015년 09월 02일,9.874,9.9046,9.7566,9.8407,-0.45%
2015년 09월 01일,9.7486,9.891,9.6795,9.8852,1.31%
2015년 08월 31일,9.6845,9.7935,9.6797,9.7572,0.66%
2015년 08월 28일,9.6913,9.7816,9.6661,9.6937,-0.07%
2015년 08월 27일,9.8566,9.9137,9.6426,9.7007,-1.69%
2015년 08월 26일,10.0096,10.0587,9.8478,9.867,-1.52%
2015년 08월 25일,10.046,10.0841,9.7537,10.0198,-0.37%
2015년 08월 24일,9.8103,10.347,9.7988,10.0569,2.62%
2015년 08월 21일,9.592,9.8091,9.5806,9.8,2.06%
2015년 08월 20일,9.5539,9.6288,9.5137,9.602,0.39%
2015년 08월 19일,9.5248,9.5787,9.4953,9.5643,0.32%
2015년 08월 18일,9.5042,9.5505,9.4906,9.534,0.22%
2015년 08월 17일,9.4792,9.5334,9.4651,9.513,0.28%
2015년 08월 14일,9.461,9.5245,9.4448,9.4866,0.16%
2015년 08월 13일,9.4388,9.5037,9.3964,9.4717,0.25%
2015년 08월 12일,9.4138,9.5544,9.4119,9.4484,0.26%
2015년 08월 11일,9.2916,9.4797,9.2691,9.4241,1.32%
2015년 08월 10일,9.3716,9.4035,9.2903,9.3011,-0.80%
2015년 08월 07일,9.3178,9.4045,9.2862,9.3757,0.50%
2015년 08월 06일,9.3915,9.4123,9.3119,9.3288,-0.74%
2015년 08월 05일,9.3928,9.4494,9.3739,9.3988,-0.03%
2015년 08월 04일,9.432,9.4606,9.3484,9.4012,-0.42%
2015년 08월 03일,9.3968,9.4463,9.3694,9.4412,0.30%
2015년 07월 31일,9.4385,9.466,9.3513,9.4132,-0.39%
2015년 07월 30일,9.3678,9.4625,9.3615,9.45,0.79%
2015년 07월 29일,9.383,9.4007,9.3287,9.3762,-0.17%
2015년 07월 28일,9.4619,9.5182,9.3744,9.3918,-0.86%
2015년 07월 27일,9.4485,9.5054,9.4196,9.4735,0.23%
2015년 07월 24일,9.3685,9.4926,9.3442,9.452,0.78%
2015년 07월 23일,9.3223,9.4087,9.319,9.3785,0.48%
2015년 07월 22일,9.2642,9.3408,9.2615,9.3337,0.65%
2015년 07월 21일,9.2999,9.3333,9.2515,9.2731,-0.38%
2015년 07월 20일,9.2588,9.3308,9.2525,9.3084,0.41%
2015년 07월 17일,9.2283,9.2801,9.2143,9.27,0.36%
2015년 07월 16일,9.2632,9.2933,9.2071,9.2368,-0.36%
2015년 07월 15일,9.2526,9.2932,9.2222,9.2706,0.05%
2015년 07월 14일,9.198,9.2842,9.183,9.2658,0.63%
2015년 07월 13일,9.2601,9.2719,9.1423,9.2076,-0.08%
2015년 07월 10일,9.322,9.3357,9.1713,9.2151,-1.24%
2015년 07월 09일,9.3988,9.4589,9.2839,9.3306,-0.82%
2015년 07월 08일,9.251,9.4393,9.2364,9.4075,1.58%
2015년 07월 07일,9.1777,9.3053,9.1682,9.261,0.81%
2015년 07월 06일,9.1859,9.2433,9.1525,9.1869,0.51%
2015년 07월 03일,9.1193,9.1592,9.079,9.1406,0.12%
2015년 07월 02일,9.1266,9.1404,9.0791,9.1293,-0.06%
2015년 07월 01일,9.1342,9.1586,9.0888,9.135,-0.09%
2015년 06월 30일,9.1323,9.1721,9.1013,9.1431,0.02%
2015년 06월 29일,9.1401,9.212,9.102,9.1412,0.82%
2015년 06월 26일,8.9857,9.1135,8.9771,9.0666,0.79%
2015년 06월 25일,8.9551,9.0206,8.9458,8.9951,0.35%
2015년 06월 24일,8.9208,8.9761,8.9137,8.9639,0.40%
2015년 06월 23일,8.9179,8.95,8.9057,8.9284,0.01%
2015년 06월 22일,8.9712,8.9977,8.8985,8.9271,-0.73%
2015년 06월 19일,8.9818,9.0144,8.9452,8.9929,0.02%
2015년 06월 18일,9.0244,9.035,8.9414,8.991,-0.48%
2015년 06월 17일,9.0586,9.0783,9.0054,9.0346,-0.38%
2015년 06월 16일,9.0385,9.0836,9.0233,9.0689,0.24%
2015년 06월 15일,9.0006,9.0627,9.0006,9.0474,0.37%
2015년 06월 12일,9.0113,9.0413,8.9739,9.0138,-0.09%
2015년 06월 11일,9.0442,9.0674,8.9695,9.0216,-0.37%
2015년 06월 10일,9.0097,9.0784,8.9851,9.0553,0.40%
2015년 06월 09일,8.9789,9.0344,8.9569,9.0192,0.35%
2015년 06월 08일,8.9451,9.0257,8.9092,8.988,0.41%
2015년 06월 05일,8.9456,8.9579,8.853,8.9516,-0.03%
2015년 06월 04일,8.9048,8.9874,8.8877,8.954,0.46%
2015년 06월 03일,8.9154,8.946,8.8769,8.9132,-0.12%
2015년 06월 02일,8.9359,8.9649,8.9092,8.9238,-0.24%
2015년 06월 01일,8.9597,8.9873,8.9278,8.9457,-0.22%
2015년 05월 29일,8.9351,9.0054,8.9255,8.9654,0.24%
2015년 05월 28일,8.9611,8.9808,8.9046,8.9443,-0.30%
2015년 05월 27일,8.9885,9.0138,8.9362,8.9712,-0.32%
2015년 05월 26일,9.0155,9.0435,8.964,8.9998,-0.27%
2015년 05월 25일,9.0206,9.0369,8.9933,9.024,0.01%
2015년 05월 22일,9.023,9.0457,8.9779,9.0229,-0.11%
2015년 05월 21일,9.0233,9.0625,9.0157,9.0328,-0.01%
2015년 05월 20일,9.0654,9.088,9.0153,9.0336,-0.46%
2015년 05월 19일,9.0788,9.116,9.0517,9.0755,-0.14%
2015년 05월 18일,9.0753,9.1021,9.0526,9.0878,0.03%
2015년 05월 15일,9.1242,9.1784,9.0607,9.0847,-0.55%
2015년 05월 14일,9.1616,9.2089,9.1204,9.1353,-0.40%
2015년 05월 13일,9.1096,9.1874,9.0891,9.1723,0.57%
2015년 05월 12일,9.1269,9.1543,9.0967,9.1206,-0.18%
2015년 05월 11일,9.0776,9.1461,9.0483,9.1367,0.61%
2015년 05월 08일,9.1282,9.1452,9.0535,9.0814,-0.61%
2015년 05월 07일,9.0322,9.179,9.0246,9.1369,1.04%
2015년 05월 06일,9.0131,9.056,8.9854,9.0433,0.26%
2015년 05월 05일,8.9942,9.0404,8.9781,9.0202,0.17%
2015년 05월 04일,8.9902,9.0231,8.9749,9.0052,0.08%
2015년 05월 01일,9.0161,9.0291,8.9666,8.9981,-0.30%
2015년 04월 30일,8.9836,9.0517,8.9679,9.0256,0.38%
2015년 04월 29일,8.9457,9.0092,8.9398,8.9913,0.41%
2015년 04월 28일,8.9711,9.0115,8.9318,8.9545,-0.29%
2015년 04월 27일,9.0351,9.0694,8.9596,8.9802,-0.73%
2015년 04월 24일,9.0291,9.0708,9.0064,9.0465,0.08%
2015년 04월 23일,9.0303,9.0541,9.0062,9.0393,-0.01%
2015년 04월 22일,9.0394,9.0686,8.9967,9.0404,-0.11%
2015년 04월 21일,9.0785,9.0985,9.0305,9.0505,-0.41%
2015년 04월 20일,9.1106,9.1332,9.0522,9.0877,-0.29%
2015년 04월 17일,9.1008,9.138,9.0583,9.1139,0.02%
2015년 04월 16일,9.1586,9.204,9.0778,9.1122,-0.61%
2015년 04월 15일,9.1379,9.2128,9.1267,9.1677,0.22%
2015년 04월 14일,9.1588,9.1857,9.1091,9.1474,-0.25%
2015년 04월 13일,9.0923,9.1949,9.0795,9.17,0.78%
2015년 04월 10일,9.085,9.1164,9.0557,9.0993,0.05%
2015년 04월 09일,9.0881,9.1241,9.0629,9.0948,-0.03%
2015년 04월 08일,9.0994,9.1368,9.0793,9.0971,-0.13%
2015년 04월 07일,9.0768,9.1365,9.0611,9.1089,0.25%
2015년 04월 06일,9.1183,9.1519,9.0658,9.0863,-0.50%
2015년 04월 03일,9.107,9.1725,9.0994,9.132,0.18%
2015년 04월 02일,9.161,9.2072,9.0833,9.1157,-0.60%
2015년 04월 01일,9.2217,9.2485,9.1602,9.1705,-0.66%
2015년 03월 31일,9.2138,9.2596,9.2004,9.2312,0.09%
2015년 03월 30일,9.2534,9.2866,9.1962,9.2233,-0.44%
2015년 03월 27일,9.2631,9.2948,9.2312,9.2645,-0.07%
2015년 03월 26일,9.211,9.3451,9.1973,9.2707,0.54%
