,date,SPXIndex,MSRUITIndex,MSRUMATIndex,MXWO0ITIndex,MXWO0MTIndex,MXUS0ITIndex,MXEF0ITIndex,MXEF0MTIndex,NU722094Index,NU721934Index,CL1Comdty,LMAHDS03Comdty,LMCADS03Comdty,XAUCurncy,LMNIDS03Comdty,CCMPIndex,NKYIndex,CINDIndex,IXKIndex,XCIIndex,SOXIndex,MSERIndex,NMDPIndex,SZCOMPIndex,KOSPIIndex
9530,2018-09-21,2929.67,110.034,275.488,257.0113,271.5,301.37,503.69,403.14,1271.62,1619.18,70.78,2091,6363,1200.04,13250,7986.955,23869.93,6473.16,4733.81,3033.56,1383.087,1174.14,3304.07,1445.113,2339.17
9531,2018-09-24,2919.37,110.119,273.977,257.9806,269.39,302.67,500.76,400.08,1251.79,1586.88,72.08,2060,6353,1199.03,12955,7993.248,,6435.1,4763.72,3053.99,1388.463,1166.67,3282.04,,
9532,2018-09-25,2915.56,111.558,275.157,258.5162,269.87,303.05,502.07,400.9,1252.63,1585.68,72.28,2071,6318,1201.22,12950,8007.471,23940.26,6462.43,4767.28,3055.72,1364.823,1168.92,3312.19,1437.314,
9533,2018-09-26,2905.97,111.178,273.334,257.9367,268.31,302.26,503.45,400.28,1266.93,1588,71.57,2065,6282,1194.44,12820,7990.366,24033.79,6470.41,4748.33,3047.52,1351.852,1171.73,3305.01,1447.848,
9534,2018-09-27,2914,110.551,271.729,259.0389,266.16,304.29,504.43,403.1,1256.59,1583.21,72.12,2030,6187,1182.83,12560,8041.968,23796.74,6509.02,4790.89,3073.28,1357.87,1176.64,3278.01,1429.607,2355.43
9535,2018-09-28,2913.98,108.713,269.208,259.3265,265.05,304.88,500.6,400.72,1263.88,1592.46,73.25,2062,6258,1190.88,12600,8046.353,24120.04,6491.43,4801.05,3078.48,1366.742,1160.1,3267.05,1441.539,2343.07
9536,2018-10-01,2924.59,109.991,269.97,260.1129,266.36,305.57,500.07,400.19,1261.7,1591.82,75.3,2084,6249,1188.99,12505,8037.302,24245.76,6485.33,4811.43,3092.62,1370.442,1163.57,3309.46,,2338.88
9537,2018-10-02,2923.43,109.517,269.7,259.7709,267.06,305.22,489.96,398.08,1244.87,1559.94,75.23,2118,6280,1203.32,12515,7999.547,24270.62,6432.51,4802.94,3091.95,1370.872,1156.7,3291.89,,2309.57
9538,2018-10-03,2925.51,109.437,269.868,260.5472,266.2,306.55,489.66,398.19,1245.44,1583.26,76.41,2206,6267,1197.35,12770,8025.085,24110.96,6418.4,4830.44,3106.96,1372.403,1161.97,,,
9539,2018-10-04,2901.61,108.293,265.856,255.9052,264.37,300.59,475.65,387.03,1227.11,1558.55,74.33,2169.5,6290,1199.92,12490,7879.51,23975.62,6311.13,4729.06,3049.59,1347.16,1151.24,3229,,2274.49
9540,2018-10-05,2885.57,106.121,261.793,252.7546,261.29,297,469.9,382.72,1184.8,1555.54,74.34,2130,6173,1203.63,12620,7788.447,23783.72,6230.03,4667.81,3012.33,1315.841,1141.73,3140.98,,2267.52
9541,2018-10-08,2884.43,103.097,258.606,249.7919,259.54,293.55,463.35,380.23,1137.61,1494.7,74.29,2067,6178,1188.08,12575,7735.949,,6207.9,4621.16,2989.16,1301.001,1129.23,3048.31,1386.277,2253.83
9542,2018-10-09,2880.34,104.037,258.693,249.8766,255.74,294.15,459.25,381.63,1129.73,1496.91,74.96,2056,6292,1189.77,13010,7738.016,23469.39,6209.84,4632.24,3001.72,1300.15,1132.76,3037.28,1385.09,
9543,2018-10-10,2785.68,99.541,251.06,238.8099,250.15,280.17,451.81,378.55,1119.46,1481.72,73.17,2047,6239,1194.79,12680,7422.05,23506.04,5957.25,4413.49,2862.41,1242.102,1112.67,2934.52,1383.048,2228.61
9544,2018-10-11,2728.37,98.952,247.927,236.1992,246.52,277.44,431.74,367.86,1054.36,1410.61,70.97,2020,6242,1224.09,12675,7329.061,22590.86,5868.99,4386.89,2837.92,1229.364,1092.87,2920.24,1293.904,2129.67
9545,2018-10-12,2767.13,99.666,248.335,242.6389,247.56,285.62,451.56,374.81,1089.37,1457.85,71.34,2041,6302,1217.05,12655,7496.894,22694.66,6015.05,4508.58,2915.75,1253.577,1089.09,2964.57,1296.357,2161.85
9546,2018-10-15,2750.79,99.788,249.977,239.3458,247.44,281.37,444.06,375.4,1071.17,1444.89,71.78,2027,6301,1227.06,12615,7430.744,22271.3,5994.98,4442.03,2870.48,1241.822,1093.08,2954.98,1281.079,2145.12
9547,2018-10-16,2809.92,103.045,252.694,246.3069,250.72,289.92,449.41,378.22,1067.23,1432.83,71.92,2034,6215,1224.95,12595,7645.489,22549.24,6150.67,4579.52,2956.18,1282.947,1110.23,3070.53,1256.372,2145.12
9548,2018-10-17,2809.21,103.003,251.16,245.6927,249.31,288.78,449.94,378.63,1071.38,1432.44,69.75,2022,6219,1222.29,12375,7642.703,22841.12,6167.15,4566.21,2940.3,1277.313,1104.41,3072.2,1266.553,2167.51
9549,2018-10-18,2768.78,100.436,246.906,240.3662,246.02,282.43,442.72,371.12,1064.74,1401.71,68.65,2013,6157,1225.81,12350,7485.139,22658.16,6036.12,4457.37,2877.91,1245.296,1094.81,3084.61,1232.006,2148.31
9550,2018-10-19,2767.78,100.225,244.107,239.8647,244.11,282.05,443.03,371.16,1074.94,1427.6,69.12,2003,6220,1226.49,12450,7449.026,22532.08,6016.99,4444.9,2876.19,1225.941,1092.39,3061.04,1263.813,2156.26
9551,2018-10-22,2755.88,99.612,243.884,241.3842,242.95,284.12,449.69,373.05,1113.32,1468.06,69.17,2007,6242,1222.1,12530,7468.629,22614.82,6032.86,4482,2899.16,1234.195,1085.94,3040.05,1325.73,2161.71
9552,2018-10-23,2740.69,96.074,238.325,239.8771,238.51,283.21,437.21,363.77,1069.26,1415.73,66.43,2001,6196,1230.3,12375,7437.539,22010.78,6000.9,4469.75,2889.53,1227.607,1069.37,2942.21,1300.291,2106.1
9553,2018-10-24,2656.1,93.658,233.672,229.8706,232.86,270.39,430.38,360.41,1050.29,1397.25,66.82,1997,6179,1233.79,12225,7108.401,22091.18,5767.25,4246.76,2754.74,1146.41,1063.11,2916.42,1297.22,2097.58
9554,2018-10-25,2705.57,95.252,237.414,236.4058,233.14,279.55,423.39,360.08,1026.17,1386.58,67.33,1994,6226,1232.17,12150,7318.336,21268.73,5958.3,4392.12,2847.58,1173.207,1074.93,2932,1292.802,2063.3
9555,2018-10-26,2658.69,94.151,236.697,231.9533,232.92,273.82,417.45,356.11,1000.7,1371.25,67.59,1998,6160,1233.53,11900,7167.212,21184.6,5775.44,4308.84,2793.61,1152.999,1065.73,2887.37,1290.621,2027.15
9556,2018-10-29,2641.25,94.658,239.16,227.3131,233.82,267.83,413.87,353.78,988.53,1360.88,67.04,1984,6160,1229.42,11755,7050.292,21149.8,5675.51,4209.5,2728.65,1140.153,1073.43,2947.4,1264.575,1996.05
9557,2018-10-30,2682.63,94.98,238.24,230.5466,236.2,271.67,416.78,352.16,986.2,1346.22,66.18,1967,6032,1222.93,11765,7161.65,21457.29,5762.86,4279.62,2769.78,1187.566,1071.9,2974.66,1276.449,2014.69
9558,2018-10-31,2711.74,96.789,244.169,236.6843,239.9,278.96,432.08,360.87,1026.02,1387.63,65.31,1953.5,5992,1214.76,11500,7305.899,21920.46,5871.4,4393.54,2838.76,1202.297,1088.62,3050.88,1294.222,2029.69
9559,2018-11-01,2740.37,98.279,248.324,239.1453,245.34,281.86,441.86,364.73,1068.29,1417.26,63.69,1966,6090,1233.43,11785,7434.057,21687.65,5992.35,4452.72,2862.51,1258.075,1093.12,3112.32,1306.31,2024.46
9560,2018-11-02,2723.06,98.866,250.137,236.0543,246.71,277.01,455.99,373.3,1139.63,1489.6,63.14,1973,6283,1232.89,11930,7356.994,22243.66,5973.83,4357.38,2799.45,1239.16,1098.81,3135.78,1351.094,2096
9561,2018-11-05,2738.31,97.645,249.847,234.5759,246.23,275.59,448.26,374.8,1119.59,1456.84,63.1,1975,6191,1231.49,11750,7328.851,21898.99,5965.3,4319.04,2786.98,1228.599,1097.7,3119.12,1351.004,2076.92
9562,2018-11-06,2755.45,98.274,247.946,236.1108,247.64,277.44,447.81,373.08,1113.07,1468.62,62.21,1950.5,6158,1227.19,11775,7375.964,22147.75,5998.56,4350.11,2809.58,1242.628,1094.5,3125.12,1346.19,2089.62
9563,2018-11-07,2813.89,99.677,252,242.0849,250.95,285.12,452.24,374.18,1112.94,1467.86,61.67,1985,6153,1226.49,11820,7570.754,22085.8,6173.49,4470.07,2888.12,1257.468,1107.67,3160.13,1340.371,2078.69
9564,2018-11-08,2806.83,99.036,251.243,240.9481,250.16,283.58,450.92,372.01,1099.7,1456.38,60.67,1990,6155,1224,11780,7530.885,22486.92,6147.78,4435.15,2872.7,1252.23,1105.19,3149.32,1333.977,2092.63
9565,2018-11-09,2781.01,98.377,244.924,236.884,246.03,278.54,440.28,364.59,1092.29,1430.44,60.19,1954,6056,1209.65,11470,7406.902,22250.25,6058.39,4352.99,2824.29,1229.055,1101.85,3116.84,1328.19,2086.09
9566,2018-11-12,2726.22,94.056,240.84,229.2164,242.82,269.27,437.16,361.12,1105.1,1433.07,59.93,1942,6049,1200.37,11400,7200.869,22269.88,5928.69,4199.44,2724.58,1174.49,1089.91,3017.84,1361.743,2080.44
9567,2018-11-13,2722.18,96.064,242.597,229.3107,241.8,269.41,437.56,361.32,1120.87,1443.89,55.69,1935.5,6073,1202.23,11345,7200.875,21810.52,5917.34,4209.92,2728.81,1190.375,1100.95,3030.9,1383.916,2071.23
9568,2018-11-14,2701.58,95.53,240.554,227.4261,240.89,266.96,437.2,360.93,1113.79,1440.04,56.25,1943,6090,1210.88,11310,7136.393,21846.48,5875.31,4175.61,2698.93,1194.708,1095.96,3008.67,1378.36,2068.05
9569,2018-11-15,2730.2,95.342,240.815,231.8599,242.63,272.87,447.55,363.67,1139.28,1457.84,56.46,1929,6184,1213.36,11260,7259.032,21803.62,5934.55,4266.9,2762.09,1234.615,1090.47,2971.62,1398.396,2088.06
9570,2018-11-16,2736.27,95.383,242.506,231.0366,244.34,271.99,444.64,367.68,1151.87,1447.87,56.46,1940,6205,1223.36,11360,7247.873,21680.34,5913.64,4253.4,2753.54,1220.145,1088.56,2980.12,1410.181,2092.4
9571,2018-11-19,2690.73,93.514,241.859,222.936,242.78,261.27,440.84,368.24,1157.79,1454.23,56.76,1934,6259,1224.17,11180,7028.477,21821.16,5764.08,4074.96,2646.59,1173.011,1080.22,2943.47,1417.427,2100.56
9572,2018-11-20,2641.89,91.257,234.659,219.1259,238.01,257.05,430.97,363.78,1120.6,1441.39,53.43,1940,6184,1221.66,11095,6908.823,21583.12,5639.84,4013.13,2594.32,1174.822,1064.86,2885.21,1378.921,2082.58
9573,2018-11-21,2649.93,92.742,237.235,220.9904,239.28,259.19,433.57,361.94,1129.17,1443.51,54.63,1953.5,6235,1226.04,11020,6972.251,21507.54,5694.89,4052.03,2611.17,1179.733,1077.67,2932.79,1386.428,2076.55
9975,2018-11-22,,92.119,234.014,220.9655,238.29,,435.54,360.67,1122.21,1440.49,,1946.5,6255,1228.64,10970,,21646.55,,,,,1069.14,2910.62,1385.838,2069.95
9574,2018-11-23,2632.56,92.493,230.763,219.2001,235.75,256.7,433.71,354.37,1100.18,1419.55,50.42,1949,6207,1223.05,10915,6938.984,,5672.4,4013.21,2583.81,1179.24,1072.77,2955.01,1335.153,2057.48
9575,2018-11-26,2673.45,93.583,233.007,223.8243,236.96,262.73,442.61,352.88,1106.76,1420.64,51.63,1951.5,6189,1222.4,10875,7081.853,21812,5794.83,4106.83,2642.5,1201.721,1086.15,2989.48,1330.928,2083.02
9576,2018-11-27,2682.17,93.042,228.427,223.8975,233.88,262.81,446.44,351.65,1118.94,1422.28,51.56,1930.5,6121.5,1215.05,10775,7082.7,21952.4,5809.97,4102.63,2644.86,1204.076,1084.54,2978.47,1336.676,2099.42
9577,2018-11-28,2743.79,93.645,228.713,230.7271,235.47,271.63,455.79,355.36,1140.1,1432.13,50.29,1932,6200,1221.23,10800,7291.592,22177.02,5985.64,4238.12,2726.71,1231.449,1084.29,2997.17,1355.379,2108.22
9578,2018-11-29,2737.76,95.208,233.014,229.9435,238.3,269.97,454.4,360.78,1120.04,1440.38,51.45,1940,6212,1224.21,11055,7273.083,22262.6,5982.92,4219.45,2709.67,1221.43,1085.83,3040.07,1325.431,2114.1
9579,2018-11-30,2760.17,94.175,230.209,231.7716,237.55,272.76,454.12,359.34,1133.48,1452.38,50.93,1958,6198.5,1220.52,11200,7330.537,22351.06,6003.16,4259.35,2734.29,1239.602,1084.15,3012.08,1337.742,2096.86
9580,2018-12-03,2790.37,97.049,235.925,236.8275,242.81,278.51,470.95,368.89,1184.96,1495.98,52.95,1974,6295,1230.67,11250,7441.512,22574.76,6103.68,4336.94,2787.08,1272.737,1098.18,3072.78,1381.547,2131.93
9581,2018-12-04,2700.06,95.549,233.484,228.4161,238.2,267.73,467.24,365.87,1183.02,1490.18,53.25,1974,6209,1238.54,11150,7158.426,22036.05,5882.85,4159.31,2679.06,1209.346,1087.51,3042.33,1387.49,2114.35
9976,2018-12-05,,93.768,229.67,227.9381,236.38,,455.14,361.82,1152.88,1467.45,52.89,1969,6175,1237.29,11225,,21919.33,,,,,1075.43,2994.11,1380.776,2101.31
9582,2018-12-06,2695.95,91.554,222.247,227.7664,231.43,268.52,440.45,356.3,1110.63,1434.38,51.49,1936,6070,1237.78,10850,7188.258,21501.62,5917.68,4176.21,2687.09,1202.825,1041.42,2914.29,1350.753,2068.69
9583,2018-12-07,2633.08,91.567,224.921,220.8732,230.02,259.09,443.82,358.11,1103.48,1424.38,52.61,1955,6145,1249.31,10910,6969.252,21678.68,5753.69,4031.48,2593.68,1157.862,1044.9,2917.96,1350.696,2075.76
9584,2018-12-10,2637.72,90.721,218.5,223.0221,226.9,262.66,435.02,350.45,1087.83,1410.8,51,1938,6089,1244.46,10800,7020.521,21219.5,5771.42,4091.79,2636.28,1174.185,1029.61,2854.64,1332.527,2053.79
9585,2018-12-11,2636.78,92.427,222.287,223.1756,227.55,262.79,437.42,350.83,1105.02,1405.84,51.65,1939,6168,1243.25,10770,7031.832,21148.02,5775.03,4105.19,2643.95,1181.479,1042.79,2904.49,1343.896,2052.97
9586,2018-12-12,2651.07,94.633,227.241,225.5963,231.27,264.97,443.99,355.05,1118.78,1405.25,51.15,1939,6140,1245.66,10795,7098.312,21602.75,5827.2,4146.19,2666.2,1198.899,1061.5,2964.33,1346.031,2082.57
9587,2018-12-13,2650.54,93.984,227.126,225.7105,230.66,265.32,445.12,357.31,1122.79,1446.54,52.58,1932,6155,1241.99,10850,7070.334,21816.19,5798.49,4153.48,2674.1,1194.595,1062.3,2940.68,1360.922,2095.55
9588,2018-12-14,2599.95,92.634,224.06,220.4457,227.96,258.88,434.97,354.91,1089.7,1420.91,51.2,1926,6131.5,1239.02,11080,6910.665,21374.83,5654.08,4057.58,2609.24,1177.565,1055.25,2901.07,1327.416,2069.38
9589,2018-12-17,2545.94,91.679,223.546,216.0139,226.69,253,436.18,355.58,1084.57,1417.55,49.88,1942,6123,1245.85,10985,6753.732,21506.88,5516.98,3965.21,2550.47,1162.463,1043.51,2868.71,1323.315,2071.09
9590,2018-12-18,2546.16,91.036,223.327,217.327,227.02,255.18,433.45,354.49,1062.96,1409.56,46.24,1925,5970,1249.42,10835,6783.912,21115.45,5536.04,4015.86,2578.6,1177.363,1036.41,2844.32,1312.552,2062.11
9591,2018-12-19,2506.96,91.492,227.219,213.9003,226.83,250.33,437.44,357.36,1057.39,1406.23,47.2,1927,6015,1243.08,10950,6636.827,20987.92,5424.63,3916.99,2517.17,1127.442,1040.5,2848.35,1294.485,2078.84
9592,2018-12-20,2467.42,89.103,222.548,209.5531,222.87,245.59,430.56,354.77,1046.41,1386.34,45.88,1912,6000,1259.86,10910,6528.407,20392.58,5327.07,3855.2,2475.06,1117.742,1022.78,2778.72,1297.102,2060.12
9593,2018-12-21,2416.62,88.43,224.409,203.9176,222.42,238.17,431.64,353.75,1024.9,1369.29,45.59,1909,5991,1256.94,10875,6332.995,20166.19,5162.69,3730.89,2392.93,1101.295,1020.98,2779.64,1284.665,2061.49
9594,2018-12-24,2351.1,87.768,224.113,199.2544,220.6,231.84,429.82,352.5,1023.78,1359.05,42.53,1893,5955.5,1269.22,10890,6192.919,,5040.94,3647.99,2331.36,1069.391,1012.64,2779.64,1295.719,2055.01
9977,2018-12-25,,87.768,224.113,198.6667,219.63,,427.34,351.2,1022.75,1355.98,,,,1268.54,,,19155.74,,,,,1012.64,,1285.187,
9595,2018-12-26,2467.7,87.983,223.731,209.0341,223.38,245.85,424.22,349.98,1023.64,1356.76,46.22,,,1267.14,,6554.355,19327.06,5323.56,3882.31,2481.49,1131.103,1013.14,,1279.788,2028.01
9596,2018-12-27,2488.83,87.635,220.116,210.9865,225.05,247.83,430.56,349.66,1009.09,1357.06,44.61,1851.5,5986.5,1275.71,10765,6579.492,20077.62,5341.97,3899.75,2492.23,1139.488,999.73,2751.94,1264.23,2028.44
9597,2018-12-28,2485.74,89.869,224.368,211.0512,225.99,247.34,434.75,354.9,1015.34,1362.61,45.33,1845,5997,1280.71,10730,6584.522,20014.77,5357.86,3891.73,2486.45,1147.366,1015.45,2802.48,1267.869,2041.04
9598,2018-12-31,2506.85,90.269,225.496,212.957,227.66,249.71,435.37,355.58,1028.3,1369.68,45.41,1846,5965,1282.49,10690,6635.277,,5401.05,3910.57,2501.97,1155.173,1020.82,,,
9978,2019-01-01,,90.269,225.496,212.9592,227.67,,435.57,355.44,1028.3,1369.68,,,,1282.6,,,,,,,,1020.82,,,
9599,2019-01-02,2510.03,89.687,221.946,212.9528,226.2,249.8,429.58,352.07,1004.13,1338.16,46.54,1797,5842,1284.59,10875,6665.938,,5437.91,3929.34,2513.67,1165.302,1018.53,2821.3,1256.389,2010
9600,2019-01-03,2447.89,86.099,218.402,203.2312,222.96,237.16,418.94,348.77,981.98,1317.84,47.09,1835,5736,1294.28,10875,6463.504,,5339.2,3731.64,2386.85,1096.026,1006.4,2761.57,1246.365,1993.7
9601,2019-01-04,2531.94,88.878,228.928,210.806,229.84,247.59,413.72,356.13,994.37,1322.99,47.96,1865,5918,1286.05,11110,6738.857,19561.96,5558.94,3903.53,2498.82,1143.964,1036.13,2853.99,1279.489,2010.25
9602,2019-01-07,2549.69,90.628,230.375,213.3579,232.05,249.91,426.06,360.93,1016.42,1349.1,48.52,1878.5,5923,1289.21,11155,6823.471,20038.97,5655.69,3929.9,2513.89,1166.24,1033.96,2907.56,1301.407,2037.1
9603,2019-01-08,2574.41,91.465,231.672,215.3457,233.72,252.24,421.55,360.68,1028.19,1345.48,49.78,1864.5,5906,1285.39,11180,6896.999,20204.04,5731.56,3970.7,2542.12,1160.546,1041.46,2922.52,1299.89,2025.27
9604,2019-01-09,2584.96,94.185,235.906,218.3865,236.1,255.43,433.86,366.9,1049.76,1371.31,52.36,1852.5,5958,1293.56,11250,6957.077,20427.06,5752.59,4023.59,2571.7,1189.842,1048.15,2942.76,1306.945,2064.71
9605,2019-01-10,2596.64,93.868,235.567,219.0203,236.26,256.6,436.77,367.51,1075,1378.23,52.59,1861,5930,1286.65,11250,6986.068,20163.8,5767.43,4038.24,2576.89,1201.398,1049.6,2924.5,1303.476,2063.28
9606,2019-01-11,2596.26,93.254,234.314,218.8414,235.57,256.28,442.27,366.7,1088.95,1382.14,51.59,1836,5942,1290.25,11460,6971.476,20359.7,5756.73,4022.9,2569.06,1213.043,1047.78,2911.53,1313.357,2075.57
9607,2019-01-14,2582.61,91.867,233.35,216.7938,234.47,253.83,437.01,364.49,1075.16,1378.25,50.51,1828,5897,1291.72,11390,6905.916,,5713.68,3978.8,2547.72,1194.277,1042.86,2861.98,1303.75,2064.52
9608,2019-01-15,2610.3,92.545,234.009,219.9242,234.36,257.48,446.59,366.5,1107.09,1406.04,52.11,1845,5920,1289.51,11670,7023.834,20555.29,5808.67,4058.06,2598.64,1197.029,1047.59,2885.1,1323.161,2097.18
9609,2019-01-16,2616.1,92.606,234.277,219.9931,234.47,257.74,446.52,367.05,1098.95,1402.8,52.31,1859,5970,1293.67,11630,7034.693,20442.75,5813.71,4060.18,2598.02,1187.186,1052.08,2913.18,1321.524,2106.1
9610,2019-01-17,2635.96,92.881,235.203,221.3219,236.54,259.49,449.07,367.86,1088.63,1404.01,52.07,1858,5992,1292.05,11590,7084.463,20402.27,5850.86,4091.28,2616.95,1200.755,1050.28,2903.58,1309.145,2107.06
9611,2019-01-18,2670.71,95.593,240.063,224.7697,240,263.42,451.66,371.14,1118.83,1423.95,53.8,1870,6052,1282.11,11820,7157.228,20666.07,5884.33,4147.68,2654.21,1228.328,1070.91,2956.47,1322.136,2124.28
9979,2019-01-21,,95.337,239.029,224.7885,239.98,,455.62,371.62,1136.18,1413.59,,1852,5981,1280.47,11800,,20719.33,,,,,1067.46,2976.26,1330.165,2124.61
9612,2019-01-22,2632.9,94.545,236.973,221.1737,237.28,258.82,452.27,369.74,1111.96,1393.31,52.57,1883,5935,1285.22,11585,7020.356,20622.91,5760.1,4057.34,2602.74,1193.356,1062.57,2954.27,1314.584,2117.77
9613,2019-01-23,2638.7,95.022,235.248,221.9057,235.78,259.83,449.89,369.97,1101.59,1399.91,52.62,1909,5951.5,1282.72,11700,7025.768,20593.72,5778.25,4059.48,2613.84,1185.945,1064.03,2977.16,1316.281,2127.78
9614,2019-01-24,2642.33,97.412,235.032,224.3412,235.55,262.31,456.99,371.54,1133.58,1407.18,53.13,1890.5,5922,1281.21,11770,7073.461,20574.63,5810.65,4101.18,2631.28,1253.914,1069.78,2990.21,1322.301,2145.03
9615,2019-01-25,2664.76,99.534,240.748,227.9539,240.57,266.31,469.74,374.77,1145.73,1421.64,53.69,1920,6056,1305.25,11965,7164.864,20773.56,5870.26,4171.03,2671.07,1281.161,1082.12,3026.65,1319.972,2177.73
9616,2019-01-28,2643.85,98.479,240.107,225.2516,240.25,262.74,472.01,363.03,1138.25,1432.22,51.99,1867,6002,1303.36,11825,7085.685,20649,5828.77,4108.06,2630.74,1254.402,1073.45,2990.98,1314.992,2177.3
9617,2019-01-29,2640,97.948,242.064,222.999,242.46,260.03,470.7,364.63,1138.54,1430.13,53.31,1892,6050,1311.79,12120,7028.291,20664.64,5788.23,4052.13,2596.93,1236.251,1078.52,3011.67,1300.339,2183.36
9618,2019-01-30,2681.05,97.387,244.737,228.6826,245.17,267.94,473.66,371.21,1133.92,1435.29,54.23,1909.5,6136,1319.91,12350,7183.08,20556.54,5896.42,4191.08,2687.57,1271.759,1080.86,3016.93,1283.709,2206.2
9619,2019-01-31,2704.1,97.768,245.084,229.2686,245.19,268.09,474.53,372.92,1147.98,1469.14,53.79,1910,6169,1321.25,12480,7281.737,20773.49,5995.87,4247.41,2724.67,1272.09,1080.08,3011.64,1274.744,2204.85
9620,2019-02-01,2706.53,96.968,246.797,230.4363,245.76,269.8,475.51,372.81,1159.99,1485.59,55.26,1883,6139,1317.98,12660,7263.868,20788.39,5931.44,4250.42,2724.73,1287.402,1081.66,3001.77,1309.991,2203.46
9621,2019-02-04,2724.87,97.306,246.513,233.7377,245.43,273.99,475.29,370.1,1161.03,1483.46,54.56,1919,6168,1312.25,13260,7347.536,20883.77,5973.89,4334.81,2777.14,1293.879,1080.34,3028.41,,
9622,2019-02-05,2737.7,98.638,248.893,235.8851,247.57,276.44,475.22,371.68,1162.05,1483.9,53.66,1922,6233,1315.32,13040,7402.084,20844.45,6027.75,4381.24,2805.12,1300.132,1097.93,3078.76,,
9623,2019-02-06,2731.61,100.305,248.798,236.7315,246.88,277.13,475.86,369.59,1160.62,1483.61,54.01,1907,6279,1306.6,12925,7375.281,20874.06,5983.32,4371.12,2801.89,1333.757,1099.29,3093.39,,
9624,2019-02-07,2706.05,97.423,242.739,233.458,243.03,273.31,475.33,367.42,1158.57,1483.32,52.64,1894,6246,1310.11,12985,7288.352,20751.28,5936.09,4304.04,2754.47,1303.915,1076.94,3024.69,,2203.42
9625,2019-02-08,2707.88,96.541,239.474,233.9487,240.5,274.71,470.02,364.19,1173.16,1483.91,52.72,1881,6210,1314.29,12570,7298.198,20333.17,5932.12,4311.83,2762.93,1302.422,1069.03,2986.9,,2177.05
9626,2019-02-11,2709.8,97.457,240.056,234.0985,240.88,274.83,475.57,359.84,1204.84,1485.78,52.41,1880,6150,1308.12,12490,7307.905,,5937.9,4305.07,2756.77,1308.884,1078.99,3021.91,1347.937,2180.73
9627,2019-02-12,2744.73,98.226,242.278,237.3879,244.6,278.58,482.3,363.07,1225.26,1486.48,53.1,1861,6106,1310.8,12410,7414.619,20864.21,6036.37,4371.84,2792.29,1336.718,1087.49,3047.46,1364.146,2190.47
9628,2019-02-13,2753.03,99.15,244.875,237.9564,245.74,278.91,484.39,365.93,1262.89,1528.83,53.9,1860,6125,1306.27,12405,7420.378,21144.48,6044.75,4370.7,2792.74,1340.711,1091.44,3078.52,1389.683,2201.48
9629,2019-02-14,2745.73,99.843,243.903,238.4432,245.18,279.29,485.78,364.63,1255.26,1530.46,54.41,1850,6137,1312.57,12200,7426.955,21139.71,6033.96,4380.69,2798.19,1344.106,1086.09,3089.96,1398.842,2225.85
9630,2019-02-15,2775.6,100.269,247.85,240.0163,247.65,281.53,477.28,364.33,1222.05,1498.18,55.59,1859,6188,1322.49,12400,7472.41,20900.63,6065.39,4388.19,2808.76,1351.18,1105.14,3121.1,1389.467,2196.09
9980,2019-02-18,,101.024,249.62,240.3127,249.18,,481.15,366.1,1259.97,1539.58,,1856,6275,1326.89,12455,,21281.85,,,,,1107.81,3139.87,1440.951,2210.89
9631,2019-02-19,2779.76,100.806,250.142,240.4126,250.27,281.67,477.55,369.04,1251.04,1534.29,56.09,1856,6319,1340.94,12660,7486.766,21302.65,6088.73,4392.68,2811.13,1348.486,1105.95,3146.14,1443.598,2205.63
9632,2019-02-20,2784.7,101.295,253.834,240.415,254.21,281.67,488.31,376.83,1269.16,1577.68,56.92,1868,6405,1338.44,12905,7489.069,21431.49,6089.85,4392.89,2809.78,1360.279,1113.19,3132.58,1448.238,2229.76
9633,2019-02-21,2774.88,100.979,251.465,240.4345,252.35,281.74,490.39,375.99,1305.11,1588.29,56.96,1905,6380,1323.63,12850,7459.708,21464.23,6080.4,4378.91,2804.84,1350.251,1112.62,3115.15,1444.347,2228.66
9634,2019-02-22,2792.67,102.065,254.099,243.3479,253.77,285.36,493.27,378.89,1375.83,1591.34,57.26,1913,6478,1329.4,12990,7527.545,21425.51,6104.06,4434.08,2839.27,1364.777,1114.54,3117.99,1477.248,2230.5
