,date,KRX_close,KRX_vol,KRX_change,hynix_close,hynix_vol,hynix_change
2698,2013-05-23,"1,806.28","41,225,800",0.46,"31,400","7,512,672",0.32
2699,2013-05-24,"1,818.07","23,315,800",0.65,"31,400","3,871,042",0.0
2700,2013-05-25,,,,,,
2701,2013-05-26,,,,,,
2702,2013-05-27,"1,828.91","14,685,000",0.6,"31,400","2,849,669",0.0
2703,2013-05-28,"1,839.15","22,773,500",0.56,"31,400","4,431,590",0.0
2704,2013-05-29,"1,850.46","16,938,100",0.61,"32,000","4,381,622",1.91
2705,2013-05-30,"1,830.65","28,004,400",-1.07,"31,850","10,882,238",-0.47
2706,2013-05-31,"1,840.25","19,857,400",0.52,"32,200","3,870,613",1.1
2707,2013-06-01,,,,,,
2708,2013-06-02,,,,,,
2709,2013-06-03,"1,820.97","11,400,600",-1.05,"31,900","3,449,693",-0.93
2710,2013-06-04,"1,832.93","17,543,900",0.66,"32,250","3,233,657",1.1
2711,2013-06-05,"1,791.10","14,543,400",-2.28,"31,150","4,570,226",-3.41
2712,2013-06-06,,,,,,
2713,2013-06-07,"1,737.49","19,875,400",-2.99,"31,100","5,758,634",-0.16
2714,2013-06-08,,,,,,
2715,2013-06-09,,,,,,
2716,2013-06-10,"1,786.70","17,621,900",2.83,"32,650","6,709,195",4.98
2717,2013-06-11,"1,768.99","15,547,800",-0.99,"32,500","3,941,737",-0.46
2718,2013-06-12,"1,758.10","11,445,500",-0.62,"32,350","2,590,486",-0.46
2719,2013-06-13,"1,740.92","15,817,500",-0.98,"32,050","6,075,091",-0.93
2720,2013-06-14,"1,716.81","13,425,800",-1.38,"31,500","3,971,095",-1.72
2721,2013-06-15,,,,,,
2722,2013-06-16,,,,,,
2723,2013-06-17,"1,679.73","16,263,700",-2.16,"30,450","6,582,178",-3.33
2724,2013-06-18,"1,731.80","12,816,100",3.1,"31,750","5,215,736",4.27
2725,2013-06-19,"1,731.62","12,545,900",-0.01,"31,900","4,438,175",0.47
2726,2013-06-20,"1,704.85","13,286,600",-1.55,"31,050","4,371,986",-2.66
2727,2013-06-21,"1,690.31","14,212,100",-0.85,"30,800","5,163,521",-0.81
2728,2013-06-22,,,,,,
2729,2013-06-23,,,,,,
2730,2013-06-24,"1,639.21","13,689,500",-3.02,"29,750","4,897,019",-3.41
2731,2013-06-25,"1,587.17","20,493,600",-3.17,"29,500","6,659,713",-0.84
2732,2013-06-26,"1,599.02","16,489,300",0.75,"30,250","5,040,418",2.54
2733,2013-06-27,"1,667.39","15,922,900",4.28,"30,650","5,209,137",1.32
2734,2013-06-28,"1,675.49","11,681,300",0.49,"31,200","4,309,458",1.79
2735,2013-06-29,,,,,,
2736,2013-06-30,,,,,,
2737,2013-07-01,"1,681.32","9,567,000",0.35,"31,550","4,062,599",1.12
2738,2013-07-02,"1,628.26","30,378,300",-3.16,"28,800","21,019,436",-8.72
2739,2013-07-03,"1,611.81","18,564,300",-1.01,"28,750","10,969,350",-0.17
2740,2013-07-04,"1,618.07","24,606,200",0.39,"28,750","9,130,872",0.0
2741,2013-07-05,"1,589.41","16,789,900",-1.77,"28,400","7,983,219",-1.22
2742,2013-07-06,,,,,,
2743,2013-07-07,,,,,,
2744,2013-07-08,"1,548.97","15,527,700",-2.54,"27,800","7,227,558",-2.11
2745,2013-07-09,"1,584.67","14,533,400",2.3,"28,350","5,276,470",1.98
2746,2013-07-10,"1,560.84","22,265,400",-1.5,"27,500","6,362,139",-3.0
2747,2013-07-11,"1,615.61","30,203,600",3.51,"28,400","6,330,650",3.27
2748,2013-07-12,"1,626.11","22,078,600",0.65,"28,500","4,499,172",0.35
2749,2013-07-13,,,,,,
2750,2013-07-14,,,,,,
2751,2013-07-15,"1,629.68","16,739,200",0.22,"28,450","2,613,544",-0.18
2752,2013-07-16,"1,643.07","22,530,700",0.82,"28,450","2,886,705",0.0
2753,2013-07-17,"1,654.12","31,176,200",0.67,"28,600","4,374,401",0.53
2754,2013-07-18,"1,658.76","24,027,300",0.28,"29,200","6,437,820",2.1
2755,2013-07-19,"1,648.20","25,018,800",-0.64,"28,400","5,306,867",-2.74
2756,2013-07-20,,,,,,
2757,2013-07-21,,,,,,
2758,2013-07-22,"1,633.05","28,118,000",-0.92,"28,000","5,042,732",-1.41
2759,2013-07-23,"1,640.83","18,055,300",0.48,"28,200","4,952,809",0.71
2760,2013-07-24,"1,651.60","13,505,700",0.66,"28,550","3,818,831",1.24
2761,2013-07-25,"1,648.35","16,099,600",-0.2,"28,600","6,778,488",0.18
2762,2013-07-26,"1,648.68","23,253,500",0.02,"28,150","7,755,181",-1.57
2763,2013-07-27,,,,,,
2764,2013-07-28,,,,,,
2765,2013-07-29,"1,625.59","33,224,100",-1.4,"27,000","15,227,768",-4.09
2766,2013-07-30,"1,639.33","29,622,800",0.85,"27,100","6,903,868",0.37
2767,2013-07-31,"1,649.60","15,744,900",0.63,"27,200","4,386,284",0.37
2768,2013-08-01,"1,657.32","27,064,100",0.47,"27,400","6,151,190",0.74
2769,2013-08-02,"1,660.59","18,872,100",0.2,"27,450","6,877,232",0.18
2770,2013-08-03,,,,,,
2771,2013-08-04,,,,,,
2772,2013-08-05,"1,658.69","15,005,200",-0.11,"27,400","4,180,804",-0.18
2773,2013-08-06,"1,634.26","17,955,600",-1.47,"27,550","4,125,157",0.55
2774,2013-08-07,"1,610.15","19,575,500",-1.48,"26,550","7,771,130",-3.63
2775,2013-08-08,"1,601.11","17,161,400",-0.56,"26,200","5,396,449",-1.32
2776,2013-08-09,"1,610.94","12,002,800",0.61,"26,650","4,669,522",1.72
2777,2013-08-10,,,,,,
2778,2013-08-11,,,,,,
2779,2013-08-12,"1,613.30","18,394,100",0.15,"27,000","3,849,323",1.31
2780,2013-08-13,"1,667.54","28,037,900",3.36,"28,300","8,719,662",4.81
2781,2013-08-14,"1,702.15","27,922,900",2.08,"29,150","10,262,550",3.0
2782,2013-08-15,,,,,,
2783,2013-08-16,"1,693.43","17,802,300",-0.51,"28,700","5,110,848",-1.54
2784,2013-08-17,,,,,,
2785,2013-08-18,,,,,,
2786,2013-08-19,"1,684.25","11,310,500",-0.54,"28,550","2,594,470",-0.52
2787,2013-08-20,"1,672.76","20,923,000",-0.68,"28,500","5,699,909",-0.18
2788,2013-08-21,"1,651.23","15,793,400",-1.29,"28,200","3,079,266",-1.05
2789,2013-08-22,"1,614.37","14,339,000",-2.23,"28,050","3,639,542",-0.53
2790,2013-08-23,"1,660.73","12,693,900",2.87,"28,500","4,137,108",1.6
2791,2013-08-24,,,,,,
2792,2013-08-25,,,,,,
2793,2013-08-26,"1,657.23","10,256,900",-0.21,"28,350","2,937,697",-0.53
2794,2013-08-27,"1,639.23","9,509,200",-1.09,"27,950","3,547,412",-1.41
2795,2013-08-28,"1,620.83","14,088,000",-1.12,"27,700","3,556,086",-0.89
2796,2013-08-29,"1,641.36","12,877,000",1.27,"27,450","5,326,833",-0.9
2797,2013-08-30,"1,655.46","14,001,300",0.86,"28,250","5,663,772",2.91
2798,2013-08-31,,,,,,
2799,2013-09-01,,,,,,
2800,2013-09-02,"1,665.00","10,536,500",0.58,"28,300","3,035,909",0.18
2801,2013-09-03,"1,660.66","12,368,000",-0.26,"28,450","3,100,871",0.53
2802,2013-09-04,"1,655.75","9,067,500",-0.3,"28,650","3,042,973",0.7
2803,2013-09-05,"1,671.60","30,872,900",0.96,"28,150","20,625,403",-1.75
2804,2013-09-06,"1,645.63","20,823,400",-1.55,"27,100","12,199,781",-3.73
2805,2013-09-07,,,,,,
2806,2013-09-08,,,,,,
2807,2013-09-09,"1,658.32","15,314,500",0.77,"28,450","9,571,714",4.98
2808,2013-09-10,"1,673.31","14,496,800",0.9,"28,950","6,680,750",1.76
2809,2013-09-11,"1,681.34","22,879,100",0.48,"28,900","4,893,860",-0.17
2810,2013-09-12,"1,680.04","16,350,700",-0.08,"28,900","6,018,991",0.0
2811,2013-09-13,"1,684.48","11,722,200",0.26,"29,000","4,674,307",0.35
2812,2013-09-14,,,,,,
2813,2013-09-15,,,,,,
2814,2013-09-16,"1,694.52","9,960,300",0.6,"29,800","5,218,534",2.76
2815,2013-09-17,"1,702.16","13,391,100",0.45,"30,300","6,788,948",1.68
2816,2013-09-18,,,,,,
2817,2013-09-19,,,,,,
2818,2013-09-20,,,,,,
2819,2013-09-21,,,,,,
2820,2013-09-22,,,,,,
2821,2013-09-23,"1,700.24","11,153,500",-0.11,"30,550","4,872,847",0.83
2822,2013-09-24,"1,710.24","10,297,100",0.59,"30,500","3,788,474",-0.16
2823,2013-09-25,"1,693.41","11,057,200",-0.98,"29,750","4,839,999",-2.46
2824,2013-09-26,"1,715.69","13,818,300",1.32,"30,350","4,297,077",2.02
2825,2013-09-27,"1,729.19","9,830,400",0.79,"30,350","3,597,617",0.0
2826,2013-09-28,,,,,,
2827,2013-09-29,,,,,,
2828,2013-09-30,"1,721.85","10,461,300",-0.42,"30,250","3,883,347",-0.33
2829,2013-10-01,"1,715.48","10,506,700",-0.37,"29,950","3,094,789",-0.99
2830,2013-10-02,"1,751.42","18,448,700",2.1,"31,150","7,077,277",4.01
2831,2013-10-03,,,,,,
2832,2013-10-04,"1,776.62","27,008,000",1.44,"32,450","10,794,205",4.17
2833,2013-10-05,,,,,,
2834,2013-10-06,,,,,,
2835,2013-10-07,"1,781.43","17,543,400",0.27,"32,900","10,211,692",1.39
2836,2013-10-08,"1,773.42","27,782,000",-0.45,"32,750","20,161,933",-0.46
2837,2013-10-09,,,,,,
2838,2013-10-10,"1,787.66","14,463,800",0.8,"33,600","6,362,115",2.6
2839,2013-10-11,"1,808.94","18,522,500",1.19,"33,350","6,953,280",-0.74
2840,2013-10-12,,,,,,
2841,2013-10-13,,,,,,
2842,2013-10-14,"1,797.84","11,892,600",-0.61,"33,100","4,504,637",-0.75
2843,2013-10-15,"1,810.10","11,967,200",0.68,"33,450","2,875,473",1.06
2844,2013-10-16,"1,807.25","11,829,300",-0.16,"33,400","3,964,240",-0.15
2845,2013-10-17,"1,798.25","12,428,300",-0.5,"33,800","3,432,731",1.2
2846,2013-10-18,"1,816.73","11,566,500",1.03,"34,600","4,896,108",2.37
2847,2013-10-19,,,,,,
2848,2013-10-20,,,,,,
2849,2013-10-21,"1,812.81","11,874,400",-0.22,"34,100","4,601,446",-1.45
2850,2013-10-22,"1,792.26","13,732,700",-1.13,"32,600","9,113,649",-4.4
2851,2013-10-23,"1,765.32","12,428,000",-1.5,"32,500","5,848,372",-0.31
2852,2013-10-24,"1,778.22","10,346,000",0.73,"33,100","3,285,591",1.85
2853,2013-10-25,"1,785.44","10,216,300",0.41,"32,600","3,464,261",-1.51
2854,2013-10-26,,,,,,
2855,2013-10-27,,,,,,
2856,2013-10-28,"1,793.93","9,063,000",0.48,"33,100","3,104,202",1.53
2857,2013-10-29,"1,778.18","11,588,100",-0.88,"31,950","6,681,059",-3.47
2858,2013-10-30,"1,806.81","16,360,900",1.61,"32,850","4,858,305",2.82
2859,2013-10-31,"1,781.03","14,385,600",-1.43,"31,950","4,023,353",-2.74
2860,2013-11-01,"1,814.18","13,659,800",1.86,"33,250","4,753,636",4.07
2861,2013-11-02,,,,,,
2862,2013-11-03,,,,,,
2863,2013-11-04,"1,803.25","11,367,300",-0.6,"33,050","2,893,775",-0.6
2864,2013-11-05,"1,770.72","10,060,900",-1.8,"32,550","1,860,583",-1.51
2865,2013-11-06,"1,749.97","9,803,500",-1.17,"32,500","1,872,076",-0.15
2866,2013-11-07,"1,735.10","13,957,900",-0.85,"32,350","1,825,749",-0.46
2867,2013-11-08,"1,704.30","14,636,100",-1.78,"32,250","2,964,930",-0.31
2868,2013-11-09,,,,,,
2869,2013-11-10,,,,,,
2870,2013-11-11,"1,679.81","11,972,600",-1.44,"31,500","3,518,342",-2.33
2871,2013-11-12,"1,718.07","9,314,700",2.28,"31,950","3,027,493",1.43
2872,2013-11-13,"1,690.74","8,510,400",-1.59,"31,550","2,266,975",-1.25
2873,2013-11-14,"1,715.01","8,200,300",1.44,"32,300","3,084,645",2.38
2874,2013-11-15,"1,755.69","10,780,400",2.37,"33,700","5,187,831",4.33
2875,2013-11-16,,,,,,
2876,2013-11-17,,,,,,
2877,2013-11-18,"1,753.48","8,287,400",-0.13,"33,750","2,917,194",0.15
2878,2013-11-19,"1,744.60","10,450,600",-0.51,"33,450","2,790,771",-0.89
2879,2013-11-20,"1,712.76","10,148,600",-1.83,"32,500","4,652,929",-2.84
2880,2013-11-21,"1,696.95","8,390,500",-0.92,"32,050","3,397,106",-1.38
2881,2013-11-22,"1,705.73","8,082,200",0.52,"32,400","3,511,174",1.09
2882,2013-11-23,,,,,,
2883,2013-11-24,,,,,,
2884,2013-11-25,"1,731.90","6,792,200",1.53,"33,250","2,869,284",2.62
2885,2013-11-26,"1,750.30","7,768,800",1.06,"33,600","3,288,876",1.05
2886,2013-11-27,"1,757.19","11,434,800",0.39,"34,600","6,944,989",2.98
2887,2013-11-28,"1,784.88","11,760,300",1.58,"35,450","6,520,172",2.46
2888,2013-11-29,"1,786.18","9,265,800",0.07,"35,400","4,030,182",-0.14
2889,2013-11-30,,,,,,
2890,2013-12-01,,,,,,
2891,2013-12-02,"1,771.36","8,688,500",-0.83,"35,700","3,268,831",0.85
2892,2013-12-03,"1,739.76","10,150,000",-1.78,"34,700","4,945,227",-2.8
2893,2013-12-04,"1,729.18","7,499,700",-0.61,"34,800","3,284,235",0.29
2894,2013-12-05,"1,723.47","7,899,000",-0.33,"34,250","4,205,701",-1.58
2895,2013-12-06,"1,738.71","9,308,200",0.88,"35,500","4,156,598",3.65
2896,2013-12-07,,,,,,
2897,2013-12-08,,,,,,
2898,2013-12-09,"1,751.05","9,557,200",0.71,"36,350","5,211,103",2.39
2899,2013-12-10,"1,747.65","10,221,400",-0.19,"36,500","5,070,477",0.41
2900,2013-12-11,"1,736.13","7,613,800",-0.66,"36,800","3,600,547",0.82
2901,2013-12-12,"1,729.12","9,536,500",-0.4,"36,450","5,008,826",-0.95
2902,2013-12-13,"1,723.42","6,815,100",-0.33,"36,500","2,488,730",0.14
2903,2013-12-14,,,,,,
2904,2013-12-15,,,,,,
2905,2013-12-16,"1,725.78","8,683,600",0.14,"37,150","3,285,802",1.78
2906,2013-12-17,"1,709.92","9,377,400",-0.92,"36,600","3,534,783",-1.48
2907,2013-12-18,"1,708.09","10,274,700",-0.11,"35,550","4,929,380",-2.87
2908,2013-12-19,"1,696.56","15,554,600",-0.68,"34,900","6,726,027",-1.83
2909,2013-12-20,"1,708.11","8,419,700",0.68,"35,300","3,905,267",1.15
2910,2013-12-21,,,,,,
2911,2013-12-22,,,,,,
2912,2013-12-23,"1,731.87","9,957,000",1.39,"37,000","5,630,251",4.82
2913,2013-12-24,"1,724.80","6,632,900",-0.41,"36,750","2,771,057",-0.68
2914,2013-12-25,,,,,,
2915,2013-12-26,"1,708.97","8,248,100",-0.92,"36,000","3,738,849",-2.04
2916,2013-12-27,"1,728.70","6,060,500",1.15,"36,650","2,088,963",1.81
2917,2013-12-28,,,,,,
2918,2013-12-29,,,,,,
2919,2013-12-30,"1,737.83","11,148,500",0.53,"36,800","2,537,422",0.41
2920,2013-12-31,,,,,,
2921,2014-01-01,,,,,,
2922,2014-01-02,"1,686.74","10,605,000",-2.94,"35,550","4,503,101",-3.4
2923,2014-01-03,"1,719.31","11,575,800",1.93,"36,300","3,866,819",2.11
2924,2014-01-04,,,,,,
2925,2014-01-05,,,,,,
2926,2014-01-06,"1,743.20","12,450,100",1.39,"37,650","5,489,696",3.72
2927,2014-01-07,"1,755.22","9,887,800",0.69,"37,800","3,365,854",0.4
2928,2014-01-08,"1,768.99","17,435,700",0.78,"39,000","6,541,929",3.17
2929,2014-01-09,"1,774.81","14,431,900",0.33,"38,850","4,456,686",-0.38
2930,2014-01-10,"1,765.79","13,441,200",-0.51,"38,500","4,661,839",-0.9
2931,2014-01-11,,,,,,
2932,2014-01-12,,,,,,
2933,2014-01-13,"1,759.62","9,593,100",-0.35,"38,150","2,173,830",-0.91
2934,2014-01-14,"1,752.87","10,445,100",-0.38,"38,400","2,373,406",0.66
2935,2014-01-15,"1,741.91","20,445,300",-0.63,"36,650","11,312,073",-4.56
2936,2014-01-16,"1,749.91","11,845,100",0.46,"36,550","5,058,860",-0.27
2937,2014-01-17,"1,743.65","9,269,000",-0.36,"36,000","3,390,054",-1.5
2938,2014-01-18,,,,,,
2939,2014-01-19,,,,,,
2940,2014-01-20,"1,778.15","10,871,700",1.98,"36,850","3,038,514",2.36
2941,2014-01-21,"1,781.97","8,703,300",0.21,"36,400","2,458,095",-1.22
2942,2014-01-22,"1,794.99","17,081,600",0.73,"36,300","8,866,139",-0.27
2943,2014-01-23,"1,783.34","14,551,700",-0.65,"35,400","5,413,166",-2.48
2944,2014-01-24,"1,781.32","11,736,500",-0.11,"35,900","4,696,232",1.41
2945,2014-01-25,,,,,,
2946,2014-01-26,,,,,,
2947,2014-01-27,"1,734.67","11,521,700",-2.62,"35,250","3,810,292",-1.81
2948,2014-01-28,"1,767.19","12,226,100",1.87,"36,800","5,134,501",4.4
2949,2014-01-29,"1,786.37","12,044,300",1.09,"37,850","5,768,140",2.85
2950,2014-01-30,,,,,,
2951,2014-01-31,,,,,,
2952,2014-02-01,,,,,,
2953,2014-02-02,,,,,,
2954,2014-02-03,"1,788.06","8,937,200",0.09,"37,950","3,258,954",0.26
2955,2014-02-04,"1,746.57","11,295,800",-2.32,"36,500","5,123,321",-3.82
2956,2014-02-05,"1,739.81","9,209,000",-0.39,"36,650","3,722,340",0.41
2957,2014-02-06,"1,775.42","12,040,500",2.05,"38,600","6,520,048",5.32
2958,2014-02-07,"1,798.55","12,391,900",1.3,"39,300","6,263,133",1.81
2959,2014-02-08,,,,,,
2960,2014-02-09,,,,,,
2961,2014-02-10,"1,797.89","8,052,400",-0.04,"39,000","2,749,618",-0.76
2962,2014-02-11,"1,811.05","7,148,200",0.73,"39,000","1,922,133",0.0
2963,2014-02-12,"1,816.69","7,853,700",0.31,"39,850","3,365,602",2.18
2964,2014-02-13,"1,812.52","8,730,700",-0.23,"39,900","3,408,592",0.13
2965,2014-02-14,"1,807.75","10,156,000",-0.26,"39,050","3,144,548",-2.13
2966,2014-02-15,,,,,,
2967,2014-02-16,,,,,,
2968,2014-02-17,"1,798.98","17,055,800",-0.49,"38,700","3,462,266",-0.9
2969,2014-02-18,"1,814.85","7,173,600",0.88,"38,800","1,740,161",0.26
2970,2014-02-19,"1,820.46","7,031,000",0.31,"39,150","2,779,561",0.9
2971,2014-02-20,"1,799.94","9,437,300",-1.13,"38,800","2,634,888",-0.89
2972,2014-02-21,"1,832.43","9,173,900",1.81,"39,300","3,222,452",1.29
2973,2014-02-22,,,,,,
2974,2014-02-23,,,,,,
2975,2014-02-24,"1,818.79","5,523,200",-0.74,"38,850","1,853,563",-1.15
2976,2014-02-25,"1,823.99","10,364,400",0.29,"38,650","5,377,950",-0.51
2977,2014-02-26,"1,836.00","13,958,600",0.66,"39,250","3,372,770",1.55
2978,2014-02-27,"1,824.80","12,009,600",-0.61,"39,500","2,537,038",0.64
2979,2014-02-28,"1,827.08","13,010,900",0.12,"38,750","3,571,285",-1.9
2980,2014-03-01,,,,,,
2981,2014-03-02,,,,,,
2982,2014-03-03,"1,820.58","8,044,100",-0.36,"38,950","2,334,413",0.52
2983,2014-03-04,"1,826.73","12,024,700",0.34,"38,950","1,659,174",0.0
2984,2014-03-05,"1,839.95","8,267,100",0.72,"39,450","2,287,413",1.28
2985,2014-03-06,"1,843.98","10,317,200",0.22,"39,100","1,894,702",-0.89
2986,2014-03-07,"1,853.77","10,154,900",0.53,"38,550","3,360,351",-1.41
2987,2014-03-08,,,,,,
2988,2014-03-09,,,,,,
2989,2014-03-10,"1,828.62","9,400,600",-1.36,"37,700","3,290,391",-2.2
2990,2014-03-11,"1,846.68","9,299,400",0.99,"37,750","2,570,762",0.13
2991,2014-03-12,"1,815.09","10,382,100",-1.71,"37,400","3,136,809",-0.93
2992,2014-03-13,"1,828.38","15,367,100",0.73,"38,050","2,831,772",1.74
2993,2014-03-14,"1,829.89","17,178,200",0.08,"37,950","4,047,773",-0.26
2994,2014-03-15,,,,,,
2995,2014-03-16,,,,,,
2996,2014-03-17,"1,789.83","11,087,400",-2.19,"36,700","4,053,729",-3.29
2997,2014-03-18,"1,798.12","9,645,100",0.46,"36,350","4,067,115",-0.95
2998,2014-03-19,"1,814.09","8,938,200",0.89,"37,000","3,174,111",1.79
2999,2014-03-20,"1,806.88","6,767,400",-0.4,"36,950","1,966,739",-0.14
3000,2014-03-21,"1,839.72","9,917,100",1.82,"38,700","4,027,721",4.74
3001,2014-03-22,,,,,,
3002,2014-03-23,,,,,,
3003,2014-03-24,"1,827.64","7,849,200",-0.66,"38,150","2,911,594",-1.42
3004,2014-03-25,"1,797.52","9,230,900",-1.65,"37,600","2,484,259",-1.44
3005,2014-03-26,"1,831.26","9,269,100",1.88,"38,400","2,520,441",2.13
3006,2014-03-27,"1,816.92","10,848,000",-0.78,"37,700","2,539,853",-1.82
3007,2014-03-28,"1,818.76","10,948,500",0.1,"37,050","3,497,637",-1.72
3008,2014-03-29,,,,,,
3009,2014-03-30,,,,,,
3010,2014-03-31,"1,810.52","15,593,000",-0.45,"36,000","8,110,589",-2.83
3011,2014-04-01,"1,843.33","12,699,000",1.81,"37,000","4,963,237",2.78
3012,2014-04-02,"1,860.43","11,982,000",0.93,"37,050","3,128,863",0.14
3013,2014-04-03,"1,862.55","12,962,500",0.11,"36,550","2,239,712",-1.35
3014,2014-04-04,"1,873.17","12,027,100",0.57,"37,250","3,042,845",1.92
3015,2014-04-05,,,,,,
3016,2014-04-06,,,,,,
3017,2014-04-07,"1,863.21","10,341,200",-0.53,"37,000","2,614,349",-0.67
3018,2014-04-08,"1,861.13","9,715,900",-0.11,"36,750","2,287,296",-0.68
3019,2014-04-09,"1,844.32","15,232,300",-0.9,"37,650","2,781,992",2.45
3020,2014-04-10,"1,855.35","14,115,500",0.6,"37,700","1,940,111",0.13
3021,2014-04-11,"1,848.89","10,192,700",-0.35,"37,050","2,678,811",-1.72
3022,2014-04-12,,,,,,
3023,2014-04-13,,,,,,
3024,2014-04-14,"1,847.43","8,806,500",-0.08,"36,900","1,769,488",-0.4
3025,2014-04-15,"1,854.61","9,896,800",0.39,"37,400","2,511,655",1.36
3026,2014-04-16,"1,860.13","8,661,500",0.3,"37,650","2,279,437",0.67
3027,2014-04-17,"1,845.99","10,296,500",-0.76,"38,050","2,518,569",1.06
3028,2014-04-18,"1,904.22","21,301,900",3.15,"39,200","6,226,765",3.02
3029,2014-04-19,,,,,,
3030,2014-04-20,,,,,,
3031,2014-04-21,"1,911.46","9,962,600",0.38,"39,400","2,012,021",0.51
3032,2014-04-22,"1,906.40","10,778,400",-0.26,"39,800","4,429,639",1.02
3033,2014-04-23,"1,920.18","15,060,200",0.72,"40,750","6,302,966",2.39
3034,2014-04-24,"1,913.51","13,746,100",-0.35,"40,900","4,202,633",0.37
3035,2014-04-25,"1,895.80","12,904,900",-0.93,"40,750","6,413,507",-0.37
3036,2014-04-26,,,,,,
3037,2014-04-27,,,,,,
3038,2014-04-28,"1,887.15","7,769,700",-0.46,"40,500","2,962,593",-0.61
3039,2014-04-29,"1,877.40","8,236,600",-0.52,"39,700","2,864,162",-1.98
3040,2014-04-30,"1,876.66","10,573,800",-0.04,"40,150","2,280,636",1.13
3041,2014-05-01,,,,,,
3042,2014-05-02,"1,869.92","10,812,600",-0.36,"40,650","3,374,051",1.25
3043,2014-05-03,,,,,,
3044,2014-05-04,,,,,,
3045,2014-05-05,,,,,,
3046,2014-05-06,,,,,,
3047,2014-05-07,"1,844.54","9,196,500",-1.36,"41,100","2,617,891",1.11
3048,2014-05-08,"1,829.46","10,156,500",-0.82,"40,650","2,228,813",-1.09
3049,2014-05-09,"1,840.76","8,068,200",0.62,"41,150","2,286,422",1.23
3050,2014-05-10,,,,,,
3051,2014-05-11,,,,,,
3052,2014-05-12,"1,862.61","7,531,700",1.19,"41,400","2,028,310",0.61
3053,2014-05-13,"1,889.94","11,710,600",1.47,"41,700","2,671,855",0.72
3054,2014-05-14,"1,898.25","8,811,200",0.44,"42,100","2,857,522",0.96
3055,2014-05-15,"1,886.16","8,407,400",-0.64,"42,000","2,002,289",-0.24
3056,2014-05-16,"1,888.19","12,779,700",0.11,"42,250","1,793,135",0.6
3057,2014-05-17,,,,,,
3058,2014-05-18,,,,,,
3059,2014-05-19,"1,865.38","14,043,800",-1.21,"40,900","3,868,734",-3.2
3060,2014-05-20,"1,877.86","17,459,800",0.67,"42,000","3,173,904",2.69
3061,2014-05-21,"1,872.71","9,858,900",-0.27,"41,900","2,044,792",-0.24
3062,2014-05-22,"1,874.88","11,865,100",0.12,"42,400","2,314,558",1.19
3063,2014-05-23,"1,885.52","12,018,300",0.57,"42,350","2,091,017",-0.12
3064,2014-05-24,,,,,,
3065,2014-05-25,,,,,,
3066,2014-05-26,"1,886.26","8,943,800",0.04,"42,400","1,337,761",0.12
3067,2014-05-27,"1,892.69","9,655,300",0.34,"42,200","1,206,673",-0.47
3068,2014-05-28,"1,914.35","8,425,100",1.14,"42,600","2,267,797",0.95
3069,2014-05-29,"1,921.62","8,801,300",0.38,"42,600","2,788,250",0.0
3070,2014-05-30,"1,904.63","15,707,000",-0.88,"44,150","5,719,933",3.64
3071,2014-05-31,,,,,,
3072,2014-06-01,,,,,,
3073,2014-06-02,"1,909.78","10,174,900",0.27,"44,700","2,594,762",1.25
3074,2014-06-03,"1,905.76","11,867,000",-0.21,"44,650","2,452,555",-0.11
3075,2014-06-04,,,,,,
3076,2014-06-05,"1,897.79","12,345,600",-0.42,"46,450","3,867,206",4.03
3077,2014-06-06,,,,,,
3078,2014-06-07,,,,,,
3079,2014-06-08,,,,,,
3080,2014-06-09,"1,886.20","10,952,300",-0.61,"46,100","4,008,341",-0.75
3081,2014-06-10,"1,928.23","8,400,800",2.23,"47,350","2,173,265",2.71
3082,2014-06-11,"1,912.71","11,696,200",-0.8,"47,000","2,699,834",-0.74
3083,2014-06-12,"1,914.19","13,031,000",0.08,"47,400","3,533,745",0.85
3084,2014-06-13,"1,899.77","9,949,500",-0.75,"47,050","2,038,552",-0.74
3085,2014-06-14,,,,,,
3086,2014-06-15,,,,,,
3087,2014-06-16,"1,919.02","10,103,800",1.01,"48,350","2,328,428",2.76
3088,2014-06-17,"1,936.23","10,096,800",0.9,"49,350","3,064,765",2.07
3089,2014-06-18,"1,928.70","15,918,300",-0.39,"49,000","8,540,327",-0.71
3090,2014-06-19,"1,933.08","16,627,300",0.23,"50,700","3,832,975",3.47
3091,2014-06-20,"1,909.13","14,396,700",-1.24,"49,400","7,739,475",-2.56
3092,2014-06-21,,,,,,
3093,2014-06-22,,,,,,
3094,2014-06-23,"1,882.72","12,848,900",-1.38,"48,900","3,331,587",-1.01
3095,2014-06-24,"1,909.11","10,172,300",1.4,"50,300","3,486,605",2.86
3096,2014-06-25,"1,893.99","12,096,000",-0.79,"49,800","2,370,023",-0.99
3097,2014-06-26,"1,881.26","15,770,600",-0.67,"48,750","4,329,921",-2.11
3098,2014-06-27,"1,856.77","10,331,100",-1.3,"47,500","4,132,822",-2.56
3099,2014-06-28,,,,,,
3100,2014-06-29,,,,,,
3101,2014-06-30,"1,876.94","8,908,200",1.09,"48,550","3,033,278",2.21
3102,2014-07-01,"1,904.48","19,469,300",1.47,"48,450","2,661,236",-0.21
3103,2014-07-02,"1,932.66","17,915,500",1.48,"50,400","4,295,212",4.02
3104,2014-07-03,"1,950.99","18,965,400",0.95,"50,900","2,679,502",0.99
3105,2014-07-04,"1,932.68","20,476,900",-0.94,"50,400","2,256,886",-0.98
3106,2014-07-05,,,,,,
