,ticker,index
120,RSTAMOMIndex,eco
121,RSTAXMOMIndex,eco
122,RSTAYOYIndex,eco
123,RSTAXYOYIndex,eco
124,MBRXYOYWIndex,eco
125,SAARTOTLIndex,eco
126,SAARDTOTIndex,eco
127,CONCCONFIndex,eco
128,CONSSENTIndex,eco
129,COMFCOMFIndex,eco
130,COMFBTWRIndex,eco
131,PITLYOYIndex,eco
132,PITLCHNGIndex,eco
133,PCECHY%Index,eco
134,PCECHNCIndex,eco
135,PIDSDPSIndex,eco
136,CICRTOTIndex,eco
137,EHCAUSIndex,eco
138,USCABALIndex,eco
139,USTBTOTIndex,eco
140,USTBEXPIndex,eco
141,USTBIMPIndex,eco
142,USTBEXPYIndex,eco
143,USTBIMPYIndex,eco
144,IMP1YOY%Index,eco
145,IMP1CHNGIndex,eco
146,FRNTTOTLIndex,eco
147,FRNTTNETIndex,eco
148,USGG3MIndex,eco
149,USGG10YRIndex,eco
150,USTW$Index,eco
151,JNVNYOYSIndex,eco
152,JNVNIYOYIndex,eco
153,MPMIJPCAIndex,eco
154,MPMIJPMAIndex,eco
155,MPMIJPSAIndex,eco
156,CNGDPYOYIndex,eco
157,GDPNTTLYIndex,eco
158,CHEFTYOYIndex,eco
159,CNPPIYIndex,eco
160,CPMINDXIndex,eco
161,CPMINORDIndex,eco
162,CPMINEXOIndex,eco
163,CNCILIIndex,eco
164,CNFREXPYIndex,eco
165,CNFRIMPYIndex,eco
166,KOGDPYOYIndex,eco
167,KOGDPQOQIndex,eco
168,KOECPRCYIndex,eco
169,KOECGCPYIndex,eco
170,KOECGVTYIndex,eco
171,KOECEXPYIndex,eco
172,KOECIMPYIndex,eco
173,KOECSPRQIndex,eco
174,KOECGCSYIndex,eco
175,KOECSGVQIndex,eco
176,KOECSEMQIndex,eco
177,KOECSIMQIndex,eco
178,KOECFCOYIndex,eco
179,KOECFCSYIndex,eco
180,OEKRN022Index,eco
181,KOGNICNYIndex,eco
182,KOGNICUYIndex,eco
183,KOGCGDPYIndex,eco
184,KOGCSTOQIndex,eco
185,KODFTOTYIndex,eco
186,KOCPIIndex,eco
187,KOCPIYOYIndex,eco
188,KOCPIMOMIndex,eco
189,SKCITTLIndex,eco
190,SKCIYOYIndex,eco
191,SKCIMOMIndex,eco
192,KOCLLNSIndex,eco
193,KOPPIIndex,eco
194,KOPPIYOYIndex,eco
195,KOPPIMOMIndex,eco
196,KOEAUERSIndex,eco
197,KOEAEMPYIndex,eco
198,KOUETTYIndex,eco
199,KOEAPYIndex,eco
200,KOEAEPRIndex,eco
201,KOQEEYOYIndex,eco
202,KOWDRIndex,eco
203,KOULMGFIndex,eco
204,KOULMGFYIndex,eco
205,KOLPIIndex,eco
206,KOLPIYIndex,eco
207,SKLIOTARIndex,eco
208,KOIPISAIndex,eco
209,KOIPIYIndex,eco
210,KOIPIMOMIndex,eco
211,KOIPMSIndex,eco
212,KOIPMYIndex,eco
213,KOIPMSMIndex,eco
214,KOPSIYIndex,eco
215,KOPIIYIndex,eco
216,KOIPMCIndex,eco
217,KOIPMCYIndex,eco
218,KOIPOPSMIndex,eco
219,KOIVCPEYIndex,eco
220,KOIVCCYIndex,eco
221,KOIVCONYIndex,eco
222,KOCGCGYIndex,eco
223,KOCGCGSMIndex,eco
224,KOSVTOTYIndex,eco
225,KOSVTOTMIndex,eco
226,KOVMPRODIndex,eco
227,KOBSMCIndex,eco
228,KOBSNMCIndex,eco
229,SKBSICIndex,eco
230,SKBSICSAIndex,eco
231,MPMIKRMAIndex,eco
232,OEKRKLARIndex,eco
233,OEKRKLAPIndex,eco
234,SKLILIIndex,eco
235,SKLILYIndex,eco
236,SKLILCIndex,eco
237,SKLICIIndex,eco
238,SKLIINVCIndex,eco
239,SKLICONEIndex,eco
240,SKLIMORDIndex,eco
241,SKLICONTIndex,eco
242,SKLINBARIndex,eco
243,SKLISPRCIndex,eco
244,SKLIINTRIndex,eco
245,SKLIIPALIndex,eco
246,SKLICNSTIndex,eco
247,SKLISVCIIndex,eco
248,SKLIWNRSIndex,eco
249,SKLISHPPIndex,eco
250,SKLIIMPTIndex,eco
251,SKLIEMPPIndex,eco
252,SKLILAPIndex,eco
253,SKLILAIIndex,eco
254,SKLINEIndex,eco
255,SKLICPYIndex,eco
256,KOBONTLIndex,eco
257,KOHSTRIndex,eco
258,KOHPTTLIndex,eco
259,KOHPTYOYIndex,eco
260,KOHCTTLIndex,eco
261,KOHCTYOYIndex,eco
262,KOBLTHMLIndex,eco
263,KOBLTHMYIndex,eco
264,KOUHTTLIndex,eco
265,KORSTIndex,eco
266,KORSTYIndex,eco
267,KODSDEPTIndex,eco
268,KODSDISCIndex,eco
269,KOVMTOTSIndex,eco
270,KOVMDOMSIndex,eco
271,KOVMEXPSIndex,eco
272,KOCCCSIIndex,eco
273,KOHOINCIndex,eco
274,KOHOINCYIndex,eco
275,KOHEUINYIndex,eco
276,KOHHDIndex,eco
277,KOHHDYIndex,eco
278,KOHHLIndex,eco
279,KOHHLYIndex,eco
280,EOKOS002Index,eco
281,KOBPCBIndex,eco
282,EHCAKRYIndex,eco
283,KOBPFINIndex,eco
284,KOBPCAIndex,eco
285,KODIBALIndex,eco
286,KOBPTBIndex,eco
287,KOTRBALIndex,eco
288,KOEXTOTIndex,eco
289,KOIMTOTIndex,eco
290,KOEXTOTYIndex,eco
291,KOIMTOTYIndex,eco
292,KOEXPTIIndex,eco
293,KOEXPTIYIndex,eco
294,KOEXPTIMIndex,eco
295,KOIMPTIIndex,eco
296,KOIMPTIYIndex,eco
297,KOIMPTIMIndex,eco
298,KOFDITIndex,eco
299,KOFDITYIndex,eco
300,KOELTOTIndex,eco
301,KOGFBALIndex,eco
302,KOGFTEXPIndex,eco
303,KOGFTRIndex,eco
304,G7BBKOREIndex,eco
305,GDDBSOKOIndex,eco
306,KOMSMBYIndex,eco
307,KOMSM1YIndex,eco
308,KOMSM2YIndex,eco
309,KOMSM3YIndex,eco
310,KOMSLYIndex,eco
311,KOMSM1FYIndex,eco
312,KOFETOTIndex,eco
313,KOFETOT%Index,eco
314,KORP7DIndex,eco
315,KOCICOBAIndex,eco
316,KOCICONFIndex,eco
317,KRBO3MIndex,eco
318,KWCDCCurncy,eco
319,GVSK10YRIndex,eco
320,Amazon_close,noteco
321,AMD_close,noteco
322,APPLE_close,noteco
323,AppliedMaterials_close,noteco
324,Aspeed_close,noteco
325,Dell_close,noteco
326,Facebook_close,noteco
327,Google_close,noteco
328,HPE_close,noteco
329,Intel_close,noteco
330,LamResearch_close,noteco
331,MediaTek_close,noteco
332,Micron_close,noteco
333,Microsoft_close,noteco
334,Nuvoton_close,noteco
335,Nvidia_close,noteco
336,Philadelphia_close,noteco
337,QCOM_close,noteco
338,SamsungElectronics_close,noteco
339,ShinEtsuChemical_close,noteco
340,Siltronic_close,noteco
341,SKhynix_close,noteco
342,Sumco_close,noteco
343,TokyoElectron_close,noteco
344,TSMC_close,noteco
345,UMC_close,noteco
346,KRXsemiconductor_close,noteco
