DATE|Actual Value|Prediction Value
20161108|-0.0004854598650000597|0.00028339497707828895
20161109|7.242264499991434e-05|0.0001962367462811673
20161110|0.0013182321199999515|0.0009300150507397482
20161111|0.0012933005350000304|-9.198301612764806e-05
20161114|0.0017393058050000133|0.0007338523864746094
20161115|0.0020973058700000102|0.0001931118740365443
20161116|0.002433775250000014|-0.00018596649169921875
20161117|0.00228022021999994|-0.0003579854965209961
20161118|0.002147191674999949|-0.00017268823832994454
20161121|0.0024089530999999997|0.00029940468630402335
20161122|0.00242891489999999|0.00021800058409246224
20161123|0.001984880789999988|0.00020241094151708433
20161124|0.001636566135000006|-0.0003454730094121795
20161125|0.001934093270000048|0.00016454121799278944
20161128|0.0018197271750000077|0.0002497641091692383
20161129|0.0017365688999999573|-3.16925923951598e-05
20161130|0.0018589645950000567|0.0004975662216784194
20161201|0.0010584876600000293|-2.7227491419958954e-05
20161202|0.0010748922200000343|0.00030204037162706154
20161205|0.0014575110400000479|7.900595664978027e-05
20161206|0.0021027734200000036|0.00044159036371658827
20161207|0.001443955770000116|-2.9746666648791057e-06
20161208|0.0010881738349999726|0.0004519224166870117
20161209|0.00022848478500003838|7.657293356120657e-06
20161212|0.0005394124550000436|0.0005015134811401367
20161213|0.0005739408999999808|-0.00016659103622204425
20161214|0.0012307616749999365|7.660702691965107e-05
20161215|0.0014946126450000377|-0.0003406407548773191
20161216|0.0012204021300000537|0.00024306475203429741
20161219|0.0006790216150000198|-0.0002715320871439443
20161220|0.0010278087200000121|-0.00019465036575905823
20161221|0.0008477179300000251|-0.0002481144131678284
20161222|0.0010570420099999648|-0.00032964145287613566
20161223|0.0008609647150000125|-0.0002885392113865211
20161226|0.0010421575199999647|-0.00015259960898134255
20161227|0.001020443579999997|-0.0009678756052108321
20161228|0.0010666769649999356|-0.001142944194125934
20161229|0.0020335519850000153|-0.00021704827640768072
20170102|0.0015301326599999946|-0.000391821737225864
20170103|0.0017362855699999628|-0.00047191179581053
20170104|0.0010386856049999786|-2.748425571203188e-05
20170105|0.001077170069999989|0.0001981715791029573
20170106|0.001413155945|0.00023969972385770661
20170109|0.0010842824849999658|0.0002503836118304629
20170110|0.0007488944399999923|4.2113253223014593e-05
20170111|0.0007451871050000228|0.0002160572989031174
20170112|9.500571000007357e-05|3.508337068679771e-05
20170113|-0.00021159732000000084|0.00040016310945287177
20170116|-1.866330000055297e-06|0.00019621849060058594
20170117|0.0004972375349999948|0.00047499551534139746
20170118|0.0002908827899999801|-6.812834089688026e-06
20170119|0.0003284084050000137|0.0005039206704168838
