,date,KRXsemiconductor_close,FDTRIndex_x,FDTRIndex_y,USGG3MIndex,USGG10YRIndex,USTW$Index,INJCJCIndex,INJCSPIndex,USEMNCHGIndex,NFPPCHIndex,NFPTCHIndex,USMMMNCHIndex,OUTFGAFIndex,KOIMTOTYIndex,KOFETOT%Index,KOEXTOTYIndex,KOCPIMOMIndex,SKCIMOMIndex,USHETOT%Index,KOCPIYOYIndex,SKCIYOYIndex,USHEYOYIndex,USURTOTIndex,KOFETOTIndex,SAARTOTLIndex,NAPMPRICIndex,KOCPIIndex,CONCCONFIndex,NAPMNEWOIndex,SKCITTLIndex,CHPMINDXIndex,USWHTOTIndex,NAPMPMIIndex,SKBSICIndex,CONSSENTIndex,USERTOTIndex,LEIWKIJIndex,KOEXTOTIndex,KOIMTOTIndex,NFPTIndex,USEMTOTIndex,KOIVCONYIndex,KOEXPTIYIndex,KOIMPTIYIndex,KOIPMYIndex,KOIPIYIndex,KOPSIYIndex,LEIYOYIndex,KOPIIYIndex,IPYOYIndex,KOIPOPSMIndex,KOEXPTIMIndex,KOIPMSMIndex,KOIPIMOMIndex,TMNOCHNGIndex,KOIPMCYIndex,KOIMPTIMIndex,LEIIRTEIndex,PITLYOYIndex,CFNAIIndex,PITLCHNGIndex,KOPPIYOYIndex,IPCHNGIndex,CFNAIMA3Index,LEICHNGIndex,LEIACEIndex,SKLILYIndex,KOPPIMOMIndex,CPIYOYIndex,CPICHNGIndex,PCEDEFYIndex,CPUPXCHGIndex,CPIXYOYIndex,PCECYOYIndex,PIDSDPSIndex,KOIPMSIndex,KOIPISAIndex,SKLILIIndex,SKLILCIndex,SKLICIIndex,KOIPMCIndex,KOIMPTIIndex,LEIAVGWIndex,KOPPIIndex,IPIndex,LEITOTLIndex,KOEXPTIIndex,CPTICHNGIndex,LEISTKPIndex,LEIBPIndex,PIDSPINXIndex,LEIMNOIndex,LEINWCNIndex,KOBPCBIndex,KOBPFINIndex,KOBPTBIndex,KODIBALIndex,FRNTTNETIndex,FRNTTOTLIndex,KOBPCAIndex,KOMSMBYIndex,CICRTOTIndex,KOMSM1FYIndex,KOMSM1YIndex,MTIBCHNGIndex,MGT2TBIndex,MGT2REIndex,OEUSKLAPIndex,OEUSKLARIndex,OEKRN022Index,GPDITOC%Index,KOECGCPYIndex,KOECIMPYIndex,KOECGCSYIndex,KOECSIMQIndex,KOECPRCYIndex,KOECSPRQIndex,KOECFCSYIndex,KOECFCOYIndex,KOECSEMQIndex,GDPCQOQIndex,GPGSTOC%Index,KOECEXPYIndex,GDPCYOYIndex,GDPCTOT%Index,GDPCURYIndex,KOECSGVQIndex,KOECGVTYIndex,GDPPIQQIndex,GDPCPCECIndex,GDPCUR$Index,USCABALIndex,JNVNIYOYIndex,COSTNFR%Index,KOGNICNYIndex,KODFTOTYIndex,KOGNICUYIndex,EHCAUSIndex,KOGCGDPYIndex,PRODNFR%Index,KOGCSTOQIndex
475,2007-04-22,1078.82,5.25,5.25,4.9653,4.6703,79.3758,321.0,2463.0,263.0,219.0,237.0,-27.0,2.8,12.9,12.23,13.2,0.6,0.7,0.4,2.2,2.4,4.1,4.4,243.92,16.07,65.5,81.66,108.16,56.0,81.6,58.6,33.9,52.8,112.3,88.4,63.3,306.8,30385.84,29295.46,137810.0,146320.0,38.3,-3.34,4.45,3.4,3.5,5.19,-1.9,5.02,2.45,-0.51,0.87,-1.37,-1.08,2.3,4.26,3.25,-0.7,6.1,0.4,0.8,0.6,0.22,-0.04,0.4,-0.22,3.3,0.4,2.8,0.5,2.5,0.1,2.5,2.34164,4.4,73.2,73.5,72.4,75.3,77.1,83.7,70.84,41.3,87.0,103.7521,101.0,83.55,80.6111,1406.95,1596.0,11256.7,44893.0,151525.0,-1160.4,-2517.3,2574.1,-5.3,49.315,59.14,-22.2,18.8,14.383,5.6,7.4,0.1,1.28,1.47,2.133,89.2865,6241.7,-2.7,2.3,10.3,3.8,8.0,5.1,1.2,1.3,5.5,6.5,0.9,0.6,11.4,1.5,2.3,4.4,1.7,7.2,4.2,2.9,14208.57,-197.84,14.2,8.9,5.2,1.7,6.7,-5.68,6.7,1.1,2.6
476,2007-04-23,1077.7,5.25,5.25,4.9646,4.6402,79.3943,321.0,2463.0,263.0,219.0,237.0,-27.0,2.8,12.9,12.23,13.2,0.6,0.7,0.4,2.2,2.4,4.1,4.4,243.92,16.07,65.5,81.66,108.16,56.0,81.6,58.6,33.9,52.8,112.3,88.4,63.3,306.8,30385.84,29295.46,137810.0,146320.0,38.3,-3.34,4.45,3.4,3.5,5.19,-1.9,5.02,2.45,-0.51,0.87,-1.37,-1.08,2.3,4.26,3.25,-0.7,6.1,0.4,0.8,0.6,0.22,-0.04,0.4,-0.22,3.3,0.4,2.8,0.5,2.5,0.1,2.5,2.34164,4.4,73.2,73.5,72.4,75.3,77.1,83.7,70.84,41.3,87.0,103.7521,101.0,83.55,80.6111,1406.95,1596.0,11256.7,44893.0,151525.0,-1160.4,-2517.3,2574.1,-5.3,49.315,59.14,-22.2,18.8,14.383,5.6,7.4,0.1,1.28,1.47,2.133,89.2865,6241.7,-2.7,2.3,10.3,3.8,8.0,5.1,1.2,1.3,5.5,6.5,0.9,0.6,11.4,1.5,2.3,4.4,1.7,7.2,4.2,2.9,14208.57,-197.84,14.2,8.9,5.2,1.7,6.7,-5.68,6.7,1.1,2.6
477,2007-04-24,1075.83,5.25,5.25,4.9583,4.6202,79.3136,321.0,2463.0,263.0,219.0,237.0,-27.0,2.8,12.9,12.23,13.2,0.6,0.7,0.4,2.2,2.4,4.1,4.4,243.92,16.07,65.5,81.66,108.16,56.0,81.6,58.6,33.9,52.8,112.3,88.4,63.3,306.8,30385.84,29295.46,137810.0,146320.0,38.3,-3.34,4.45,3.4,3.5,5.19,-1.9,5.02,2.45,-0.51,0.87,-1.37,-1.08,2.3,4.26,3.25,-0.7,6.1,0.4,0.8,0.6,0.22,-0.04,0.4,-0.22,3.3,0.4,2.8,0.5,2.5,0.1,2.5,2.34164,4.4,73.2,73.5,72.4,75.3,77.1,83.7,70.84,41.3,87.0,103.7521,101.0,83.55,80.6111,1406.95,1596.0,11256.7,44893.0,151525.0,-1160.4,-2517.3,2574.1,-5.3,49.315,59.14,-22.2,18.8,14.383,5.6,7.4,0.1,1.28,1.47,2.133,89.2865,6241.7,-2.7,2.3,10.3,3.8,8.0,5.1,1.2,1.3,5.5,6.5,0.9,0.6,11.4,1.5,2.3,4.4,1.7,7.2,4.2,2.9,14208.57,-197.84,14.2,8.9,5.2,1.7,6.7,-5.68,6.7,1.1,2.6
478,2007-04-25,1078.44,5.25,5.25,4.9472,4.6502,79.0702,321.0,2463.0,263.0,219.0,237.0,-27.0,2.8,12.9,12.23,13.2,0.6,0.7,0.4,2.2,2.4,4.1,4.4,243.92,16.07,65.5,81.66,108.16,56.0,81.6,58.6,33.9,52.8,112.3,88.4,63.3,306.8,30385.84,29295.46,137810.0,146320.0,38.3,-3.34,4.45,3.4,3.5,5.19,-1.9,5.02,2.45,-0.51,0.87,-1.37,-1.08,2.3,4.26,3.25,-0.7,6.1,0.4,0.8,0.6,0.22,-0.04,0.4,-0.22,3.3,0.4,2.8,0.5,2.5,0.1,2.5,2.34164,4.4,73.2,73.5,72.4,75.3,77.1,83.7,70.84,41.3,87.0,103.7521,101.0,83.55,80.6111,1406.95,1596.0,11256.7,44893.0,151525.0,-1160.4,-2517.3,2574.1,-5.3,49.315,59.14,-22.2,18.8,14.383,5.6,7.4,0.1,1.28,1.47,2.133,89.2865,6241.7,-2.7,2.3,10.3,3.8,8.0,5.1,1.2,1.3,5.5,6.5,0.9,0.6,11.4,1.5,2.3,4.4,1.7,7.2,4.2,2.9,14208.57,-197.84,14.2,8.9,5.2,1.7,6.7,-5.68,6.7,1.1,2.6
479,2007-04-26,1088.15,5.25,5.25,4.9258,4.6964,79.4963,321.0,2463.0,263.0,219.0,237.0,-27.0,2.8,12.9,12.23,13.2,0.6,0.7,0.4,2.2,2.4,4.1,4.4,243.92,16.07,65.5,81.66,108.16,56.0,81.6,58.6,33.9,52.8,112.3,88.4,63.3,306.8,30385.84,29295.46,137810.0,146320.0,38.3,-3.34,4.45,3.4,3.5,5.19,-1.9,5.02,2.45,-0.51,0.87,-1.37,-1.08,2.3,4.26,3.25,-0.7,6.1,0.4,0.8,0.6,0.22,-0.04,0.4,-0.22,3.3,0.4,2.8,0.5,2.5,0.1,2.5,2.34164,4.4,73.2,73.5,72.4,75.3,77.1,83.7,70.84,41.3,87.0,103.7521,101.0,83.55,80.6111,1406.95,1596.0,11256.7,44893.0,151525.0,-1160.4,-2517.3,2574.1,-5.3,49.315,59.14,-22.2,18.8,14.383,5.6,7.4,0.1,1.28,1.47,2.133,89.2865,6241.7,-2.7,2.3,10.3,3.8,8.0,5.1,1.2,1.3,5.5,6.5,0.9,0.6,11.4,1.5,2.3,4.4,1.7,7.2,4.2,2.9,14208.57,-197.84,14.2,8.9,5.2,1.7,6.7,-5.68,6.7,1.1,2.6
480,2007-04-27,1076.43,5.25,5.25,4.9134,4.6924,79.2762,301.0,2486.0,263.0,219.0,237.0,-27.0,2.8,12.9,12.23,13.2,0.6,0.7,0.4,2.2,2.4,4.1,4.4,243.92,16.07,65.5,81.66,108.16,56.0,81.6,58.6,33.9,52.8,112.3,88.4,63.3,306.8,30385.84,29295.46,137810.0,146320.0,38.3,-3.34,4.45,3.4,3.5,5.19,-1.9,5.02,2.45,-0.51,0.87,-1.37,-1.08,2.3,4.26,3.25,-0.7,6.1,0.4,0.8,0.6,0.22,-0.04,0.4,-0.22,3.3,0.4,2.8,0.5,2.5,0.1,2.5,2.34164,4.4,73.2,73.5,72.4,75.3,77.1,83.7,70.84,41.3,87.0,103.7521,101.0,83.55,80.6111,1406.95,1596.0,11256.7,44893.0,151525.0,-1160.4,-2517.3,2574.1,-5.3,49.315,59.14,-22.2,18.8,14.383,5.6,7.4,0.1,1.28,1.47,2.133,89.2865,6241.7,-2.7,2.3,10.3,3.8,8.0,5.1,1.2,1.3,5.5,6.5,0.9,0.6,11.4,1.5,2.3,4.4,1.7,7.2,4.2,2.9,14208.57,-197.84,14.2,8.9,5.2,1.7,6.7,-5.68,6.7,1.1,2.6
481,2007-04-28,1076.43,5.25,5.25,4.9134,4.6924,79.2762,301.0,2486.0,263.0,219.0,237.0,-27.0,2.8,12.9,12.23,13.2,0.6,0.7,0.4,2.2,2.4,4.1,4.4,243.92,16.07,65.5,81.66,108.16,56.0,81.6,58.6,33.9,52.8,112.3,88.4,63.3,306.8,30385.84,29295.46,137810.0,146320.0,38.3,-3.34,4.45,3.4,3.5,5.19,-1.9,5.02,2.45,-0.51,0.87,-1.37,-1.08,2.3,4.26,3.25,-0.7,6.1,0.4,0.8,0.6,0.22,-0.04,0.4,-0.22,3.3,0.4,2.8,0.5,2.5,0.1,2.5,2.34164,4.4,73.2,73.5,72.4,75.3,77.1,83.7,70.84,41.3,87.0,103.7521,101.0,83.55,80.6111,1406.95,1596.0,11256.7,44893.0,151525.0,-1160.4,-2517.3,2574.1,-5.3,49.315,59.14,-22.2,18.8,14.383,5.6,7.4,0.1,1.28,1.47,2.133,89.2865,6241.7,-2.7,2.3,10.3,3.8,8.0,5.1,1.2,1.3,5.5,6.5,0.9,0.6,11.4,1.5,2.3,4.4,1.7,7.2,4.2,2.9,14208.57,-197.84,14.2,8.9,5.2,1.7,6.7,-5.68,6.7,1.1,2.6
482,2007-04-29,1076.43,5.25,5.25,4.9134,4.6924,79.2762,301.0,2486.0,263.0,219.0,237.0,-27.0,2.8,12.9,12.23,13.2,0.6,0.7,0.4,2.2,2.4,4.1,4.4,243.92,16.07,65.5,81.66,108.16,56.0,81.6,58.6,33.9,52.8,112.3,88.4,63.3,306.8,30385.84,29295.46,137810.0,146320.0,38.3,-3.34,4.45,3.4,3.5,5.19,-1.9,5.02,2.45,-0.51,0.87,-1.37,-1.08,2.3,4.26,3.25,-0.7,6.1,0.4,0.8,0.6,0.22,-0.04,0.4,-0.22,3.3,0.4,2.8,0.5,2.5,0.1,2.5,2.34164,4.4,73.2,73.5,72.4,75.3,77.1,83.7,70.84,41.3,87.0,103.7521,101.0,83.55,80.6111,1406.95,1596.0,11256.7,44893.0,151525.0,-1160.4,-2517.3,2574.1,-5.3,49.315,59.14,-22.2,18.8,14.383,5.6,7.4,0.1,1.28,1.47,2.133,89.2865,6241.7,-2.7,2.3,10.3,3.8,8.0,5.1,1.2,1.3,5.5,6.5,0.9,0.6,11.4,1.5,2.3,4.4,1.7,7.2,4.2,2.9,14208.57,-197.84,14.2,8.9,5.2,1.7,6.7,-5.68,6.7,1.1,2.6
483,2007-04-30,1079.39,5.25,5.25,4.8401,4.6222,78.9872,301.0,2486.0,-734.0,24.0,50.0,-25.0,2.9,20.9,10.93,17.0,0.4,0.3,0.3,2.4,2.6,3.8,4.5,247.26,16.28,73.0,81.973,106.28,57.1,81.8,54.1,33.8,52.7,107.7,87.1,63.0,320.4,29944.456000000002,29596.882,137860.0,145586.0,50.4,-1.87,4.16,6.43,6.33,7.44,-1.9,3.92,2.75,0.71,0.34,1.64,2.18,0.6,4.45,1.19,-0.56,5.9,-0.23,0.2,1.1,0.7,0.14,-0.4,-0.4,3.4,0.7,2.6,0.3,2.3,0.2,2.3,2.1922200000000003,4.2,74.6,75.1,72.7,75.5,77.5,83.8,71.68,41.3,87.6,104.4814,100.6,83.83,81.002,1463.65,1470.0,11273.1,44269.0,151885.0,-2240.6,-2322.8,1786.2,-33.1,84.081,83.802,33.1,15.3,9.297,5.1,-5.7,0.5,1.28,1.49,2.1965,89.4672,6241.7,-2.7,2.3,10.3,3.8,8.0,5.1,1.2,1.3,5.5,6.5,0.9,0.6,11.4,1.5,2.3,4.4,1.7,7.2,4.2,2.9,14208.57,-197.84,14.2,8.9,5.2,1.7,6.7,-5.68,6.7,1.1,2.6
484,2007-05-01,1079.39,5.25,5.25,4.8752,4.6362,79.2251,301.0,2486.0,-734.0,24.0,50.0,-25.0,2.9,20.9,10.93,17.0,0.4,0.3,0.3,2.4,2.6,3.8,4.5,247.26,16.28,73.0,81.973,106.28,57.1,81.8,54.1,33.8,52.7,107.7,87.1,63.0,320.4,29944.456000000002,29596.882,137860.0,145586.0,50.4,-1.87,4.16,6.43,6.33,7.44,-1.9,3.92,2.75,0.71,0.34,1.64,2.18,0.6,4.45,1.19,-0.56,5.9,-0.23,0.2,1.1,0.7,0.14,-0.4,-0.4,3.4,0.7,2.6,0.3,2.3,0.2,2.3,2.1922200000000003,4.2,74.6,75.1,72.7,75.5,77.5,83.8,71.68,41.3,87.6,104.4814,100.6,83.83,81.002,1463.65,1470.0,11273.1,44269.0,151885.0,-2240.6,-2322.8,1786.2,-33.1,84.081,83.802,33.1,15.3,9.297,5.1,-5.7,0.5,1.28,1.49,2.1965,89.4672,6241.7,-2.7,2.3,10.3,3.8,8.0,5.1,1.2,1.3,5.5,6.5,0.9,0.6,11.4,1.5,2.3,4.4,1.7,7.2,4.2,2.9,14208.57,-197.84,14.2,8.9,5.2,1.7,6.7,-5.68,6.7,1.1,2.6
485,2007-05-02,1080.5,5.25,5.25,4.8745,4.6422,79.2943,301.0,2486.0,-734.0,24.0,50.0,-25.0,2.9,20.9,10.93,17.0,0.4,0.3,0.3,2.4,2.6,3.8,4.5,247.26,16.28,73.0,81.973,106.28,57.1,81.8,54.1,33.8,52.7,107.7,87.1,63.0,320.4,29944.456000000002,29596.882,137860.0,145586.0,50.4,-1.87,4.16,6.43,6.33,7.44,-1.9,3.92,2.75,0.71,0.34,1.64,2.18,0.6,4.45,1.19,-0.56,5.9,-0.23,0.2,1.1,0.7,0.14,-0.4,-0.4,3.4,0.7,2.6,0.3,2.3,0.2,2.3,2.1922200000000003,4.2,74.6,75.1,72.7,75.5,77.5,83.8,71.68,41.3,87.6,104.4814,100.6,83.83,81.002,1463.65,1470.0,11273.1,44269.0,151885.0,-2240.6,-2322.8,1786.2,-33.1,84.081,83.802,33.1,15.3,9.297,5.1,-5.7,0.5,1.28,1.49,2.1965,89.4672,6241.7,-2.7,2.3,10.3,3.8,8.0,5.1,1.2,1.3,5.5,6.5,0.9,0.6,11.4,1.5,2.3,4.4,1.7,7.2,4.2,2.9,14208.57,-197.84,14.2,8.9,5.2,1.7,6.7,-5.68,6.7,1.1,2.6
486,2007-05-03,1086.35,5.25,5.25,4.8738,4.6723,79.3744,301.0,2486.0,-734.0,24.0,50.0,-25.0,2.9,20.9,10.93,17.0,0.4,0.3,0.3,2.4,2.6,3.8,4.5,247.26,16.28,73.0,81.973,106.28,57.1,81.8,54.1,33.8,52.7,107.7,87.1,63.0,320.4,29944.456000000002,29596.882,137860.0,145586.0,50.4,-1.87,4.16,6.43,6.33,7.44,-1.9,3.92,2.75,0.71,0.34,1.64,2.18,0.6,4.45,1.19,-0.56,5.9,-0.23,0.2,1.1,0.7,0.14,-0.4,-0.4,3.4,0.7,2.6,0.3,2.3,0.2,2.3,2.1922200000000003,4.2,74.6,75.1,72.7,75.5,77.5,83.8,71.68,41.3,87.6,104.4814,100.6,83.83,81.002,1463.65,1470.0,11273.1,44269.0,151885.0,-2240.6,-2322.8,1786.2,-33.1,84.081,83.802,33.1,15.3,9.297,5.1,-5.7,0.5,1.28,1.49,2.1965,89.4672,6241.7,-2.7,2.3,10.3,3.8,8.0,5.1,1.2,1.3,5.5,6.5,0.9,0.6,11.4,1.5,2.3,4.4,1.7,7.2,4.2,2.9,14208.57,-197.84,14.2,8.9,5.2,1.7,6.7,-5.68,6.7,1.1,2.6
487,2007-05-04,1095.54,5.25,5.25,4.8719,4.6382,79.298,300.0,2429.0,-734.0,24.0,50.0,-25.0,2.9,20.9,10.93,17.0,0.4,0.3,0.3,2.4,2.6,3.8,4.5,247.26,16.28,73.0,81.973,106.28,57.1,81.8,54.1,33.8,52.7,107.7,87.1,63.0,320.4,29944.456000000002,29596.882,137860.0,145586.0,50.4,-1.87,4.16,6.43,6.33,7.44,-1.9,3.92,2.75,0.71,0.34,1.64,2.18,0.6,4.45,1.19,-0.56,5.9,-0.23,0.2,1.1,0.7,0.14,-0.4,-0.4,3.4,0.7,2.6,0.3,2.3,0.2,2.3,2.1922200000000003,4.2,74.6,75.1,72.7,75.5,77.5,83.8,71.68,41.3,87.6,104.4814,100.6,83.83,81.002,1463.65,1470.0,11273.1,44269.0,151885.0,-2240.6,-2322.8,1786.2,-33.1,84.081,83.802,33.1,15.3,9.297,5.1,-5.7,0.5,1.28,1.49,2.1965,89.4672,6241.7,-2.7,2.3,10.3,3.8,8.0,5.1,1.2,1.3,5.5,6.5,0.9,0.6,11.4,1.5,2.3,4.4,1.7,7.2,4.2,2.9,14208.57,-197.84,14.2,8.9,5.2,1.7,6.7,-5.68,6.7,1.1,2.6
488,2007-05-05,1095.54,5.25,5.25,4.8719,4.6382,79.298,300.0,2429.0,-734.0,24.0,50.0,-25.0,2.9,20.9,10.93,17.0,0.4,0.3,0.3,2.4,2.6,3.8,4.5,247.26,16.28,73.0,81.973,106.28,57.1,81.8,54.1,33.8,52.7,107.7,87.1,63.0,320.4,29944.456000000002,29596.882,137860.0,145586.0,50.4,-1.87,4.16,6.43,6.33,7.44,-1.9,3.92,2.75,0.71,0.34,1.64,2.18,0.6,4.45,1.19,-0.56,5.9,-0.23,0.2,1.1,0.7,0.14,-0.4,-0.4,3.4,0.7,2.6,0.3,2.3,0.2,2.3,2.1922200000000003,4.2,74.6,75.1,72.7,75.5,77.5,83.8,71.68,41.3,87.6,104.4814,100.6,83.83,81.002,1463.65,1470.0,11273.1,44269.0,151885.0,-2240.6,-2322.8,1786.2,-33.1,84.081,83.802,33.1,15.3,9.297,5.1,-5.7,0.5,1.28,1.49,2.1965,89.4672,6241.7,-2.7,2.3,10.3,3.8,8.0,5.1,1.2,1.3,5.5,6.5,0.9,0.6,11.4,1.5,2.3,4.4,1.7,7.2,4.2,2.9,14208.57,-197.84,14.2,8.9,5.2,1.7,6.7,-5.68,6.7,1.1,2.6
489,2007-05-06,1095.54,5.25,5.25,4.8719,4.6382,79.298,300.0,2429.0,-734.0,24.0,50.0,-25.0,2.9,20.9,10.93,17.0,0.4,0.3,0.3,2.4,2.6,3.8,4.5,247.26,16.28,73.0,81.973,106.28,57.1,81.8,54.1,33.8,52.7,107.7,87.1,63.0,320.4,29944.456000000002,29596.882,137860.0,145586.0,50.4,-1.87,4.16,6.43,6.33,7.44,-1.9,3.92,2.75,0.71,0.34,1.64,2.18,0.6,4.45,1.19,-0.56,5.9,-0.23,0.2,1.1,0.7,0.14,-0.4,-0.4,3.4,0.7,2.6,0.3,2.3,0.2,2.3,2.1922200000000003,4.2,74.6,75.1,72.7,75.5,77.5,83.8,71.68,41.3,87.6,104.4814,100.6,83.83,81.002,1463.65,1470.0,11273.1,44269.0,151885.0,-2240.6,-2322.8,1786.2,-33.1,84.081,83.802,33.1,15.3,9.297,5.1,-5.7,0.5,1.28,1.49,2.1965,89.4672,6241.7,-2.7,2.3,10.3,3.8,8.0,5.1,1.2,1.3,5.5,6.5,0.9,0.6,11.4,1.5,2.3,4.4,1.7,7.2,4.2,2.9,14208.57,-197.84,14.2,8.9,5.2,1.7,6.7,-5.68,6.7,1.1,2.6
490,2007-05-07,1123.58,5.25,5.25,4.8505,4.6262,79.0917,300.0,2429.0,-734.0,24.0,50.0,-25.0,2.9,20.9,10.93,17.0,0.4,0.3,0.3,2.4,2.6,3.8,4.5,247.26,16.28,73.0,81.973,106.28,57.1,81.8,54.1,33.8,52.7,107.7,87.1,63.0,320.4,29944.456000000002,29596.882,137860.0,145586.0,50.4,-1.87,4.16,6.43,6.33,7.44,-1.9,3.92,2.75,0.71,0.34,1.64,2.18,0.6,4.45,1.19,-0.56,5.9,-0.23,0.2,1.1,0.7,0.14,-0.4,-0.4,3.4,0.7,2.6,0.3,2.3,0.2,2.3,2.1922200000000003,4.2,74.6,75.1,72.7,75.5,77.5,83.8,71.68,41.3,87.6,104.4814,100.6,83.83,81.002,1463.65,1470.0,11273.1,44269.0,151885.0,-2240.6,-2322.8,1786.2,-33.1,84.081,83.802,33.1,15.3,9.297,5.1,-5.7,0.5,1.28,1.49,2.1965,89.4672,6241.7,-2.7,2.3,10.3,3.8,8.0,5.1,1.2,1.3,5.5,6.5,0.9,0.6,11.4,1.5,2.3,4.4,1.7,7.2,4.2,2.9,14208.57,-197.84,14.2,8.9,5.2,1.7,6.7,-5.68,6.7,1.1,2.6
491,2007-05-08,1113.65,5.25,5.25,4.8752,4.6342,79.3501,300.0,2429.0,-734.0,24.0,50.0,-25.0,2.9,20.9,10.93,17.0,0.4,0.3,0.3,2.4,2.6,3.8,4.5,247.26,16.28,73.0,81.973,106.28,57.1,81.8,54.1,33.8,52.7,107.7,87.1,63.0,320.4,29944.456000000002,29596.882,137860.0,145586.0,50.4,-1.87,4.16,6.43,6.33,7.44,-1.9,3.92,2.75,0.71,0.34,1.64,2.18,0.6,4.45,1.19,-0.56,5.9,-0.23,0.2,1.1,0.7,0.14,-0.4,-0.4,3.4,0.7,2.6,0.3,2.3,0.2,2.3,2.1922200000000003,4.2,74.6,75.1,72.7,75.5,77.5,83.8,71.68,41.3,87.6,104.4814,100.6,83.83,81.002,1463.65,1470.0,11273.1,44269.0,151885.0,-2240.6,-2322.8,1786.2,-33.1,84.081,83.802,33.1,15.3,9.297,5.1,-5.7,0.5,1.28,1.49,2.1965,89.4672,6241.7,-2.7,2.3,10.3,3.8,8.0,5.1,1.2,1.3,5.5,6.5,0.9,0.6,11.4,1.5,2.3,4.4,1.7,7.2,4.2,2.9,14208.57,-197.84,14.2,8.9,5.2,1.7,6.7,-5.68,6.7,1.1,2.6
492,2007-05-09,1120.04,5.25,5.25,4.8537,4.6618,79.3135,300.0,2429.0,-734.0,24.0,50.0,-25.0,2.9,20.9,10.93,17.0,0.4,0.3,0.3,2.4,2.6,3.8,4.5,247.26,16.28,73.0,81.973,106.28,57.1,81.8,54.1,33.8,52.7,107.7,87.1,63.0,320.4,29944.456000000002,29596.882,137860.0,145586.0,50.4,-1.87,4.16,6.43,6.33,7.44,-1.9,3.92,2.75,0.71,0.34,1.64,2.18,0.6,4.45,1.19,-0.56,5.9,-0.23,0.2,1.1,0.7,0.14,-0.4,-0.4,3.4,0.7,2.6,0.3,2.3,0.2,2.3,2.1922200000000003,4.2,74.6,75.1,72.7,75.5,77.5,83.8,71.68,41.3,87.6,104.4814,100.6,83.83,81.002,1463.65,1470.0,11273.1,44269.0,151885.0,-2240.6,-2322.8,1786.2,-33.1,84.081,83.802,33.1,15.3,9.297,5.1,-5.7,0.5,1.28,1.49,2.1965,89.4672,6241.7,-2.7,2.3,10.3,3.8,8.0,5.1,1.2,1.3,5.5,6.5,0.9,0.6,11.4,1.5,2.3,4.4,1.7,7.2,4.2,2.9,14208.57,-197.84,14.2,8.9,5.2,1.7,6.7,-5.68,6.7,1.1,2.6
493,2007-05-10,1127.85,5.25,5.25,4.8323,4.6379,79.5264,300.0,2429.0,-734.0,24.0,50.0,-25.0,2.9,20.9,10.93,17.0,0.4,0.3,0.3,2.4,2.6,3.8,4.5,247.26,16.28,73.0,81.973,106.28,57.1,81.8,54.1,33.8,52.7,107.7,87.1,63.0,320.4,29944.456000000002,29596.882,137860.0,145586.0,50.4,-1.87,4.16,6.43,6.33,7.44,-1.9,3.92,2.75,0.71,0.34,1.64,2.18,0.6,4.45,1.19,-0.56,5.9,-0.23,0.2,1.1,0.7,0.14,-0.4,-0.4,3.4,0.7,2.6,0.3,2.3,0.2,2.3,2.1922200000000003,4.2,74.6,75.1,72.7,75.5,77.5,83.8,71.68,41.3,87.6,104.4814,100.6,83.83,81.002,1463.65,1470.0,11273.1,44269.0,151885.0,-2240.6,-2322.8,1786.2,-33.1,84.081,83.802,33.1,15.3,9.297,5.1,-5.7,0.5,1.28,1.49,2.1965,89.4672,6241.7,-2.7,2.3,10.3,3.8,8.0,5.1,1.2,1.3,5.5,6.5,0.9,0.6,11.4,1.5,2.3,4.4,1.7,7.2,4.2,2.9,14208.57,-197.84,14.2,8.9,5.2,1.7,6.7,-5.68,6.7,1.1,2.6
494,2007-05-11,1141.45,5.25,5.25,4.8304,4.6717,79.6329,297.0,2465.0,-734.0,24.0,50.0,-25.0,2.9,20.9,10.93,17.0,0.4,0.3,0.3,2.4,2.6,3.8,4.5,247.26,16.28,73.0,81.973,106.28,57.1,81.8,54.1,33.8,52.7,107.7,87.1,63.0,320.4,29944.456000000002,29596.882,137860.0,145586.0,50.4,-1.87,4.16,6.43,6.33,7.44,-1.9,3.92,2.75,0.71,0.34,1.64,2.18,0.6,4.45,1.19,-0.56,5.9,-0.23,0.2,1.1,0.7,0.14,-0.4,-0.4,3.4,0.7,2.6,0.3,2.3,0.2,2.3,2.1922200000000003,4.2,74.6,75.1,72.7,75.5,77.5,83.8,71.68,41.3,87.6,104.4814,100.6,83.83,81.002,1463.65,1470.0,11273.1,44269.0,151885.0,-2240.6,-2322.8,1786.2,-33.1,84.081,83.802,33.1,15.3,9.297,5.1,-5.7,0.5,1.28,1.49,2.1965,89.4672,6241.7,-2.7,2.3,10.3,3.8,8.0,5.1,1.2,1.3,5.5,6.5,0.9,0.6,11.4,1.5,2.3,4.4,1.7,7.2,4.2,2.9,14208.57,-197.84,14.2,8.9,5.2,1.7,6.7,-5.68,6.7,1.1,2.6
