DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,CHANGE
2019-10-31 00:00:00,116.5,121.0,121.0,116.5,784010000,-2.92
2019-10-30 00:00:00,120.0,122.0,122.5,119.5,683440000,-1.23
2019-10-29 00:00:00,121.5,123.0,123.5,121.0,971900000,-0.41
2019-10-28 00:00:00,122.0,122.5,123.0,120.5,792700000,0.83
2019-10-25 00:00:00,121.0,122.5,125.0,121.0,2610000000,0.83
2019-10-24 00:00:00,120.0,117.5,120.0,117.5,665950000,1.69
2019-10-23 00:00:00,118.0,118.0,120.5,116.5,1820000000,0.0
2019-10-22 00:00:00,118.0,122.5,123.0,118.0,1710000000,-2.48
2019-10-21 00:00:00,121.0,119.5,122.5,118.5,2430000000,1.68
2019-10-18 00:00:00,119.0,116.0,122.5,116.0,6690000000,3.93
2019-10-17 00:00:00,114.5,114.5,114.5,113.0,815580000,0.44
2019-10-16 00:00:00,114.0,114.5,115.5,112.5,1520000000,0.88
2019-10-15 00:00:00,113.0,112.0,113.5,111.0,1720000000,1.8
2019-10-14 00:00:00,111.0,110.0,114.0,110.0,3910000000,3.74
2019-10-09 00:00:00,107.0,105.0,107.5,104.5,1140000000,1.9
2019-10-08 00:00:00,105.0,106.0,106.5,104.5,501440000,-0.94
2019-10-07 00:00:00,106.0,104.0,106.5,104.0,791850000,1.92
2019-10-04 00:00:00,104.0,105.5,105.5,103.5,409000000,-0.48
2019-10-03 00:00:00,104.5,103.0,105.5,102.5,798510000,0.48
2019-10-02 00:00:00,104.0,103.0,104.5,102.5,596690000,1.46
2019-10-01 00:00:00,102.5,101.0,103.0,101.0,424580000,1.49
2019-09-27 00:00:00,101.0,102.5,103.0,100.5,421140000,-0.98
2019-09-26 00:00:00,102.0,104.0,105.0,102.0,452960000,-1.45
2019-09-25 00:00:00,103.5,104.5,104.5,103.0,298710000,-0.96
2019-09-24 00:00:00,104.5,104.0,105.0,103.5,545250000,1.46
2019-09-23 00:00:00,103.0,103.0,104.0,102.5,279880000,0.0
2019-09-20 00:00:00,103.0,104.0,104.5,103.0,268329999,-0.96
2019-09-19 00:00:00,104.0,103.5,105.0,103.0,608610000,0.97
2019-09-18 00:00:00,103.0,103.5,103.5,102.0,346880000,0.0
2019-09-17 00:00:00,103.0,102.0,103.0,102.0,233750000,0.98
2019-09-16 00:00:00,102.0,102.0,102.5,101.5,227280000,0.0
2019-09-12 00:00:00,102.0,102.5,103.0,101.5,380040000,0.0
2019-09-11 00:00:00,102.0,102.5,103.0,101.5,355270000,-0.49
2019-09-10 00:00:00,102.5,102.5,103.5,102.5,186500000,0.0
2019-09-09 00:00:00,102.5,104.5,104.5,102.5,270490000,-1.44
2019-09-06 00:00:00,104.0,107.0,107.0,104.0,464420000,-1.89
2019-09-05 00:00:00,106.0,106.0,107.5,105.5,572360000,0.47
2019-09-04 00:00:00,105.5,105.5,106.0,104.5,392520000,0.0
2019-09-03 00:00:00,105.5,104.0,105.5,103.5,687520000,2.43
2019-09-02 00:00:00,103.0,103.0,103.5,101.5,329760000,0.49
2019-08-30 00:00:00,102.5,102.0,105.0,102.0,697880000,0.99
2019-08-29 00:00:00,101.5,102.5,102.5,101.0,229400000,-0.49
2019-08-28 00:00:00,102.0,101.5,102.5,101.0,417860000,0.99
2019-08-27 00:00:00,101.0,102.0,103.0,101.0,271470000,-0.49
2019-08-26 00:00:00,101.5,103.0,103.0,101.5,488070000,-3.33
2019-08-23 00:00:00,105.0,104.5,105.0,103.5,464080000,0.48
2019-08-22 00:00:00,104.5,106.0,106.0,104.0,270370000,-0.48
2019-08-21 00:00:00,105.0,106.0,106.0,104.5,277600000,-0.47
2019-08-20 00:00:00,105.5,105.5,106.5,104.5,355900000,0.48
2019-08-19 00:00:00,105.0,105.5,108.0,105.0,811280000,0.0
2019-08-16 00:00:00,105.0,103.0,105.0,103.0,408250000,1.94
2019-08-15 00:00:00,103.0,103.5,105.0,102.5,567050000,-2.83
2019-08-14 00:00:00,106.0,103.0,106.0,103.0,996570000,4.43
2019-08-13 00:00:00,101.5,101.0,101.5,99.7,541570000,0.5
2019-08-12 00:00:00,101.0,97.0,101.5,97.0,898100000,-0.49
2019-08-08 00:00:00,101.5,100.5,103.0,99.5,1060000000,-0.49
2019-08-07 00:00:00,102.0,104.5,105.5,100.5,2480000000,-4.23
2019-08-06 00:00:00,106.5,103.5,108.0,103.0,523220000,-1.39
2019-08-05 00:00:00,108.0,108.5,109.5,108.0,491930000,-0.46
2019-08-02 00:00:00,108.5,109.0,109.5,108.0,569340000,-2.25
2019-08-01 00:00:00,111.0,110.5,112.0,109.5,329110000,-0.89
2019-07-31 00:00:00,112.0,110.5,112.0,110.0,460150000,1.36
2019-07-30 00:00:00,110.5,114.5,114.5,109.0,858870000,-2.64
2019-07-29 00:00:00,113.5,116.0,116.0,113.0,565130000,-1.3
2019-07-26 00:00:00,115.0,115.5,115.5,114.5,631140000,-0.86
2019-07-25 00:00:00,116.0,113.5,116.0,112.0,1440000000,2.2
2019-07-24 00:00:00,113.5,109.0,114.5,109.0,2620000000,4.13
2019-07-23 00:00:00,109.0,110.5,111.0,108.0,762420000,0.0
2019-07-22 00:00:00,109.0,108.5,109.5,108.0,409860000,0.93
2019-07-19 00:00:00,108.0,109.0,109.0,107.5,581030000,0.93
2019-07-18 00:00:00,107.0,109.0,109.0,107.0,594920000,-2.28
2019-07-17 00:00:00,109.5,112.0,112.0,109.0,584240000,-2.23
2019-07-16 00:00:00,112.0,111.0,112.5,110.5,1070000000,1.36
2019-07-15 00:00:00,110.5,107.5,110.5,107.0,1180000000,2.79
2019-07-12 00:00:00,107.5,111.5,111.5,107.5,1360000000,-2.71
2019-07-11 00:00:00,110.5,111.0,112.5,110.5,911210000,-0.45
2019-07-10 00:00:00,111.0,111.5,113.0,111.0,1870000000,-7.88
2019-07-09 00:00:00,120.5,122.0,122.0,119.5,1650000000,-1.23
2019-07-08 00:00:00,122.0,123.0,123.5,121.5,988150000,-0.81
2019-07-05 00:00:00,123.0,124.0,124.0,122.0,692050000,0.41
2019-07-04 00:00:00,122.5,122.0,123.0,121.5,646060000,0.82
2019-07-03 00:00:00,121.5,124.0,124.0,120.0,1360000000,-2.02
2019-07-02 00:00:00,124.0,124.5,125.5,123.0,1250000000,0.0
2019-07-01 00:00:00,124.0,124.0,125.0,122.5,1500000000,2.06
2019-06-28 00:00:00,121.5,123.0,123.0,121.0,1030000000,0.0
2019-06-27 00:00:00,121.5,124.5,124.5,121.5,1440000000,-1.62
2019-06-26 00:00:00,123.5,123.5,125.0,121.5,1770000000,-1.98
2019-06-25 00:00:00,126.0,125.0,126.0,121.0,4210000000,0.0
2019-06-24 00:00:00,126.0,122.5,126.0,121.0,3780000000,0.8
2019-06-21 00:00:00,125.0,121.5,125.0,119.0,4980000000,3.73
2019-06-20 00:00:00,120.5,116.5,120.5,115.5,3240000000,4.33
2019-06-19 00:00:00,115.5,110.0,118.0,109.5,3540000000,6.94
2019-06-18 00:00:00,108.0,109.0,110.0,107.0,954860000,-0.46
2019-06-17 00:00:00,108.5,105.5,109.0,105.5,1420000000,2.84
2019-06-14 00:00:00,105.5,105.0,107.0,105.0,519440000,0.48
2019-06-13 00:00:00,105.0,104.5,105.0,103.5,430010000,0.0
2019-06-12 00:00:00,105.0,105.0,106.0,104.0,862650000,0.48
2019-06-11 00:00:00,104.5,102.5,105.0,101.5,765080000,2.45
2019-06-10 00:00:00,102.0,101.5,102.0,101.0,509390000,2.1
2019-06-06 00:00:00,99.9,102.5,102.5,99.5,762330000,-2.06
2019-06-05 00:00:00,102.0,105.0,105.5,102.0,771880000,-0.97
2019-06-04 00:00:00,103.0,101.5,103.0,101.0,884050000,1.48
2019-06-03 00:00:00,101.5,101.0,102.5,100.5,593950000,-1.46
