DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,CHANGE
2019-10-31 00:00:00,1299.43,1306.56,1295.36,1305.05,0,0.43
2019-10-30 00:00:00,1298.32,1302.18,1295.75,1299.43,0,0.16
2019-10-29 00:00:00,1296.23,1298.41,1289.21,1297.38,0,0.02
2019-10-28 00:00:00,1299.55,1300.37,1295.24,1297.15,0,-0.09
2019-10-25 00:00:00,1305.27,1305.9,1297.07,1298.38,0,-0.51
2019-10-24 00:00:00,1301.89,1307.88,1300.05,1305.02,0,0.15
2019-10-23 00:00:00,1305.01,1309.21,1301.35,1303.02,0,-0.16
2019-10-22 00:00:00,1308.14,1310.36,1302.8,1305.06,0,-0.16
2019-10-21 00:00:00,1312.61,1317.16,1305.14,1307.2,0,-0.74
2019-10-18 00:00:00,1312.42,1318.69,1311.59,1316.96,0,0.41
2019-10-17 00:00:00,1313.12,1316.5,1305.86,1311.6,0,-0.16
2019-10-16 00:00:00,1308.29,1316.31,1306.55,1313.7,0,0.49
2019-10-15 00:00:00,1305.71,1309.02,1303.24,1307.27,0,0.05
2019-10-14 00:00:00,1306.91,1310.43,1302.08,1306.61,0,-0.01
2019-10-11 00:00:00,1310.22,1314.2,1300.77,1306.8,0,-0.26
2019-10-10 00:00:00,1314.88,1320.74,1308.75,1310.22,0,-0.35
2019-10-09 00:00:00,1314.74,1318.19,1312.35,1314.88,0,0.01
2019-10-08 00:00:00,1313.59,1318.93,1309.62,1314.74,0,0.09
2019-10-07 00:00:00,1308.5,1317.29,1308.08,1313.59,0,0.36
2019-10-04 00:00:00,1317.76,1321.16,1308.63,1308.86,0,-0.69
2019-10-03 00:00:00,1321.09,1323.38,1316.8,1317.99,0,-0.22
2019-10-02 00:00:00,1315.4,1322.54,1313.87,1320.96,0,0.41
2019-10-01 00:00:00,1307.02,1317.17,1302.88,1315.53,0,0.65
2019-09-30 00:00:00,1316.0,1317.86,1304.34,1307.01,0,-0.68
2019-09-27 00:00:00,1310.9,1317.6,1307.85,1315.95,0,0.37
2019-09-26 00:00:00,1312.84,1317.69,1309.47,1311.14,0,-0.14
2019-09-25 00:00:00,1317.46,1321.34,1312.15,1312.96,0,-0.34
2019-09-24 00:00:00,1313.71,1320.82,1310.98,1317.47,0,0.29
2019-09-23 00:00:00,1315.45,1318.69,1310.79,1313.71,0,-0.15
2019-09-20 00:00:00,1319.78,1321.43,1307.5,1315.69,0,-0.31
2019-09-19 00:00:00,1314.37,1322.59,1312.94,1319.79,0,0.4
2019-09-18 00:00:00,1314.93,1320.29,1313.76,1314.48,0,-0.04
2019-09-17 00:00:00,1303.7,1315.91,1302.57,1314.99,0,0.86
2019-09-16 00:00:00,1307.95,1314.41,1301.8,1303.76,0,-0.21
2019-09-13 00:00:00,1308.25,1311.13,1302.49,1306.54,0,-0.12
2019-09-12 00:00:00,1311.07,1312.09,1291.91,1308.13,0,-0.21
2019-09-11 00:00:00,1316.83,1319.35,1308.34,1310.94,0,-0.37
2019-09-10 00:00:00,1316.85,1318.59,1312.97,1315.85,0,-0.16
2019-09-09 00:00:00,1314.99,1320.89,1311.55,1317.95,0,0.19
2019-09-06 00:00:00,1322.57,1324.3,1312.71,1315.51,0,-0.49
2019-09-05 00:00:00,1328.63,1329.84,1319.74,1322.02,0,-0.56
